# Injection truth table -- cmf2.00_n600_s2032_flat  seed=2032
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.101 M_sun
# 1 of 600 draws discarded: the background column of the real source drawn lies outside every embedding rung
# 599 cores assigned to 67 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.101 versus 0.0643 M_sun, median |log10 ratio| 0.186 dex
# drawn contrast versus node contrast at the drawn column: median 1.218 versus 1.240, median |log10 ratio| 0.011 dex
# drawn observed size versus node size FWHMSDbs: median 40.6 versus 41.7 arcsec, median |log10 ratio| 0.061 dex
# target background column: median 4.88e+21 cm^-2 (5th 3.07e+21, 95th 1.54e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.67 +/- 0.10  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.58 +/- 0.17  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  474  i02j05k07       195    658    5.693e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  475  i02j05k07       629    319    6.221e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  476  i02j05k07       615    627    5.738e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  477  i02j05k07       389    475    6.789e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  478  i02j05k07       732    728    5.367e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  479  i02j05k07       770    224    5.353e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  480  i02j05k07       490    768    6.441e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  481  i02j05k07       746    785    5.550e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  482  i02j05k07       881    759    5.332e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  483  i02j05k07       883    644    6.491e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  484  i02j05k07       281    570    5.974e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  485  i02j05k07       711    725    5.287e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  486  i02j05k07       479    849    6.021e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  487  i02j05k07       578    651    5.329e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  488  i02j05k07       132    827    5.142e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  489  i02j05k07       313    659    5.429e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  490  i02j05k07       374    692    5.635e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  491  i02j05k07       421    656    4.582e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  492  i02j05k07       859    638    5.823e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  493  i02j05k07       835    911    4.798e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  494  i02j05k07       746    936    4.815e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  495  i02j05k07       709    272    5.312e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  496  i02j05k07       308    603    5.746e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  497  i02j05k07       584    244    5.130e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  498  i02j05k07       207    800    4.863e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  499  i02j05k07        45    386    6.542e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  500  i02j05k07       763    351    4.556e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  501  i02j05k07       864    890    4.899e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  502  i02j05k07       533    169    5.957e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  503  i02j05k07       736    802    5.567e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  504  i02j05k07       476    700    4.621e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  505  i02j05k07       563    769    5.785e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  506  i02j05k07       710    248    6.456e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  507  i02j05k07       776    929    5.022e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  508  i02j05k07       897    830    4.833e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  509  i02j05k07       907    759    4.714e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  510  i02j05k07       249    619    5.723e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  511  i02j05k07       719    845    5.291e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  512  i02j05k07       646    664    5.842e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  513  i05j13k04       293    338    2.451e+22    4.800e+22    7.16    6.858e-18  1.3732    96.94    22.45  1
  514  i05j13k04       459    433    2.041e+22    4.800e+22    7.16    6.858e-18  1.3732    96.94    22.45  1
  515  i05j13k04       302    355    2.181e+22    4.800e+22    7.16    6.858e-18  1.3732    96.94    22.45  1
  516  i05j13k04       334    353    2.123e+22    4.800e+22    7.16    6.858e-18  1.3732    96.94    22.45  1
  517  i04j11k06       220    454    2.567e+22    2.400e+22    8.19    8.069e-19  0.5826    29.27    32.17  1
  518  i04j10k06        70    655    1.836e+22    2.400e+22    8.28    6.371e-19  0.3792    22.98    29.92  1
  519  i03j10k06       422    522    1.499e+22    1.200e+22    9.08    6.594e-19  0.3795    22.10    29.49  1
  520  i03j10k06       273    244    1.685e+22    1.200e+22    9.08    6.594e-19  0.3795    22.10    29.49  1
  521  i04j09k06       286    359    2.432e+22    2.400e+22    8.38    4.674e-19  0.2472    19.72    27.88  1
  522  i03j09k06       819    659    1.545e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  523  i03j09k06       420     69    1.326e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  524  i03j09k06        44    259    1.369e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  525  i03j09k06       652    476    1.388e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  526  i03j09k06       165    572    1.742e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  527  i03j09k06       130    273    1.367e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  528  i03j09k06       861    517    1.285e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  529  i03j09k06       185    318    1.333e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  530  i02j09k06       385    177    8.926e+21    6.000e+21   10.13    4.836e-19  0.2470    18.81    27.25  1
  531  i01j09k06       305    937    5.851e+21    3.000e+21   10.80    4.838e-19  0.2469    18.61    27.15  1
  532  i04j08k06       142    470    1.893e+22    2.400e+22    8.47    3.221e-19  0.1608    18.00    26.74  1
  533  i04j08k06       272    482    2.190e+22    2.400e+22    8.47    3.221e-19  0.1608    18.00    26.74  1
  534  i04j08k06       149    488    1.888e+22    2.400e+22    8.47    3.221e-19  0.1608    18.00    26.74  1
  535  i04j08k06       729    479    2.349e+22    2.400e+22    8.47    3.221e-19  0.1608    18.00    26.74  1
  536  i04j08k06       186    163    2.339e+22    2.400e+22    8.47    3.221e-19  0.1608    18.00    26.74  1
  537  i03j08k06       164    289    1.553e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  538  i03j08k06       123    606    1.597e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  539  i03j08k06       106    652    1.223e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  540  i03j08k06       602    418    1.039e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  541  i03j08k06       809    768    1.305e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  542  i02j08k06        43     64    9.590e+21    6.000e+21   10.51    3.265e-19  0.1607    17.47    26.37  1
  543  i02j08k06       712    547    1.016e+22    6.000e+21   10.51    3.265e-19  0.1607    17.47    26.37  1
  544  i02j08k06       122     74    9.273e+21    6.000e+21   10.51    3.265e-19  0.1607    17.47    26.37  1
  545  i02j07k06        69    745    7.516e+21    6.000e+21   10.86    2.114e-19  0.1048    16.86    26.00  1
  546  i03j07k06       130    187    1.134e+22    1.200e+22    9.67    2.138e-19  0.1047    16.93    25.99  1
  547  i03j06k06       472     75    1.054e+22    1.200e+22    9.80    1.402e-19  0.0682    16.48    25.62  1
  548  i01j06k06       334    844    4.602e+21    3.000e+21   12.44    1.404e-19  0.0682    16.31    25.50  1
  549  i01j06k06       819    136    3.785e+21    3.000e+21   12.44    1.404e-19  0.0682    16.31    25.50  1
  550  i02j06k06       149    363    9.122e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  551  i02j06k06       642    748    5.939e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  552  i02j06k06       247    827    5.504e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  553  i02j06k06       833    644    7.036e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  554  i02j06k06       732    678    8.109e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  555  i02j06k06        51    482    7.356e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  556  i02j06k06        55    152    8.896e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  557  i02j06k06       935    502    5.410e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  558  i02j06k06       532    213    7.356e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  559  i01j04k06       821    276    3.860e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  560  i01j04k06       773    314    3.589e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  561  i01j04k06       357    836    4.398e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  562  i01j04k06       609     75    4.320e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  563  i01j04k06       803     96    3.641e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  564  i03j05k06       502    517    1.171e+22    1.200e+22    9.90    9.190e-20  0.0445    16.19    25.41  1
  565  i03j05k06        47     76    9.375e+21    1.200e+22    9.90    9.190e-20  0.0445    16.19    25.41  1
  566  i02j05k06       407    678    5.046e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  567  i02j05k06       378    895    4.834e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  568  i02j05k06       585    833    5.490e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  569  i02j05k06       849    473    5.396e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  570  i02j05k06        49    872    7.486e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  571  i02j05k06       708    890    4.833e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  572  i02j05k06       600    877    4.850e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  573  i02j05k06       680    701    5.609e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  574  i02j05k06       632    851    4.966e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  575  i02j05k06       751    597    8.076e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  576  i01j05k06       858    161    3.987e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  577  i01j05k06       873    176    4.019e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  578  i01j05k06       707     75    3.454e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  579  i01j03k06       654     81    3.709e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  580  i01j03k06       906    389    4.427e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  581  i01j03k06       651     50    3.637e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  582  i01j03k06       580    133    4.322e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  583  i02j04k06       917    452    4.827e+21    6.000e+21   11.49    6.197e-20  0.0289    15.80    24.99  1
  584  i02j04k06       921    768    5.063e+21    6.000e+21   11.49    6.197e-20  0.0289    15.80    24.99  1
  585  i02j04k06       687    297    5.572e+21    6.000e+21   11.49    6.197e-20  0.0289    15.80    24.99  1
  586  i02j03k06       591    907    4.656e+21    6.000e+21   11.59    4.201e-20  0.0189    15.52    24.64  1
  587  i04j10k03       484    442    2.357e+22    2.400e+22    7.23    1.854e-17  0.3794    22.50    18.83  1
  588  i04j10k05       429    438    1.972e+22    2.400e+22    7.95    2.159e-18  0.3794    19.13    22.99  1
  589  i04j10k05       463    386    1.981e+22    2.400e+22    7.95    2.159e-18  0.3794    19.13    22.99  1
  590  i04j08k05       418    409    2.612e+22    2.400e+22    8.18    1.319e-18  0.1608    12.33    19.38  1
  591  i03j08k05        68    228    1.523e+22    1.200e+22    8.90    1.329e-18  0.1609    12.07    19.28  1
  592  i02j08k05        92    396    9.690e+21    6.000e+21    9.50    1.350e-18  0.1609    11.85    19.16  1
  593  i04j09k02       162    464    2.232e+22    2.400e+22    6.95    4.770e-17  0.2471    15.68    16.98  1
  594  i03j09k02       213     99    1.484e+22    1.200e+22    7.04    4.805e-17  0.2471    15.39    16.92  1
  595  i03j07k05       144    128    1.771e+22    1.200e+22    9.17    9.131e-19  0.1047    11.00    18.55  1
  596  i01j03k05       555    144    4.699e+21    3.000e+21   12.71    1.750e-19  0.0188     9.68    17.79  1
  597  i03j08k01       541    428    1.665e+22    1.200e+22    6.74    1.331e-16  0.1610    10.88    15.58  1
  598  i05j08k03       273    325    3.415e+22    4.800e+22    7.05    1.486e-17  0.1610     8.75    15.67  1
  599  i02j07k04       704    679    8.938e+21    6.000e+21    8.82    3.753e-18  0.1048     7.52    15.75  1
