! Date: 09/09/2026  Time: 00:51:11  Created by RADMC3D compiled on Sep  9 2026 00:16    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.28642999E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   11  1.7192045E+16  1.3840353E-01  1.1492172E+03  5.5714858E-03  4.4200663E+00  3.2097684E-19  6.9034522E+04  3.2097684E-21  6.9034522E+02       Infinity  9.6799339E+00
   12  1.9675335E+16  1.3149150E-01  1.3152149E+03  6.3762541E-03  5.0585188E+00  3.1772873E-19  6.8335931E+04  3.1772873E-21  6.8335931E+02       Infinity  9.6695885E+00
   13  2.2375389E+16  1.2571708E-01  1.4957023E+03  7.2512699E-03  5.7527013E+00  3.1377565E-19  6.7485717E+04  3.1377565E-21  6.7485717E+02       Infinity  9.6764479E+00
   14  2.5311128E+16  1.2083659E-01  1.6919444E+03  8.2026652E-03  6.5074785E+00  3.0900872E-19  6.6460462E+04  3.0900872E-21  6.6460462E+02       Infinity  9.6582182E+00
   15  2.8503126E+16  1.1667090E-01  1.9053163E+03  9.2371071E-03  7.3281396E+00  3.0331814E-19  6.5236555E+04  3.0331814E-21  6.5236555E+02       Infinity  9.7220287E+00
   16  3.1973751E+16  1.1308540E-01  2.1373132E+03  1.0361845E-02  8.2204355E+00  2.9659127E-19  6.3789763E+04  2.9659127E-21  6.3789763E+02       Infinity  9.7643035E+00
   17  3.5747324E+16  1.0997695E-01  2.3895610E+03  1.1584759E-02  9.1906193E+00  2.8872003E-19  6.2096846E+04  2.8872003E-21  6.2096846E+02       Infinity  9.8188195E+00
   18  3.9850289E+16  1.0726519E-01  2.6638273E+03  1.2914422E-02  1.0245490E+01  2.7961011E-19  6.0137517E+04  2.7961011E-21  6.0137517E+02       Infinity  9.8689813E+00
   19  4.4311399E+16  1.0488658E-01  2.9620341E+03  1.4360149E-02  1.1392439E+01  2.6918810E-19  5.7895991E+04  2.6918810E-21  5.7895991E+02       Infinity  9.9535508E+00
   20  4.9161916E+16  1.0279019E-01  3.2862711E+03  1.5932073E-02  1.2639504E+01  2.5741370E-19  5.5363596E+04  2.5741370E-21  5.5363596E+02       Infinity  1.0088198E+01
   21  5.4435831E+16  1.0093474E-01  3.6388105E+03  1.7641209E-02  1.3995425E+01  2.4429362E-19  5.2541777E+04  2.4429362E-21  5.2541777E+02       Infinity  1.0236385E+01
   22  6.0170101E+16  9.9286428E-02  4.0221229E+03  1.9499534E-02  1.5469703E+01  2.2988947E-19  4.9443785E+04  2.2988947E-21  4.9443785E+02       Infinity  1.0400104E+01
   23  6.6404912E+16  9.7817263E-02  4.4388942E+03  2.1520071E-02  1.7072670E+01  2.1432811E-19  4.6096903E+04  2.1432811E-21  4.6096903E+02       Infinity  1.0585039E+01
   24  7.3183954E+16  9.6503913E-02  4.8920452E+03  2.3716978E-02  1.8815558E+01  1.9780630E-19  4.2543454E+04  1.9780630E-21  4.2543454E+02       Infinity  1.0848734E+01
   25  8.0554734E+16  9.5326755E-02  5.3847514E+03  2.6105653E-02  2.0710582E+01  1.8058584E-19  3.8839741E+04  1.8058584E-21  3.8839741E+02       Infinity  1.1159808E+01
   26  8.8568903E+16  9.4269172E-02  5.9204655E+03  2.8702832E-02  2.2771021E+01  1.6298655E-19  3.5054551E+04  1.6298655E-21  3.5054551E+02       Infinity  1.1546652E+01
   27  9.7282623E+16  9.3317001E-02  6.5029417E+03  3.1526718E-02  2.5011314E+01  1.4536360E-19  3.1264271E+04  1.4536360E-21  3.1264271E+02       Infinity  1.2020460E+01
   28  1.0675696E+17  9.2458095E-02  7.1362618E+03  3.4597098E-02  2.7447161E+01  1.2808484E-19  2.7548018E+04  1.2808484E-21  2.7548018E+02       Infinity  1.2648831E+01
   29  1.1705830E+17  9.1681985E-02  7.8248639E+03  3.7935489E-02  3.0095630E+01  1.1150069E-19  2.3981159E+04  1.1150069E-21  2.3981159E+02       Infinity  1.3494356E+01
   30  1.2825884E+17  9.0979596E-02  8.5735736E+03  4.1565286E-02  3.2975283E+01  9.5920087E-20  2.0630141E+04  9.5920087E-22  2.0630141E+02       Infinity  1.4732912E+01
   31  1.4043706E+17  9.0343030E-02  9.3876375E+03  4.5511925E-02  3.6106298E+01  8.1583358E-20  1.7546650E+04  8.1583358E-22  1.7546650E+02       Infinity  1.6833166E+01
   32  1.4719170E+17  5.5830121E-03  9.8391574E+03  4.7700925E-02  3.7842913E+01  7.4758230E-20  1.6078726E+04  7.4758230E-22  1.6078726E+02       Infinity  1.8597216E+01
   33  1.5408920E+17  8.4192919E-02  1.0300227E+04  4.9936221E-02  3.9616256E+01  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  1.9298349E+01
   34  1.6807538E+17  8.9240593E-02  1.1235145E+04  5.4468772E-02  4.3212097E+01  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  1.9677613E+01
   35  1.8372916E+17  8.8763322E-02  1.2281536E+04  5.9541746E-02  4.7236675E+01  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  1.9881932E+01
   36  2.0079498E+17  8.8763322E-02  1.3422315E+04  6.5072326E-02  5.1624289E+01  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0023173E+01
   37  2.2302780E+17  1.1945784E-01  1.4908488E+04  7.2277394E-02  5.7340337E+01  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0143946E+01
   38  2.5646174E+17  1.5684778E-01  1.7143408E+04  8.3112446E-02  6.5936186E+01  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0251315E+01
   39  3.0720233E+17  1.9939865E-01  2.0535207E+04  9.9556126E-02  7.8981567E+01  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0347401E+01
   40  3.8463369E+17  2.4336660E-01  2.5711174E+04  1.2464958E-01  9.8889132E+01  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0415911E+01
   41  5.0247326E+17  2.8274567E-01  3.3588263E+04  1.6283825E-01  1.2918563E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0473913E+01
   42  6.7887267E+17  3.1040680E-01  4.5379835E+04  2.2000463E-01  1.7453783E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0516034E+01
   43  9.3383912E+17  3.2040444E-01  6.2423289E+04  3.0263249E-01  2.4008957E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0558155E+01
   44  1.2824888E+18  3.1040680E-01  8.5729084E+04  4.1562062E-01  3.2972725E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0612598E+01
   45  1.7254701E+18  2.8274567E-01  1.1534055E+05  5.5917908E-01  4.4361750E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0690034E+01
   46  2.2422489E+18  2.4336660E-01  1.4988508E+05  7.2665339E-01  5.7648109E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0810642E+01
   47  2.7936147E+18  1.9939865E-01  1.8674161E+05  9.0533641E-01  7.1823694E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.0983024E+01
   48  3.3335675E+18  1.5684778E-01  2.2283522E+05  1.0803208E+00  8.5705855E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.1200044E+01
   49  3.8233642E+18  1.1945784E-01  2.5557611E+05  1.2390509E+00  9.8298505E+02  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.1463195E+01
   50  4.2399036E+18  8.8763322E-02  2.8342005E+05  1.3740403E+00  1.0900771E+03  1.9687629E-22  4.2343432E+01  1.9687629E-24  4.2343432E-01       Infinity  2.1786293E+01
