! Date: 15/08/2026  Time: 09:07:10  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 8.25392120E+00
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   26  9.7939304E+16  1.0155490E-01  6.5468381E+03  3.1739531E-02  2.5180147E+01  1.1139648E-19  2.3958747E+04  1.1139648E-21  2.3958747E+02       Infinity  8.2273214E+00
   27  1.0836749E+17  1.0067745E-01  7.2439195E+03  3.5119030E-02  2.7861229E+01  9.5501554E-20  2.0540124E+04  9.5501554E-22  2.0540124E+02       Infinity  8.2501243E+00
   28  1.1980634E+17  9.9890628E-02  8.0085592E+03  3.8826057E-02  3.0802151E+01  8.0709418E-20  1.7358686E+04  8.0709418E-22  1.7358686E+02       Infinity  8.2745478E+00
   29  1.3235379E+17  9.9183967E-02  8.8473046E+03  4.2892353E-02  3.4028095E+01  6.7286183E-20  1.4471666E+04  6.7286183E-22  1.4471666E+02       Infinity  8.3017553E+00
   30  1.4611729E+17  9.8548398E-02  9.7673377E+03  4.7352739E-02  3.7566683E+01  5.5394026E-20  1.1913944E+04  5.5394026E-22  1.1913944E+02       Infinity  8.3275357E+00
   31  1.6121469E+17  9.7976040E-02  1.0776537E+04  5.2245406E-02  4.1448218E+01  4.5092554E-20  9.6983412E+03  4.5092554E-22  9.6983412E+01       Infinity  8.3582790E+00
   32  1.7159093E+17  2.8890186E-02  1.1470145E+04  5.5608068E-02  4.4115943E+01  3.9386114E-20  8.4710211E+03  3.9386114E-22  8.4710211E+01       Infinity  8.3921510E+00
   33  1.8025392E+17  6.8618129E-02  1.2049230E+04  5.8415514E-02  4.6343193E+01  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.3953813E+00
   34  1.9594083E+17  9.6994295E-02  1.3097836E+04  6.3499227E-02  5.0376291E+01  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4063978E+00
   35  2.1586693E+17  9.6573585E-02  1.4429813E+04  6.9956745E-02  5.5499280E+01  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4227598E+00
   36  2.3777168E+17  9.6573585E-02  1.5894055E+04  7.7055494E-02  6.1130981E+01  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4317311E+00
   37  2.6612663E+17  1.2680970E-01  1.7789467E+04  8.6244582E-02  6.8421025E+01  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4358814E+00
   38  3.0803581E+17  1.6254899E-01  2.0590922E+04  9.9826234E-02  7.9195853E+01  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4487285E+00
   39  3.7050090E+17  2.0204886E-01  2.4766456E+04  1.2006951E-01  9.5255599E+01  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4536708E+00
   40  4.6402784E+17  2.4178417E-01  3.1018345E+04  1.5037911E-01  1.1930133E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4634458E+00
   41  6.0359703E+17  2.7658154E-01  4.0347969E+04  1.9560979E-01  1.5518450E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4771338E+00
   42  8.0861646E+17  3.0063086E-01  5.4052671E+04  2.6205114E-01  2.0789489E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.4920572E+00
   43  1.1002971E+18  3.0924944E-01  7.3550320E+04  3.5657711E-01  2.8288585E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.5174041E+00
   44  1.4951787E+18  3.0063086E-01  9.9946522E+04  4.8454775E-01  3.8440970E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.5665943E+00
   45  1.9959483E+18  2.7658154E-01  1.3342091E+05  6.4683391E-01  5.1315733E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.6590795E+00
   46  2.5844035E+18  2.4178417E-01  1.7275670E+05  8.3753662E-01  6.6444886E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  8.8292374E+00
   47  3.2223761E+18  2.0204886E-01  2.1540254E+05  1.0442866E+00  8.2847131E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  9.1454433E+00
   48  3.8617790E+18  1.6254899E-01  2.5814398E+05  1.2515001E+00  9.9286146E+02  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  9.7458095E+00
   49  4.4583224E+18  1.2680970E-01  2.9802044E+05  1.4448240E+00  1.1462325E+03  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  1.0991295E+01
   50  4.9815445E+18  9.6573585E-02  3.3299568E+05  1.6143864E+00  1.2807526E+03  1.0684261E-20  2.2979317E+03  1.0684261E-22  2.2979317E+01       Infinity  1.5536165E+01
