! Date: 14/08/2026  Time: 13:34:44  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.56268465E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   11  2.4506326E+16  1.1280805E-01  1.6381467E+03  7.9418501E-03  6.3005642E+00  8.2786686E-20  1.7805457E+04  8.2786686E-22  1.7805457E+02       Infinity  1.3214365E+01
   12  2.7332328E+16  1.0564387E-01  1.8270532E+03  8.8576823E-03  7.0271279E+00  8.2502595E-20  1.7744356E+04  8.2502595E-22  1.7744356E+02       Infinity  1.3272032E+01
   13  3.0284047E+16  9.9588595E-02  2.0243635E+03  9.8142562E-03  7.7860134E+00  8.2172162E-20  1.7673287E+04  8.2172162E-22  1.7673287E+02       Infinity  1.3345048E+01
   14  3.3367076E+16  9.4407821E-02  2.2304513E+03  1.0813384E-02  8.5786587E+00  8.1793479E-20  1.7591842E+04  8.1793479E-22  1.7591842E+02       Infinity  1.3383365E+01
   15  3.6587257E+16  8.9928819E-02  2.4457071E+03  1.1856959E-02  9.4065656E+00  8.1362204E-20  1.7499085E+04  8.1362204E-22  1.7499085E+02       Infinity  1.3426610E+01
   16  3.9950691E+16  8.6021510E-02  2.6705387E+03  1.2946959E-02  1.0271303E+01  8.0874087E-20  1.7394102E+04  8.0874087E-22  1.7394102E+02       Infinity  1.3490424E+01
   17  4.3463750E+16  8.2586065E-02  2.9053722E+03  1.4085448E-02  1.1174509E+01  8.0323884E-20  1.7275767E+04  8.0323884E-22  1.7275767E+02       Infinity  1.3585909E+01
   18  4.7133091E+16  7.9544592E-02  3.1506526E+03  1.5274585E-02  1.2117894E+01  7.9707077E-20  1.7143106E+04  7.9707077E-22  1.7143106E+02       Infinity  1.3672843E+01
   19  5.0965667E+16  7.6835423E-02  3.4068444E+03  1.6516621E-02  1.3103248E+01  7.9018597E-20  1.6995030E+04  7.9018597E-22  1.6995030E+02       Infinity  1.3778837E+01
   20  5.4968738E+16  7.4409098E-02  3.6744332E+03  1.7813910E-02  1.4132435E+01  7.8253582E-20  1.6830494E+04  7.8253582E-22  1.6830494E+02       Infinity  1.3901518E+01
   21  5.9149890E+16  7.2225487E-02  3.9539259E+03  1.9168910E-02  1.5207407E+01  7.7406775E-20  1.6648366E+04  7.7406775E-22  1.6648366E+02       Infinity  1.4055247E+01
   22  6.3517045E+16  7.0251686E-02  4.2458522E+03  2.0584189E-02  1.6330201E+01  7.6473579E-20  1.6447657E+04  7.6473579E-22  1.6447657E+02       Infinity  1.4250656E+01
   23  6.8078477E+16  6.8460461E-02  4.5507651E+03  2.2062428E-02  1.7502943E+01  7.5449248E-20  1.6227348E+04  7.5449248E-22  1.6227348E+02       Infinity  1.4470055E+01
   24  7.2842828E+16  6.6829078E-02  4.8692423E+03  2.3606428E-02  1.8727855E+01  7.4329398E-20  1.5986494E+04  7.4329398E-22  1.5986494E+02       Infinity  1.4737372E+01
   25  7.7819126E+16  6.5338405E-02  5.2018873E+03  2.5219115E-02  2.0007259E+01  7.3109953E-20  1.5724221E+04  7.3109953E-22  1.5724221E+02       Infinity  1.5082078E+01
   26  8.3016800E+16  6.3972232E-02  5.5493303E+03  2.6903543E-02  2.1343578E+01  7.1788117E-20  1.5439925E+04  7.1788117E-22  1.5439925E+02       Infinity  1.5481325E+01
   27  8.8445697E+16  6.2716728E-02  5.9122297E+03  2.8662904E-02  2.2739345E+01  7.0360473E-20  1.5132873E+04  7.0360473E-22  1.5132873E+02       Infinity  1.5996609E+01
   28  9.4116105E+16  6.1560023E-02  6.2912730E+03  3.0500533E-02  2.4197204E+01  6.8826183E-20  1.4802883E+04  6.8826183E-22  1.4802883E+02       Infinity  1.6685434E+01
   29  1.0003877E+17  6.0491870E-02  6.6871784E+03  3.2419910E-02  2.5719917E+01  6.7183503E-20  1.4449581E+04  6.7183503E-22  1.4449581E+02       Infinity  1.7617588E+01
   30  1.0445841E+17  2.6687691E-02  6.9826133E+03  3.3852199E-02  2.6856205E+01  6.5951360E-20  1.4184577E+04  6.5951360E-22  1.4184577E+02       Infinity  1.8612921E+01
   31  1.0761878E+17  3.2828718E-02  7.1938710E+03  3.4876391E-02  2.7668735E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  1.9358835E+01
   32  1.1268623E+17  5.8586789E-02  7.5326095E+03  3.6518619E-02  2.8971575E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  1.9637904E+01
   33  1.1943501E+17  5.7735315E-02  7.9837370E+03  3.8705717E-02  3.0706681E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  1.9845898E+01
   34  1.2648400E+17  5.6942980E-02  8.4549333E+03  4.0990110E-02  3.2518974E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  1.9983399E+01
   35  1.3384658E+17  5.6204504E-02  8.9470913E+03  4.3376126E-02  3.4411890E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0086148E+01
   36  1.4158688E+17  5.6204504E-02  9.4644984E+03  4.5884552E-02  3.6401917E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0174905E+01
   37  1.5206096E+17  8.5428530E-02  1.0164648E+04  4.9278925E-02  3.9094798E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0263832E+01
   38  1.6927826E+17  1.2668046E-01  1.1315553E+04  5.4858594E-02  4.3521357E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0356999E+01
   39  1.9792358E+17  1.8111226E-01  1.3230374E+04  6.4141781E-02  5.0886054E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0453033E+01
   40  2.4609709E+17  2.4584057E-01  1.6450575E+04  7.9753540E-02  6.3271441E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0541828E+01
   41  3.2729083E+17  3.1130363E-01  2.1878041E+04  1.0606628E-01  8.4146311E+01  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0613960E+01
   42  4.6171337E+17  3.6160582E-01  3.0863632E+04  1.4962905E-01  1.1870628E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0661724E+01
   43  6.7335703E+17  3.8067338E-01  4.5011138E+04  2.1821715E-01  1.7311976E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0706706E+01
   44  9.7842338E+17  3.6160582E-01  6.5403563E+04  3.1708106E-01  2.5155217E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0767673E+01
   45  1.3683042E+18  3.1130363E-01  9.1465487E+04  4.4343110E-01  3.5179034E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.0866440E+01
   46  1.8028957E+18  2.4584057E-01  1.2051613E+05  5.8427067E-01  4.6352359E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.1015100E+01
   47  2.2260947E+18  1.8111226E-01  1.4880524E+05  7.2141823E-01  5.7232784E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.1207880E+01
   48  2.5918495E+18  1.2668046E-01  1.7325444E+05  8.3994968E-01  6.6636323E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.1428655E+01
   49  2.8789919E+18  8.5428530E-02  1.9244872E+05  9.3300491E-01  7.4018739E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.1662153E+01
   50  3.0887672E+18  5.6204504E-02  2.0647134E+05  1.0009875E+00  7.9412053E+02  2.7452832E-22  5.9044545E+01  2.7452832E-24  5.9044545E-01       Infinity  2.1898621E+01
