! Date: 08/09/2026  Time: 14:15:01  Created by RADMC3D compiled on Jul 23 2026 22:03    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 5.24040458E+00
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   11  8.3743111E+14  2.0003460E-01  5.5978812E+01  2.7138921E-04  2.1530312E-01  4.0348856E-16  8.6780840E+07  4.0348856E-18  8.6780840E+05       Infinity  5.2165601E+00
   12  1.0203428E+15  1.9435441E-01  6.8205701E+01  3.3066603E-04  2.6232962E-01  3.7081905E-16  7.9754402E+07  3.7081905E-18  7.9754402E+05       Infinity  5.0962717E+00
   13  1.2368775E+15  1.8980168E-01  8.2680157E+01  4.0083920E-04  3.1800060E-01  3.3082448E-16  7.1152516E+07  3.3082448E-18  7.1152516E+05       Infinity  5.0621656E+00
   14  1.4932161E+15  1.8611886E-01  9.9815331E+01  4.8391173E-04  3.8390512E-01  2.8463261E-16  6.1217739E+07  2.8463261E-18  6.1217739E+05       Infinity  5.0632754E+00
   15  1.7966752E+15  1.8311745E-01  1.2010032E+02  5.8225478E-04  4.6192431E-01  2.3478465E-16  5.0496622E+07  2.3478465E-18  5.0496622E+05       Infinity  5.0544651E+00
   16  2.1559167E+15  1.8065651E-01  1.4411413E+02  6.9867542E-04  5.5428512E-01  1.8493160E-16  3.9774411E+07  1.8493160E-18  3.9774411E+05       Infinity  5.1061570E+00
   17  2.5811946E+15  1.7862865E-01  1.7254220E+02  8.3649669E-04  6.6362384E-01  1.3895001E-16  2.9884859E+07  1.3895001E-18  2.9884859E+05       Infinity  5.1161769E+00
   18  3.0846477E+15  1.7695082E-01  2.0619596E+02  9.9965249E-04  7.9306139E-01  9.9843304E-17  2.1473932E+07  9.9843304E-19  2.1473932E+05       Infinity  5.1160398E+00
   19  3.6806464E+15  1.7555788E-01  2.4603601E+02  1.1927999E-03  9.4629236E-01  6.9020970E-17  1.4844777E+07  6.9020970E-19  1.4844777E+05       Infinity  5.1450232E+00
   20  4.3862025E+15  1.7439820E-01  2.9319953E+02  1.4214519E-03  1.1276905E+00  4.6293987E-17  9.9567410E+06  4.6293987E-19  9.9567410E+04       Infinity  5.2000634E+00
   21  5.2214552E+15  1.7343047E-01  3.4903272E+02  1.6921351E-03  1.3424335E+00  3.0416994E-17  6.5419756E+06  3.0416994E-19  6.5419756E+04       Infinity  5.1811512E+00
   22  6.2102453E+15  1.7262134E-01  4.1512926E+02  2.0125758E-03  1.5966510E+00  1.9762908E-17  4.2505339E+06  1.9762908E-19  4.2505339E+04       Infinity  5.2021507E+00
   23  7.3807965E+15  1.7194371E-01  4.9337577E+02  2.3919204E-03  1.8975991E+00  1.2803465E-17  2.7537223E+06  1.2803465E-19  2.7537223E+04       Infinity  5.2287151E+00
   24  8.7665203E+15  1.7137543E-01  5.8600569E+02  2.8409967E-03  2.2538680E+00  8.3256570E-18  1.7906518E+06  8.3256570E-20  1.7906518E+04       Infinity  5.2380088E+00
   25  1.0406970E+16  1.7089830E-01  6.9566299E+02  3.3726230E-03  2.6756269E+00  5.4603398E-18  1.1743899E+06  5.4603398E-20  1.1743899E+04       Infinity  5.2512423E+00
   26  1.2348970E+16  1.7049734E-01  8.2547767E+02  4.0019737E-03  3.1749141E+00  3.6232639E-18  7.7927831E+05  3.6232639E-20  7.7927831E+03       Infinity  5.2496114E+00
   27  1.4647952E+16  1.7016009E-01  9.7915511E+02  4.7470127E-03  3.7659812E+00  2.4367581E-18  5.2408899E+05  2.4367581E-20  5.2408899E+03       Infinity  5.2578501E+00
   28  1.7369536E+16  1.6987625E-01  1.1610818E+03  5.6290059E-03  4.4656992E+00  1.6619641E-18  3.5744914E+05  1.6619641E-20  3.5744914E+03       Infinity  5.2655107E+00
   29  2.0591407E+16  1.6963722E-01  1.3764505E+03  6.6731287E-03  5.2940404E+00  1.1492405E-18  2.4717444E+05  1.1492405E-20  2.4717444E+03       Infinity  5.2764412E+00
   30  2.4405526E+16  1.6943583E-01  1.6314087E+03  7.9091837E-03  6.2746488E+00  8.0499680E-19  1.7313576E+05  8.0499680E-21  1.7313576E+03       Infinity  5.2766566E+00
   31  2.8920764E+16  1.6926609E-01  1.9332337E+03  9.3724525E-03  7.4355141E+00  5.7041803E-19  1.2268342E+05  5.7041803E-21  1.2268342E+03       Infinity  5.2768341E+00
   32  3.4266000E+16  1.6912296E-01  2.2905406E+03  1.1104702E-02  8.8097716E+00  4.0823329E-19  8.7801320E+04  4.0823329E-21  8.7801320E+02       Infinity  5.2789302E+00
   33  3.8637781E+16  7.6308580E-02  2.5827761E+03  1.2521480E-02  9.9337543E+00  3.2428198E-19  6.9745380E+04  3.2428198E-21  6.9745380E+02       Infinity  5.2800247E+00
   34  4.2068003E+16  9.2993491E-02  2.8120723E+03  1.3633124E-02  1.0815663E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2800986E+00
   35  4.8084800E+16  1.6890042E-01  3.2142703E+03  1.5583008E-02  1.2362578E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2796466E+00
   36  5.6955473E+16  1.6890042E-01  3.8072382E+03  1.8457758E-02  1.4643224E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2754604E+00
   37  6.8019967E+16  1.8390460E-01  4.5468540E+03  2.2043467E-02  1.7487900E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2760595E+00
   38  8.2435420E+16  1.9799404E-01  5.5104675E+03  2.6715133E-02  2.1194106E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2785190E+00
   39  1.0125848E+17  2.1059378E-01  6.7687116E+03  3.2815189E-02  2.6033506E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2787528E+00
   40  1.2583356E+17  2.2113139E-01  8.4114542E+03  4.0779320E-02  3.2351747E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2813851E+00
   41  1.5782411E+17  2.2908635E-01  1.0549890E+04  5.1146609E-02  4.0576501E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2844399E+00
   42  1.9921387E+17  2.3404073E-01  1.3316625E+04  6.4559930E-02  5.1217787E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.2903707E+00
   43  2.5225745E+17  2.3572350E-01  1.6862369E+04  8.1749949E-02  6.4855266E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.3001607E+00
   44  3.1936066E+17  2.3404073E-01  2.1347942E+04  1.0349632E-01  8.2107468E+01  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.3159752E+00
   45  4.0287945E+17  2.2908635E-01  2.6930828E+04  1.3056254E-01  1.0358011E+02  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.3410093E+00
   46  5.0484509E+17  2.2113139E-01  3.3746810E+04  1.6360690E-01  1.2979542E+02  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.3831418E+00
   47  6.2664770E+17  2.1059378E-01  4.1888811E+04  2.0307990E-01  1.6111081E+02  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.4531808E+00
   48  7.6873413E+17  1.9799404E-01  5.1386703E+04  2.4912634E-01  1.9764117E+02  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.5751882E+00
   49  9.3038782E+17  1.8390460E-01  6.2192584E+04  3.0151401E-01  2.3920225E+02  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  5.8135624E+00
   50  1.1096492E+18  1.6890042E-01  7.4175470E+04  3.5960788E-01  2.8529027E+02  1.5184643E-18  3.2658574E+05  1.5184643E-20  3.2658574E+03       Infinity  8.5646623E+00
