# Injection truth table -- cmf2.00_n600_s2030_flat  seed=2030
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.099 M_sun
# 600 cores assigned to 66 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.099 versus 0.0643 M_sun, median |log10 ratio| 0.175 dex
# drawn contrast versus node contrast at the drawn column: median 1.227 versus 1.243, median |log10 ratio| 0.010 dex
# drawn observed size versus node size FWHMSDbs: median 39.2 versus 41.4 arcsec, median |log10 ratio| 0.065 dex
# target background column: median 4.93e+21 cm^-2 (5th 3.10e+21, 95th 1.36e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.81 +/- 0.11  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.55 +/- 0.17  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  475  i02j05k07       872    777    5.821e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  476  i02j05k07       281    555    7.026e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  477  i02j05k07       380    887    4.650e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  478  i02j05k07       735    918    5.279e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  479  i02j05k07       692    716    5.011e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  480  i02j05k07       238    844    4.873e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  481  i02j05k07       121    846    5.305e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  482  i02j05k07       355    910    4.818e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  483  i02j05k07       522     75    5.987e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  484  i02j05k07       787    403    5.813e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  485  i02j05k07       379    147    7.585e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  486  i02j05k07       290    880    5.291e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  487  i02j05k07       410    758    5.283e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  488  i02j05k07       689    679    5.356e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  489  i02j05k07       668    719    5.857e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  490  i02j05k07       600    836    5.144e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  491  i02j05k07       857    868    5.566e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  492  i02j05k07       629    319    6.221e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  493  i02j05k07       294    677    4.590e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  494  i02j05k07       291    620    4.600e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  495  i02j05k07       575    228    5.223e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  496  i02j05k07       123    888    4.526e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  497  i02j05k07       523    115    6.803e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  498  i02j05k07        38    439    6.333e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  499  i02j05k07       216    639    5.764e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  500  i02j05k07       756    411    5.829e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  501  i02j05k07       460    802    5.014e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  502  i04j12k06       517    426    2.100e+22    2.400e+22    8.13    9.315e-19  0.8945    41.83    33.72  1
  503  i04j11k06       179    165    2.360e+22    2.400e+22    8.19    8.069e-19  0.5826    29.27    32.17  1
  504  i03j10k06       350     74    1.124e+22    1.200e+22    9.08    6.594e-19  0.3795    22.10    29.49  1
  505  i03j10k06       769    479    1.415e+22    1.200e+22    9.08    6.594e-19  0.3795    22.10    29.49  1
  506  i04j09k06       238    510    2.032e+22    2.400e+22    8.38    4.674e-19  0.2472    19.72    27.88  1
  507  i03j11k05       237    436    1.545e+22    1.200e+22    8.35    2.558e-18  0.5825    26.50    24.89  1
  508  i03j09k06       165    572    1.742e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  509  i03j09k06       657    570    1.413e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  510  i03j09k06       224    587    1.119e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  511  i03j09k06       685    447    1.170e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  512  i03j09k06       185    318    1.333e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  513  i03j09k06       454    554    1.219e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  514  i03j09k06       420     69    1.326e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  515  i02j09k06       712    547    1.046e+22    6.000e+21   10.13    4.836e-19  0.2470    18.81    27.25  1
  516  i04j08k06       272    482    2.173e+22    2.400e+22    8.47    3.221e-19  0.1608    18.00    26.74  1
  517  i03j08k06       151    492    1.759e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  518  i03j08k06       106    652    1.204e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  519  i03j08k06       235    230    2.083e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  520  i03j08k06        54    187    1.475e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  521  i03j08k06       538    406    1.375e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  522  i03j08k06       785    487    1.107e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  523  i03j08k06       553    419    1.192e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  524  i03j08k06       673    507    1.111e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  525  i03j08k06       123    606    1.597e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  526  i03j08k06        80    520    9.686e+21    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  527  i03j08k06        39    645    1.317e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  528  i02j08k06       122     74    9.273e+21    6.000e+21   10.51    3.265e-19  0.1607    17.47    26.37  1
  529  i03j10k02       110    291    1.358e+22    1.200e+22    7.03    4.883e-17  0.3795    26.19    18.30  1
  530  i02j07k06       773    853    7.840e+21    6.000e+21   10.86    2.114e-19  0.1048    16.86    26.00  1
  531  i02j07k06       585    265    6.372e+21    6.000e+21   10.86    2.114e-19  0.1048    16.86    26.00  1
  532  i02j07k06        52    782    7.255e+21    6.000e+21   10.86    2.114e-19  0.1048    16.86    26.00  1
  533  i02j07k06       237    638    7.084e+21    6.000e+21   10.86    2.114e-19  0.1048    16.86    26.00  1
  534  i02j07k06       706    163    7.813e+21    6.000e+21   10.86    2.114e-19  0.1048    16.86    26.00  1
  535  i03j07k06        38    249    1.169e+22    1.200e+22    9.67    2.138e-19  0.1047    16.93    25.99  1
  536  i03j06k06       472     75    1.054e+22    1.200e+22    9.80    1.402e-19  0.0682    16.48    25.62  1
  537  i03j06k06       138    665    9.257e+21    1.200e+22    9.80    1.402e-19  0.0682    16.48    25.62  1
  538  i03j06k06       316    443    9.170e+21    1.200e+22    9.80    1.402e-19  0.0682    16.48    25.62  1
  539  i02j06k06       833    644    7.147e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  540  i02j06k06       379    613    6.882e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  541  i02j06k06       469    919    5.928e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  542  i02j06k06       802    476    6.804e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  543  i02j06k06       306    599    5.994e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  544  i02j06k06       603    754    5.981e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  545  i02j06k06       197    679    6.344e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  546  i02j06k06       782    177    8.096e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  547  i02j06k06       661    697    5.954e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  548  i02j06k06       835    836    7.254e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  549  i02j06k06       330    168    8.336e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  550  i02j06k06        51    482    7.383e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  551  i02j06k06       721    222    8.811e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  552  i02j06k06       381    164    7.487e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  553  i02j06k06       276     37    8.517e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  554  i02j06k06       149    363    9.122e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  555  i01j04k06       300    831    4.287e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  556  i01j04k06       357    836    4.472e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  557  i01j04k06       811    362    4.220e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  558  i03j05k06       291    403    1.011e+22    1.200e+22    9.90    9.190e-20  0.0445    16.19    25.41  1
  559  i03j05k06        37    150    9.783e+21    1.200e+22    9.90    9.190e-20  0.0445    16.19    25.41  1
  560  i03j05k06       286    453    9.036e+21    1.200e+22    9.90    9.190e-20  0.0445    16.19    25.41  1
  561  i03j05k06       502    517    1.171e+22    1.200e+22    9.90    9.190e-20  0.0445    16.19    25.41  1
  562  i03j05k06       303    383    1.716e+22    1.200e+22    9.90    9.190e-20  0.0445    16.19    25.41  1
  563  i02j05k06        45    497    7.685e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  564  i02j05k06       410    275    7.894e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  565  i02j05k06       873    938    5.302e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  566  i02j05k06       417    685    4.986e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  567  i02j05k06       619    806    4.889e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  568  i02j05k06       474    138    7.652e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  569  i02j05k06       396    256    7.295e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  570  i02j05k06       732    757    5.617e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  571  i02j05k06        74    502    7.982e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  572  i01j05k06       744    288    3.849e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  573  i01j05k06       892    261    3.043e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  574  i01j05k06       935    305    3.708e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  575  i01j05k06       821    276    4.030e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  576  i01j05k06       816    149    4.128e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  577  i01j03k06       382    764    4.388e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  578  i01j03k06       814    313    3.619e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  579  i01j03k06       634     35    3.853e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  580  i01j03k06       303    730    4.287e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  581  i01j03k06       774     88    3.606e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  582  i01j03k06       610     74    4.145e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  583  i01j03k06       941    349    3.480e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  584  i01j03k06       644    886    3.900e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  585  i01j03k06       871    338    3.542e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  586  i01j03k06       796    107    3.545e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  587  i02j04k06       436    717    5.000e+21    6.000e+21   11.49    6.197e-20  0.0289    15.80    24.99  1
  588  i02j04k06       469    857    4.922e+21    6.000e+21   11.49    6.197e-20  0.0289    15.80    24.99  1
  589  i02j03k06       269    679    4.683e+21    6.000e+21   11.59    4.201e-20  0.0189    15.52    24.64  1
  590  i04j10k03       267    268    2.424e+22    2.400e+22    7.23    1.854e-17  0.3794    22.50    18.83  1
  591  i04j10k05       463    386    1.771e+22    2.400e+22    7.95    2.159e-18  0.3794    19.13    22.99  1
  592  i03j07k05       147    609    1.324e+22    1.200e+22    9.17    9.131e-19  0.1047    11.00    18.55  1
  593  i03j07k05       160    441    1.825e+22    1.200e+22    9.17    9.131e-19  0.1047    11.00    18.55  1
  594  i03j06k05       143     96    1.016e+22    1.200e+22    9.41    6.091e-19  0.0683    10.43    18.25  1
  595  i03j06k05       809    518    1.672e+22    1.200e+22    9.41    6.091e-19  0.0683    10.43    18.25  1
  596  i03j06k05       549    486    1.736e+22    1.200e+22    9.41    6.091e-19  0.0683    10.43    18.25  1
  597  i03j08k04       298    416    1.270e+22    1.200e+22    8.19    4.871e-18  0.1609     9.18    16.44  1
  598  i03j08k01        84    301    1.507e+22    1.200e+22    6.74    1.331e-16  0.1610    10.88    15.58  1
  599  i05j08k02       271    292    4.978e+22    4.800e+22    6.83    4.292e-17  0.1610     9.31    15.41  1
  600  i03j08k02       651    559    1.662e+22    1.200e+22    7.08    4.488e-17  0.1610     8.93    15.30  1
