ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_exc_bsl_hires,R_int_bsl_hires,R_ap2_hires,R_ap2_bsl_hires,R_ap3_hires,R_ap3_bsl_hires,theta_ap2,theta_ap3,R_peak_f1p2,R_exc_f1p2,R_int_f1p2,R_exc_bsl_f1p2,R_int_bsl_f1p2,R_ap2_f1p2,R_ap2_bsl_f1p2,R_ap3_f1p2,R_ap3_bsl_f1p2,R_peak18_f1p2,R_exc18_f1p2,R_int18_f1p2
918,4,20,5,3e+21,0.180777,0.00801622,7.8273,7.068,8.94938,268.482,27,18,0.258118,0.140029,0.219257,0.139277,0.218544,0.247696,0.24691,0.247696,0.24691,25.65,25.65,0.46283,0.399614,0.570909,0.397467,0.569052,0.54879,0.547049,0.54879,0.547049,0.689983,0.647198,0.560314
919,4,20,6,3e+21,0.180777,0.010249,5.8304,6.861,9.00308,270.093,27.0092,18,0.269685,0.148389,0.226253,0.147559,0.225501,0.255241,0.254415,0.255241,0.254415,25.6588,25.6588,0.485976,0.424961,0.605044,0.422583,0.603033,0.583071,0.581185,0.583071,0.581185,0.714028,0.678098,0.595318
920,4,20,7,3e+21,0.180777,0.0131037,4.4982,6.506,9.50988,285.297,28.5297,18,0.296363,0.173027,0.255718,0.171998,0.254743,0.293405,0.292322,0.293405,0.292322,27.1032,27.1032,0.588461,0.545544,0.699609,0.5423,0.696942,0.667295,0.664834,0.667295,0.664834,0.842119,0.846167,0.685797
921,4,20,8,3e+21,0.180777,0.0167535,3.5313,5.964,10.5295,315.883,31.5884,18,0.337688,0.21209,0.29863,0.210693,0.297213,0.357412,0.355791,0.357412,0.355791,30.009,30.009,0.572635,0.520091,0.78362,0.516665,0.779902,0.713863,0.710626,0.713863,0.710626,0.787036,0.772335,0.753984
922,4,20,9,3e+21,0.180777,0.02142,2.8162,5.223,12.1594,364.782,36.4782,24,0.396325,0.266214,0.403927,0.264142,0.401487,0.445824,0.443157,0.445824,0.443157,34.6542,34.6542,0.677907,0.640524,0.845621,0.635539,0.840514,0.781597,0.776921,0.781597,0.776921,0.883962,0.899558,0.871072
923,4,20,10,3e+21,0.180777,0.0273861,2.2903,4.354,14.4673,434.018,43.4018,24,0.484432,0.349365,0.475937,0.345936,0.471815,0.545773,0.541135,0.545773,0.541135,41.2317,41.2317,0.76921,0.74581,0.940905,0.738488,0.932758,0.804831,0.797991,0.804831,0.797991,0.933965,0.967162,0.872961
924,4,20,11,3e+21,0.180777,0.0350141,1.889,3.458,17.6388,529.163,52.9163,30,0.592982,0.453544,0.598979,0.44744,0.591338,0.636577,0.628546,0.636577,0.628546,50.2705,50.2705,0.871932,0.876798,1.13849,0.864997,1.12397,0.983226,0.970822,0.983226,0.970822,0.984696,1.04553,1.1542
925,4,20,12,3e+21,0.180777,0.0447667,1.5842,2.69,21.7917,653.752,65.3752,36,0.70338,0.565769,0.689995,0.554667,0.676583,0.703747,0.690274,0.703747,0.690274,62.1064,62.1064,0.932784,0.966095,1.24979,0.947137,1.2255,1.05726,1.03702,1.05726,1.03702,0.994534,1.07269,1.25848
926,4,20,13,3e+21,0.180777,0.0572357,1.343,2.104,27.2706,818.119,81.8118,48,0.795358,0.667853,0.766425,0.647755,0.743156,0.745532,0.723367,0.745532,0.723367,77.7213,77.7213,0.951975,0.999755,0.98096,0.969669,0.951178,0.80546,0.781513,0.80546,0.781513,0.98044,1.05913,1.05606
927,4,20,14,3e+21,0.180777,0.0731778,1.1472,1.694,34.5462,1036.39,103.639,60,0.861067,0.753475,0.805126,0.71736,0.76593,0.760136,0.72437,0.760136,0.72437,98.4566,98.4566,0.972652,1.06838,0.930025,1.01717,0.884748,0.729931,0.695586,0.729931,0.695586,0.984907,1.10282,0.994082
928,4,20,15,3e+21,0.180777,0.0935603,0.9961,1.44,43.4341,1303.02,130.302,72,0.89509,0.803832,0.822514,0.742988,0.759325,0.744057,0.689961,0.744057,0.689961,123.787,123.787,0.922175,0.921428,0.76778,0.851683,0.708796,0.505833,0.469057,0.505833,0.469057,0.927053,0.938497,0.767784
929,4,20,16,3e+21,0.180777,0.11962,0.8659,1.272,55.2491,1657.47,165.747,96,0.914506,0.840154,0.807247,0.737235,0.707687,0.687995,0.610021,0.687995,0.610021,157.46,157.46,0.949371,1.08225,1.00492,0.949675,0.880981,0.675943,0.599335,0.675943,0.599335,0.951363,1.09414,1.01654
930,4,20,17,3e+21,0.180777,0.152938,0.7552,1.166,70.6171,2118.51,211.851,120,0.922383,0.847958,0.766349,0.677747,0.612926,0.572512,0.472353,0.572512,0.472353,201.259,201.259,0.934374,1.08259,1.10904,0.865281,0.887013,1.17504,0.969474,1.17504,0.969474,0.935061,1.08941,1.10904
931,4,20,18,3e+21,0.180777,0.195537,0.6677,1.105,88.6855,2660.56,266.057,150,0.925806,0.834079,0.669136,0.569381,0.460289,0.378836,0.282427,0.378836,0.282427,252.754,252.754,0.919337,1.01207,1.1714,0.690885,0.805787,1.88045,1.4019,1.88045,1.4019,0.919562,1.01578,1.1714
932,4,20,19,3e+21,0.180777,0.25,0.5912,1.066,111.591,3347.74,334.774,192,0.927413,0.779777,0.41394,0.387043,0.213851,0.0535948,0.0343449,0.0535948,0.0343449,318.036,318.036,0.917179,1.07514,1.5293,0.533648,0.790073,2.67751,1.71582,2.67751,1.71582,0.917243,1.07748,1.5293
933,4,21,1,3e+21,0.26827,0.003,58.7368,7.25,20.2362,607.086,60.7086,18,0.258469,0.174958,0.324485,0.174244,0.321244,0.44288,0.438493,0.45186,0.447407,36,54,0.452056,0.399261,0.671433,0.397631,0.664727,0.61634,0.610235,0.521174,0.516038,0.664376,0.622759,0.626504
934,4,21,2,3e+21,0.26827,0.0038356,37.0555,7.722,18.4524,553.572,55.3573,18,0.276006,0.188498,0.329008,0.187671,0.325848,0.445979,0.442016,0.453326,0.449322,36,52.5894,0.458904,0.40432,0.686347,0.402545,0.679755,0.65408,0.648268,0.580442,0.575315,0.663892,0.62167,0.709505
935,4,21,3,3e+21,0.26827,0.00490394,25.5341,8.066,16.703,501.088,50.1089,18,0.278848,0.19072,0.321195,0.189874,0.318577,0.434265,0.430983,0.440764,0.437448,36,47.6034,0.514729,0.469321,0.797963,0.467238,0.791459,0.796113,0.790097,0.761,0.755274,0.740424,0.717154,0.86284
936,4,21,4,3e+21,0.26827,0.00626986,18.8462,8.282,15.2906,458.719,45.8718,18,0.277066,0.188978,0.309525,0.188144,0.307443,0.416911,0.414277,0.421766,0.419109,36,43.5783,0.473483,0.421711,0.706336,0.41985,0.701585,0.711438,0.706943,0.685,0.680685,0.680039,0.642983,0.776005
937,4,21,5,3e+21,0.26827,0.00801622,12.5807,8.419,13.7007,411.022,41.1022,18,0.276011,0.187652,0.298526,0.186829,0.296872,0.397615,0.395531,0.399606,0.397515,36,39.0471,0.518453,0.476707,0.674063,0.474615,0.670328,0.659113,0.655659,0.651155,0.647747,0.740655,0.721939,0.75451
938,4,21,6,3e+21,0.26827,0.010249,8.9772,8.335,12.8369,385.106,38.5107,18,0.279286,0.189392,0.291331,0.188548,0.28993,0.38296,0.381213,0.383448,0.3817,36,36.5851,0.489787,0.443327,0.697344,0.441352,0.693989,0.70738,0.704153,0.706719,0.703497,0.693512,0.664855,0.781324
939,4,21,7,3e+21,0.26827,0.0131037,6.562,8.006,12.6048,378.144,37.8144,18,0.292404,0.199462,0.29418,0.19853,0.292822,0.383124,0.381451,0.383124,0.381451,35.9237,35.9237,0.531169,0.489425,0.766043,0.487136,0.762505,0.70116,0.698098,0.70116,0.698098,0.738121,0.719629,0.782558
940,4,21,8,3e+21,0.26827,0.0167535,4.9513,7.407,13.0619,391.857,39.1857,24,0.322039,0.225422,0.366313,0.224268,0.364567,0.414682,0.412725,0.414682,0.412725,37.2264,37.2264,0.557944,0.517573,0.765883,0.514924,0.762233,0.688487,0.685238,0.688487,0.685238,0.749693,0.734404,0.789727
941,4,21,9,3e+21,0.26827,0.02142,3.853,6.554,14.2232,426.697,42.6697,24,0.369708,0.267495,0.401458,0.265912,0.399186,0.463042,0.46046,0.463042,0.46046,40.5362,40.5362,0.657491,0.626908,0.875979,0.623198,0.871022,0.762582,0.758328,0.762582,0.758328,0.84277,0.846153,0.908998
942,4,21,10,3e+21,0.26827,0.0273861,3.0755,5.52,16.1324,483.973,48.3973,24,0.437752,0.327756,0.446591,0.325364,0.44332,0.525524,0.521771,0.525524,0.521771,45.9774,45.9774,0.693298,0.662511,0.877854,0.657676,0.871425,0.75268,0.747305,0.75268,0.747305,0.838632,0.840239,0.858707
943,4,21,11,3e+21,0.26827,0.0350141,2.4961,4.412,18.9509,568.527,56.8527,30,0.529548,0.410628,0.549892,0.406641,0.54443,0.591792,0.585977,0.591792,0.585977,54.01,54.01,0.805105,0.789944,1.13266,0.782274,1.12141,0.959606,0.950176,0.959606,0.950176,0.914163,0.934169,1.15136
944,4,21,12,3e+21,0.26827,0.0447667,2.0488,3.38,22.9692,689.074,68.9075,36,0.639211,0.514592,0.640553,0.507416,0.631212,0.661304,0.651776,0.661304,0.651776,65.4621,65.4621,0.892886,0.897555,1.06001,0.885038,1.04456,0.842399,0.830262,0.842399,0.830262,0.958846,0.995049,1.06918
945,4,21,13,3e+21,0.26827,0.0572357,1.7177,2.594,28.179,845.371,84.5371,48,0.740759,0.618139,0.726223,0.605248,0.71032,0.713843,0.698452,0.713843,0.698452,80.3103,80.3103,0.93781,0.967359,1.08666,0.947185,1.06286,0.949814,0.929336,0.949814,0.929336,0.972353,1.02717,1.08728
946,4,21,14,3e+21,0.26827,0.0731778,1.452,2.019,35.2226,1056.68,105.668,60,0.823298,0.712658,0.778515,0.689388,0.751918,0.747519,0.722595,0.747519,0.722595,100.384,100.384,0.949206,0.994715,1.04707,0.962235,1.0113,0.914744,0.884244,0.914744,0.884244,0.965146,1.02892,1.04711
947,4,21,15,3e+21,0.26827,0.0935603,1.2442,1.643,44.2538,1327.61,132.761,72,0.873972,0.778088,0.811133,0.737745,0.767475,0.755525,0.716412,0.755525,0.716412,126.123,126.123,0.955425,1.01478,0.956868,0.962166,0.905366,0.708609,0.671924,0.708609,0.671924,0.962231,1.0341,0.956875
948,4,21,16,3e+21,0.26827,0.11962,1.0786,1.404,55.624,1668.72,166.872,96,0.903203,0.824294,0.816818,0.756388,0.747664,0.733695,0.675123,0.733695,0.675123,158.528,158.528,0.957531,1.07158,1.03229,0.983305,0.944893,0.947523,0.871881,0.947523,0.871881,0.960476,1.08386,1.04393
949,4,21,17,3e+21,0.26827,0.152938,0.9373,1.249,70.6518,2119.56,211.956,120,0.917246,0.846817,0.802657,0.73352,0.693523,0.668541,0.585743,0.668541,0.585743,201.358,201.358,0.927431,0.994392,0.989482,0.861351,0.854946,1.22483,1.07314,1.22483,1.07314,0.928511,1.00095,0.989482
950,4,21,18,3e+21,0.26827,0.195537,0.8216,1.155,89.3272,2679.81,267.981,150,0.923474,0.84913,0.755983,0.666612,0.592912,0.54509,0.4434,0.54509,0.4434,254.582,254.582,0.926,0.903471,0.49774,0.709273,0.390374,0.1598,0.129989,0.1598,0.129989,0.926381,0.906912,0.49774
951,4,21,19,3e+21,0.26827,0.25,0.7217,1.096,113.349,3400.46,340.046,192,0.926292,0.82887,0.633535,0.540584,0.416583,0.324485,0.235413,0.324485,0.235413,323.043,323.043,0.917514,0.705466,-0.0963623,0.460101,-0.0633635,-0.651346,-0.47255,-0.651346,-0.47255,0.917637,0.707081,-0.0963623
952,4,22,2,3e+21,0.398107,0.0038356,57.9221,8.126,29.0655,871.964,87.1964,18,0.289756,0.208225,0.377515,0.207354,0.373599,0.511651,0.50385,0.534619,0.526523,36,54,0.505419,0.454643,0.696268,0.452742,0.689044,0.799439,0.787251,0.754704,0.743275,0.713134,0.676502,0.797901
953,4,22,3,3e+21,0.398107,0.00490394,46.7623,8.397,27.8718,836.153,83.6153,18,0.293775,0.212569,0.375505,0.211678,0.371687,0.508171,0.500948,0.529044,0.521564,36,54,0.521158,0.473641,0.707022,0.471656,0.699834,0.695545,0.685658,0.644802,0.635685,0.730247,0.699082,0.819342
954,4,22,4,3e+21,0.398107,0.00626986,30.8492,8.863,25.1068,753.204,75.3204,24,0.295865,0.216716,0.422218,0.215827,0.417163,0.511017,0.505054,0.506227,0.500365,48,71.5544,0.545086,0.500956,0.812759,0.498901,0.803029,0.741113,0.732466,0.649427,0.641907,0.755595,0.729223,0.84999
955,4,22,5,3e+21,0.398107,0.00801622,21.6685,9.143,22.6327,678.98,67.898,24,0.295756,0.218449,0.408416,0.217573,0.404351,0.492341,0.487651,0.489835,0.485195,48,64.5031,0.537852,0.495688,0.784503,0.493701,0.776694,0.737855,0.730827,0.680187,0.673743,0.738822,0.713076,0.819739
956,4,22,6,3e+21,0.398107,0.010249,14.2651,9.261,20.0313,600.938,60.0938,24,0.298483,0.222267,0.394007,0.221384,0.390983,0.472702,0.46918,0.471884,0.468379,48,57.0891,0.590087,0.557485,0.78958,0.555272,0.783521,0.737398,0.731904,0.721161,0.715805,0.799065,0.788302,0.823686
957,4,22,7,3e+21,0.398107,0.0131037,10.2513,9.108,18.5322,555.965,55.5965,24,0.306774,0.229996,0.387684,0.229064,0.385152,0.463588,0.460633,0.463256,0.460308,48,52.8166,0.558918,0.523521,0.836756,0.521401,0.831289,0.745185,0.740436,0.738018,0.733322,0.744163,0.726405,0.872502
958,4,22,8,3e+21,0.398107,0.0167535,7.4216,8.636,17.8027,534.081,53.4081,24,0.324909,0.245547,0.389007,0.244489,0.386671,0.46467,0.461946,0.464539,0.461818,48,50.7377,0.600709,0.569377,0.870538,0.566924,0.865311,0.81271,0.807946,0.807346,0.802617,0.779408,0.768428,0.940375
959,4,22,9,3e+21,0.398107,0.02142,5.5292,7.814,18.0346,541.038,54.1038,24,0.358428,0.27422,0.40298,0.272893,0.400488,0.482561,0.47966,0.482297,0.479402,48,51.3987,0.64968,0.621919,0.877314,0.618911,0.871889,0.776179,0.771514,0.768205,0.763594,0.812316,0.807065,0.911933
960,4,22,10,3e+21,0.398107,0.0273861,4.2435,6.696,19.2827,578.481,57.8481,30,0.412244,0.320784,0.480076,0.318924,0.476735,0.520036,0.516448,0.520036,0.516448,54.9557,54.9557,0.71509,0.69111,0.954876,0.687102,0.948232,0.813511,0.807898,0.813511,0.807898,0.851962,0.851924,0.969533
961,4,22,11,3e+21,0.398107,0.0350141,3.3699,5.471,21.5214,645.641,64.5642,30,0.484593,0.384036,0.517105,0.381191,0.512623,0.565756,0.560919,0.565409,0.560578,60,61.3359,0.819768,0.808556,1.03601,0.802568,1.02703,0.892803,0.88517,0.890645,0.883036,0.928483,0.943804,1.06196
962,4,22,12,3e+21,0.398107,0.0447667,2.7234,4.267,24.9696,749.088,74.9087,36,0.576908,0.467153,0.595115,0.462404,0.588183,0.62173,0.614573,0.62173,0.614573,71.1633,71.1633,0.949246,0.968992,1.07497,0.95914,1.06245,0.900384,0.890019,0.900384,0.890019,1.02545,1.07334,1.08798
963,4,22,13,3e+21,0.398107,0.0572357,2.2338,3.237,29.9136,897.407,89.7407,48,0.682284,0.568849,0.68339,0.560392,0.67204,0.676477,0.66538,0.676477,0.66538,85.2537,85.2537,1.06871,1.14463,1.01776,1.12762,1.00085,0.806204,0.792979,0.806204,0.792979,1.11501,1.21812,1.01866
964,4,22,14,3e+21,0.398107,0.0731778,1.8603,2.462,36.6612,1099.84,109.984,60,0.775345,0.665301,0.745833,0.650164,0.72721,0.723835,0.706085,0.723835,0.706085,104.484,104.484,0.960504,0.991031,0.965056,0.968482,0.940959,0.756469,0.737919,0.756469,0.737919,0.981106,1.02768,0.965126
965,4,22,15,3e+21,0.398107,0.0935603,1.5734,1.932,45.5242,1365.73,136.573,72,0.842688,0.742702,0.789912,0.716192,0.759538,0.749944,0.721915,0.749944,0.721915,129.744,129.744,0.950455,0.99021,1.00132,0.954865,0.962814,0.807039,0.776876,0.807039,0.776876,0.959883,1.01117,1.00133
966,4,22,16,3e+21,0.398107,0.11962,1.3471,1.586,57.0155,1710.47,171.047,96,0.886245,0.802069,0.812274,0.756459,0.763428,0.750954,0.707694,0.750954,0.707694,162.494,162.494,0.943278,0.999583,1.01502,0.942741,0.953986,1.05462,0.99387,1.05462,0.99387,0.947208,1.01137,1.01502
967,4,22,17,3e+21,0.398107,0.152938,1.1616,1.362,72.0628,2161.88,216.188,120,0.908583,0.835395,0.816616,0.758515,0.738433,0.718002,0.653759,0.718002,0.653759,205.379,205.379,0.940157,0.968179,0.779347,0.879078,0.704733,0.496131,0.45174,0.496131,0.45174,0.941761,0.974889,0.779347
968,4,22,18,3e+21,0.398107,0.195537,1.0103,1.224,91.1824,2735.47,273.547,156,0.91938,0.850094,0.790697,0.723536,0.670354,0.641931,0.553871,0.641931,0.553871,259.87,259.87,0.963721,1.14077,0.65832,0.970937,0.558125,0.303177,0.261588,0.303177,0.261588,0.96433,1.14529,0.65832
969,4,22,19,3e+21,0.398107,0.25,0.8802,1.136,116.331,3489.93,348.993,198,0.924599,0.847279,0.725709,0.640272,0.547595,0.49241,0.389751,0.49241,0.389751,331.543,331.543,0.941085,1.05568,0.43177,0.797757,0.325799,-0.0668239,-0.0528923,-0.0668239,-0.0528923,0.941299,1.05825,0.43177
970,4,23,4,3e+21,0.590784,0.00626986,56.4433,8.986,41.338,1240.14,124.014,24,0.303976,0.227535,0.466308,0.226623,0.460229,0.579536,0.567162,0.585063,0.572629,48,72,0.585082,0.544136,0.794487,0.541956,0.78413,0.846112,0.828046,0.771982,0.755575,0.803342,0.782348,0.866375
971,4,23,5,3e+21,0.590784,0.00801622,38.3917,9.428,37.8512,1135.53,113.553,24,0.305305,0.231699,0.454428,0.230802,0.448952,0.563449,0.553334,0.565187,0.555071,48,72,0.613034,0.57841,0.842303,0.576171,0.832152,0.920144,0.903625,0.870146,0.854572,0.830603,0.817512,0.981073
972,4,23,6,3e+21,0.590784,0.010249,25.1602,9.701,33.5453,1006.36,100.636,24,0.30916,0.237953,0.440354,0.237056,0.435558,0.543218,0.535574,0.542426,0.534816,48,72,0.641074,0.610858,0.805138,0.608555,0.796369,0.854694,0.842667,0.755139,0.744545,0.852654,0.844105,0.896322
973,4,23,7,3e+21,0.590784,0.0131037,17.703,9.707,30.1258,903.776,90.3775,24,0.316886,0.24651,0.430159,0.245579,0.425876,0.528222,0.522231,0.526772,0.52082,48,72,0.681619,0.655855,0.885752,0.653378,0.876932,0.904752,0.894491,0.764151,0.755517,0.88855,0.885539,0.915431
974,4,23,8,3e+21,0.590784,0.0167535,11.7564,9.374,26.9269,807.808,80.7808,24,0.33406,0.262851,0.421992,0.261817,0.418197,0.516238,0.511564,0.51473,0.51009,48,72,0.69497,0.671931,0.824662,0.669287,0.817246,0.84728,0.839608,0.731403,0.724811,0.87889,0.877264,0.876751
975,4,23,9,3e+21,0.590784,0.02142,8.3955,8.718,25.3509,760.528,76.0528,30,0.359335,0.285219,0.467024,0.284,0.463202,0.517324,0.513167,0.515011,0.510887,60,72.2501,0.760391,0.746476,0.936247,0.743284,0.928585,0.864624,0.857675,0.848602,0.841806,0.930348,0.940402,0.95963
976,4,23,10,3e+21,0.590784,0.0273861,6.1306,7.689,25.1437,754.311,75.4312,30,0.400024,0.320349,0.478408,0.318765,0.474543,0.532139,0.527924,0.530041,0.525857,60,71.6596,0.844537,0.841011,0.949005,0.836851,0.941336,0.861921,0.855095,0.832267,0.825698,0.99242,1.01478,0.964792
977,4,23,11,3e+21,0.590784,0.0350141,4.7107,6.489,26.3078,789.235,78.9234,36,0.456123,0.369044,0.53014,0.366815,0.525516,0.5581,0.553277,0.55741,0.552597,72,74.9773,0.951774,0.965945,1.01033,0.960111,1.00152,0.896583,0.888834,0.895255,0.887525,1.07371,1.11575,1.02275
978,4,23,12,3e+21,0.590784,0.0447667,3.7089,5.209,28.8824,866.471,86.6472,42,0.533746,0.438372,0.588612,0.434913,0.582441,0.597491,0.59128,0.597491,0.59128,82.3148,82.3148,1.28367,1.37807,1.04965,1.3672,1.03864,0.863491,0.854516,0.863491,0.854516,1.39191,1.52495,1.05417
979,4,23,13,3e+21,0.590784,0.0572357,2.9785,4.018,33.085,992.551,99.2551,48,0.626289,0.523692,0.647101,0.517921,0.638232,0.644841,0.636099,0.644841,0.636099,94.2924,94.2924,1.41355,1.58588,1.06428,1.5684,1.04969,0.909165,0.896839,0.909165,0.896839,1.48359,1.69248,1.06654
980,4,23,14,3e+21,0.590784,0.0731778,2.4339,3.044,39.2415,1177.24,117.724,60,0.720474,0.614848,0.710381,0.604829,0.696663,0.69365,0.680449,0.69365,0.680449,111.838,111.838,1.09466,1.18693,1.11579,1.16759,1.09425,0.900134,0.883003,0.900134,0.883003,1.12347,1.23431,1.11599
981,4,23,15,3e+21,0.590784,0.0935603,2.0198,2.326,47.8061,1434.18,143.418,78,0.80212,0.700924,0.761391,0.683307,0.739623,0.73285,0.712333,0.73285,0.712333,136.247,136.247,0.991796,1.05588,0.986393,1.02934,0.958193,0.909707,0.884239,0.909707,0.884239,1.0043,1.07972,1.02355
982,4,23,16,3e+21,0.590784,0.11962,1.7098,1.849,58.8664,1765.99,176.599,96,0.8595,0.769506,0.797209,0.739289,0.762689,0.752283,0.720714,0.752283,0.720714,167.769,167.769,0.990184,1.0651,0.985004,1.02328,0.942352,0.759582,0.727707,0.759582,0.727707,0.995947,1.079,0.985004
983,4,23,17,3e+21,0.590784,0.152938,1.4595,1.531,73.6386,2209.16,220.916,120,0.893626,0.814582,0.815744,0.76337,0.760587,0.744393,0.696444,0.744393,0.696444,209.87,209.87,1.02011,1.20419,1.00034,1.12849,0.932704,0.742975,0.695117,0.742975,0.695117,1.02258,1.21302,1.00034
984,4,23,18,3e+21,0.590784,0.195537,1.2578,1.328,92.7806,2783.42,278.342,156,0.912097,0.842246,0.809997,0.756701,0.723476,0.701155,0.631651,0.701155,0.631651,264.425,264.425,0.95062,1.02449,0.943703,0.920434,0.8429,0.636385,0.573302,0.636385,0.573302,0.951543,1.02887,0.943703
985,4,23,19,3e+21,0.590784,0.25,1.097,1.206,116.471,3494.13,349.413,198,0.920719,0.851781,0.779841,0.713582,0.649473,0.614538,0.522872,0.614538,0.522872,331.942,331.942,0.937042,0.985595,0.784056,0.825685,0.652983,0.381886,0.324923,0.381886,0.324923,0.93739,0.988095,0.809717
986,4,24,5,3e+21,0.876712,0.00801622,55.9539,9.696,58.6531,1759.59,175.959,24,0.311623,0.240764,0.474101,0.239858,0.468541,0.604207,0.58888,0.62937,0.611083,48,72,0.647168,0.616319,0.840417,0.614002,0.830562,1.01505,0.989301,1.01625,0.986724,0.867449,0.859219,0.911339
987,4,24,6,3e+21,0.876712,0.010249,40.7047,9.934,54.4588,1633.76,163.376,24,0.315898,0.247172,0.466293,0.246263,0.461209,0.590972,0.577149,0.612073,0.596738,48,72,0.724071,0.702381,0.88122,0.699799,0.871611,0.979394,0.956486,1.00369,0.978543,0.954682,0.959918,0.936259
988,4,24,7,3e+21,0.876712,0.0131037,29.8326,9.992,49.924,1497.72,149.772,24,0.32334,0.255797,0.459827,0.254861,0.455153,0.578755,0.566594,0.595518,0.582979,48,72,0.746132,0.727006,0.847553,0.724346,0.838937,0.89637,0.877536,0.93442,0.914746,0.964703,0.971315,0.914968
989,4,24,8,3e+21,0.876712,0.0167535,20.3382,9.803,44.3753,1331.26,133.126,24,0.338246,0.270861,0.45434,0.269846,0.450076,0.567163,0.557673,0.578376,0.56877,48,72,0.831724,0.821837,0.974963,0.81876,0.965814,0.998867,0.982153,0.997675,0.981104,1.04511,1.06345,1.02114
990,4,24,9,3e+21,0.876712,0.02142,13.5065,9.242,39.3232,1179.7,117.97,30,0.362958,0.293864,0.49628,0.292686,0.490833,0.56747,0.560058,0.562293,0.554975,60,90,0.983041,0.990791,0.931507,0.98682,0.921282,0.997303,0.984277,0.846208,0.835195,1.19164,1.23261,0.992601
