ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_exc_bsl_hires,R_int_bsl_hires,R_ap2_hires,R_ap2_bsl_hires,R_ap3_hires,R_ap3_bsl_hires,theta_ap2,theta_ap3,R_peak_f1p6,R_exc_f1p6,R_int_f1p6,R_exc_bsl_f1p6,R_int_bsl_f1p6,R_ap2_f1p6,R_ap2_bsl_f1p6,R_ap3_f1p6,R_ap3_bsl_f1p6,R_peak_f1p35,R_exc_f1p35,R_int_f1p35,R_exc_bsl_f1p35,R_int_bsl_f1p35,R_ap2_f1p35,R_ap2_bsl_f1p35,R_ap3_f1p35,R_ap3_bsl_f1p35,R_peak_f1p2,R_exc_f1p2,R_int_f1p2,R_exc_bsl_f1p2,R_int_bsl_f1p2,R_ap2_f1p2,R_ap2_bsl_f1p2,R_ap3_f1p2,R_ap3_bsl_f1p2,R_peak_f1p1,R_exc_f1p1,R_int_f1p1,R_exc_bsl_f1p1,R_int_bsl_f1p1,R_ap2_f1p1,R_ap2_bsl_f1p1,R_ap3_f1p1,R_ap3_bsl_f1p1
661,3,20,18,1.5e+21,0.180777,0.195537,0.6651,1.21,88.7626,2662.88,266.288,150,0.971951,0.921249,0.844986,0.774659,0.710751,0.667905,0.572765,0.667905,0.572765,252.973,252.973,0.98304,0.985288,0.682238,0.828508,0.573857,0.365563,0.31349,0.365563,0.31349,0.97177,0.906344,0.67252,0.762125,0.565683,0.358457,0.307396,0.358457,0.307396,0.974188,0.92032,0.719517,0.773877,0.605215,0.398243,0.341515,0.398243,0.341515,0.977583,0.939934,0.762654,0.79037,0.641499,0.433732,0.371949,0.433732,0.371949
662,3,20,19,1.5e+21,0.180777,0.25,0.5906,1.132,111.556,3346.67,334.667,192,0.974429,0.908904,0.753751,0.679928,0.566726,0.494243,0.39007,0.494243,0.39007,317.934,317.934,0.983478,0.99214,0.361293,0.742195,0.271647,-0.0241332,-0.0190466,-0.0241332,-0.0190466,0.969359,0.830872,0.408282,0.621554,0.306977,0.0116389,0.00918574,0.0116389,0.00918574,0.970956,0.84628,0.441835,0.63308,0.332204,0.0394277,0.0311174,0.0394277,0.0311174,0.972943,0.865199,0.485452,0.647233,0.364999,0.0763906,0.0602896,0.0763906,0.0602896
663,3,21,1,1.5e+21,0.26827,0.003,59.0125,13.497,20.236,607.081,60.7081,18,0.227054,0.180751,0.33595,0.180383,0.334273,0.45168,0.449445,0.462301,0.460019,36,54,0.376932,0.344328,0.580826,0.343626,0.577927,0.559822,0.557051,0.572501,0.569675,0.365898,0.333042,0.548785,0.332363,0.546045,0.443342,0.441148,0.444172,0.441979,0.370117,0.337407,0.560549,0.33672,0.557751,0.483766,0.481371,0.504877,0.502384,0.372917,0.340795,0.571947,0.340101,0.569092,0.508198,0.505683,0.526421,0.523823
664,3,21,2,1.5e+21,0.26827,0.0038356,36.8688,14.466,18.4048,552.143,55.2143,18,0.243427,0.194579,0.338143,0.194152,0.336524,0.450794,0.4488,0.45968,0.457653,36,52.4536,0.412702,0.380298,0.643183,0.379464,0.640104,0.771906,0.768492,0.73373,0.730494,0.397504,0.365563,0.590774,0.364761,0.587946,0.67952,0.676515,0.695813,0.692745,0.402387,0.370456,0.609559,0.369643,0.60664,0.705895,0.702773,0.703493,0.70039,0.399323,0.367823,0.600427,0.367016,0.597553,0.689609,0.686559,0.681998,0.67899
665,3,21,3,1.5e+21,0.26827,0.00490394,25.2892,15.168,16.6237,498.71,49.871,18,0.246452,0.197209,0.328224,0.196773,0.326896,0.436079,0.434442,0.443363,0.441702,36,47.3774,0.402724,0.37094,0.568544,0.370118,0.566244,0.546332,0.544281,0.505663,0.503769,0.416951,0.386429,0.620819,0.385573,0.618308,0.748935,0.746124,0.724778,0.722064,0.410244,0.380121,0.594929,0.379279,0.592523,0.632932,0.630556,0.61655,0.614241,0.413992,0.384108,0.611621,0.383257,0.609147,0.689392,0.686805,0.67658,0.674046
666,3,21,4,1.5e+21,0.26827,0.00626986,18.7762,15.594,15.2341,457.022,45.7022,18,0.244839,0.195514,0.314038,0.195083,0.312989,0.415565,0.414259,0.420758,0.419438,36,43.4171,0.415851,0.385722,0.572201,0.384873,0.570289,0.635705,0.633708,0.611044,0.609127,0.450111,0.423725,0.707153,0.422791,0.704791,0.757807,0.755426,0.734011,0.731708,0.428364,0.400146,0.627064,0.399264,0.624969,0.733607,0.731302,0.709671,0.707445,0.423799,0.39593,0.608793,0.395057,0.606759,0.720826,0.718561,0.697043,0.694856
667,3,21,5,1.5e+21,0.26827,0.00801622,12.5132,15.878,13.6319,408.957,40.8958,18,0.243991,0.194262,0.302122,0.193837,0.301295,0.394918,0.393894,0.396774,0.395745,36,38.851,0.425421,0.398834,0.565347,0.397961,0.563798,0.650448,0.648761,0.643655,0.641986,0.424701,0.397506,0.558183,0.396636,0.556654,0.655585,0.653885,0.649537,0.647852,0.424503,0.398542,0.56342,0.39767,0.561876,0.682754,0.680982,0.676466,0.674712,0.428284,0.40267,0.581161,0.401789,0.579569,0.706615,0.704782,0.70018,0.698365
668,3,21,6,1.5e+21,0.26827,0.010249,8.7682,15.697,12.7313,381.939,38.1939,18,0.246852,0.19582,0.291622,0.195384,0.290937,0.37636,0.37552,0.376725,0.375884,36,36.2842,0.457444,0.434697,0.634268,0.43373,0.632778,0.752393,0.750714,0.750945,0.749269,0.45351,0.429983,0.621917,0.429027,0.620456,0.715067,0.713471,0.713843,0.71225,0.456472,0.43312,0.636367,0.432156,0.634872,0.73744,0.735793,0.736128,0.734485,0.471005,0.449374,0.640481,0.448374,0.638977,0.720976,0.719367,0.719645,0.718039
669,3,21,7,1.5e+21,0.26827,0.0131037,6.5184,15.075,12.518,375.54,37.554,18,0.258993,0.205969,0.29462,0.205489,0.29395,0.3768,0.375989,0.3768,0.375989,35.6763,35.6763,0.491084,0.470514,0.67058,0.469418,0.669056,0.796756,0.795039,0.796756,0.795039,0.489468,0.468288,0.661797,0.467197,0.660293,0.750582,0.748965,0.750582,0.748965,0.492978,0.472065,0.692343,0.470965,0.690769,0.846871,0.845047,0.846871,0.845047,0.484711,0.46394,0.654034,0.462859,0.652548,0.759086,0.757451,0.759086,0.757451
670,3,21,8,1.5e+21,0.26827,0.0167535,4.8926,13.873,12.9671,389.013,38.9013,24,0.289055,0.23389,0.367737,0.233294,0.366873,0.412474,0.411512,0.412474,0.411512,36.9563,36.9563,0.518481,0.497955,0.583309,0.496685,0.581938,0.700329,0.698696,0.700329,0.698696,0.515654,0.494239,0.566142,0.492979,0.564811,0.605012,0.603601,0.605012,0.603601,0.517191,0.495884,0.603553,0.49462,0.602134,0.616926,0.615488,0.616926,0.615488,0.525833,0.506637,0.618129,0.505345,0.616676,0.673235,0.671666,0.673235,0.671666
671,3,21,9,1.5e+21,0.26827,0.02142,3.8113,12.205,14.0897,422.692,42.2692,24,0.337398,0.279051,0.407621,0.278233,0.406488,0.464519,0.463243,0.464519,0.463243,40.1557,40.1557,0.566399,0.544894,0.714005,0.543296,0.71202,0.786849,0.784688,0.786849,0.784688,0.561911,0.539391,0.698674,0.537809,0.696731,0.763918,0.76182,0.763918,0.76182,0.599653,0.582197,0.788038,0.580489,0.785848,0.851011,0.848673,0.851011,0.848673,0.586682,0.56822,0.787157,0.566553,0.784968,0.854961,0.852613,0.854961,0.852613
672,3,21,10,1.5e+21,0.26827,0.0273861,3.027,10.133,15.9713,479.139,47.9138,24,0.404133,0.340605,0.457271,0.339374,0.455626,0.531941,0.530068,0.531941,0.530068,45.5181,45.5181,0.63102,0.606934,0.476324,0.60474,0.47461,0.47227,0.470607,0.47227,0.470607,0.664727,0.646955,0.587775,0.644617,0.58566,0.6408,0.638545,0.6408,0.638545,0.648967,0.630647,0.527634,0.628368,0.525736,0.608018,0.605878,0.608018,0.605878,0.658176,0.640866,0.582112,0.63855,0.580018,0.68436,0.681952,0.68436,0.681952
673,3,21,11,1.5e+21,0.26827,0.0350141,2.4369,7.887,18.7837,563.512,56.3512,30,0.499314,0.429149,0.567505,0.427084,0.564732,0.609131,0.606176,0.609131,0.606176,53.5336,53.5336,0.776664,0.760501,1.10878,0.756842,1.10336,1.08038,1.07513,1.08038,1.07513,0.746888,0.729935,0.850546,0.726423,0.846392,0.906041,0.901645,0.906041,0.901645,0.758157,0.744521,0.949973,0.740939,0.945332,0.969944,0.965239,0.969944,0.965239,0.749919,0.735487,0.901589,0.731949,0.897184,0.927303,0.922805,0.927303,0.922805
674,3,21,12,1.5e+21,0.26827,0.0447667,1.983,5.797,22.7885,683.654,68.3654,36,0.616149,0.539748,0.668569,0.536009,0.663768,0.692621,0.68768,0.692621,0.68768,64.9471,64.9471,0.873685,0.865194,0.92646,0.859199,0.919807,0.995123,0.988024,0.995123,0.988024,0.888536,0.885815,1.03601,0.879678,1.02857,1.0382,1.03079,1.0382,1.03079,0.880542,0.87517,0.998123,0.869107,0.990955,0.984717,0.977692,0.984717,0.977692,0.875732,0.871868,0.975248,0.865828,0.968244,0.985439,0.978409,0.985439,0.978409
675,3,21,13,1.5e+21,0.26827,0.0572357,1.6443,4.193,28.0497,841.49,84.149,48,0.730503,0.651475,0.76741,0.644689,0.759077,0.763814,0.755584,0.763814,0.755584,79.9415,79.9415,0.961687,0.964708,0.890392,0.954659,0.880723,0.82477,0.815884,0.82477,0.815884,0.96699,0.976514,0.941943,0.966342,0.931714,0.895798,0.886146,0.895798,0.886146,0.981401,0.99468,1.0768,0.984319,1.06511,1.02898,1.01789,1.02898,1.01789,0.981461,0.999248,1.05546,0.98884,1.04399,1.02594,1.01489,1.02594,1.01489
676,3,21,14,1.5e+21,0.26827,0.0731778,1.3789,3.045,35.0434,1051.3,105.13,60,0.829031,0.753602,0.83141,0.741314,0.817325,0.815492,0.801845,0.815492,0.801845,99.8738,99.8738,1.03193,1.064,1.17895,1.04665,1.15897,1.13927,1.1202,1.13927,1.1202,1.01446,1.04042,1.06467,1.02346,1.04664,1.05306,1.03543,1.05306,1.03543,1.02015,1.05434,1.12143,1.03715,1.10243,1.06548,1.04764,1.06548,1.04764,1.01328,1.04262,1.05096,1.02562,1.03315,0.992616,0.976004,0.992616,0.976004
677,3,21,15,1.5e+21,0.26827,0.0935603,1.2051,2.294,44.0327,1320.98,132.098,72,0.894888,0.826819,0.874073,0.805542,0.850721,0.844086,0.821971,0.844086,0.821971,125.493,125.493,0.995753,1.01227,1.02719,0.986226,0.999743,1.0091,0.982664,1.0091,0.982664,1.01884,1.05217,1.10629,1.02509,1.07674,0.991539,0.965561,0.991539,0.965561,1.00038,1.01823,1.05293,0.992026,1.0248,0.938547,0.913957,0.938547,0.913957,1.00072,1.03294,1.10741,1.00636,1.07782,1.09645,1.06772,1.09645,1.06772
678,3,21,16,1.5e+21,0.26827,0.11962,1.0563,1.807,55.6176,1668.53,166.853,96,0.936616,0.879464,0.893921,0.843152,0.855904,0.847212,0.812242,0.847212,0.812242,158.51,158.51,0.985193,0.994392,1.00374,0.953335,0.96105,0.909945,0.872386,0.909945,0.872386,0.99617,1.01708,1.09958,0.975088,1.05281,0.937812,0.899103,0.937812,0.899103,0.995192,1.01365,1.06891,0.971798,1.02345,0.923313,0.885202,0.923313,0.885202,0.998398,1.01941,1.04075,0.977321,0.996493,0.878843,0.842567,0.878843,0.842567
679,3,21,17,1.5e+21,0.26827,0.152938,0.9253,1.496,70.7627,2122.88,212.288,120,0.958028,0.90864,0.896973,0.847552,0.835388,0.8195,0.765896,0.8195,0.765896,201.674,201.674,0.979272,0.97639,0.965945,0.910747,0.899624,0.776611,0.725813,0.776611,0.725813,0.98871,1.00433,0.985678,0.936806,0.918002,0.782051,0.730897,0.782051,0.730897,0.992804,1.01599,0.972635,0.947683,0.905855,0.762616,0.712733,0.762616,0.712733,0.985221,0.990149,0.99611,0.92358,0.927717,0.776581,0.725785,0.776581,0.725785
680,3,21,18,1.5e+21,0.26827,0.195537,0.8164,1.31,89.314,2679.42,267.942,150,0.968028,0.92163,0.879307,0.822462,0.783458,0.755929,0.679556,0.755929,0.679556,254.545,254.545,0.977869,0.963146,0.860351,0.85951,0.766569,0.601146,0.540411,0.601146,0.540411,0.985552,0.997024,0.834409,0.889743,0.743454,0.579705,0.521137,0.579705,0.521137,0.987156,1.00325,0.805037,0.895303,0.717284,0.550999,0.49533,0.550999,0.49533,0.974992,0.945329,0.834653,0.84361,0.743671,0.57525,0.517131,0.57525,0.517131
681,3,21,19,1.5e+21,0.26827,0.25,0.7198,1.192,113.282,3398.47,339.847,192,0.972751,0.921111,0.829254,0.760985,0.684834,0.637352,0.538772,0.637352,0.538772,322.854,322.854,0.978253,0.955322,0.70503,0.789248,0.582245,0.369142,0.312046,0.369142,0.312046,0.983228,0.989427,0.648144,0.817424,0.535266,0.314946,0.266233,0.314946,0.266233,0.98529,1.00336,0.596623,0.828935,0.492717,0.270862,0.228967,0.270862,0.228967,0.970511,0.893674,0.627398,0.738317,0.518133,0.299053,0.252798,0.299053,0.252798
682,3,22,2,1.5e+21,0.398107,0.0038356,57.8315,15.271,29.0182,870.545,87.0546,18,0.258724,0.213332,0.390835,0.212887,0.38881,0.528448,0.524432,0.552125,0.547953,36,54,0.51702,0.490287,0.695745,0.489264,0.692141,0.458575,0.455089,0.436424,0.433127,0.508628,0.481225,0.676807,0.480221,0.673301,0.444825,0.441444,0.432999,0.429727,0.499306,0.472407,0.645024,0.471421,0.641682,0.459436,0.455943,0.546783,0.542651,0.504179,0.47734,0.664539,0.476344,0.661096,0.478009,0.474375,0.517881,0.513967
683,3,22,3,1.5e+21,0.398107,0.00490394,46.4806,15.829,27.7868,833.603,83.3603,18,0.262899,0.217669,0.388232,0.217214,0.386263,0.522845,0.519153,0.544268,0.540441,36,54,0.488379,0.459981,0.62626,0.459019,0.623083,0.62224,0.617846,0.612403,0.608097,0.49018,0.461724,0.630039,0.460758,0.626843,0.628178,0.623742,0.635394,0.630926,0.495702,0.468657,0.648736,0.467677,0.645445,0.688011,0.683153,0.790626,0.785066,0.493667,0.466193,0.643596,0.465217,0.640332,0.676664,0.671886,0.728058,0.722939
684,3,22,4,1.5e+21,0.398107,0.00626986,30.5593,16.777,24.9752,749.255,74.9255,24,0.26548,0.221428,0.43449,0.220975,0.431905,0.520758,0.517746,0.519651,0.516656,48,71.1792,0.484539,0.457025,0.697353,0.45609,0.693205,0.53694,0.533834,0.508799,0.505867,0.487012,0.460675,0.713122,0.459733,0.708879,0.609613,0.606087,0.590878,0.587473,0.484806,0.458127,0.701699,0.45719,0.697524,0.576256,0.572923,0.565654,0.562395,0.488149,0.462501,0.720076,0.461555,0.715792,0.616682,0.613115,0.587676,0.584289
685,3,22,5,1.5e+21,0.398107,0.00801622,21.4647,17.346,22.4894,674.682,67.4683,24,0.26595,0.222952,0.41815,0.222506,0.416092,0.498356,0.496006,0.498131,0.495788,48,64.0949,0.478342,0.452065,0.67605,0.451162,0.672722,0.778051,0.774382,0.727993,0.724569,0.483279,0.458045,0.704723,0.45713,0.701255,0.811966,0.808137,0.78101,0.777336,0.482358,0.458012,0.701603,0.457097,0.69815,0.794813,0.791065,0.757616,0.754053,0.479627,0.455555,0.693281,0.454646,0.689869,0.773658,0.77001,0.761674,0.758092
686,3,22,6,1.5e+21,0.398107,0.010249,14.1908,17.595,19.9061,597.182,59.7182,24,0.269055,0.226632,0.400762,0.226184,0.39924,0.474749,0.472994,0.474958,0.473206,48,56.7323,0.481297,0.457855,0.604168,0.456949,0.601872,0.754708,0.751919,0.738376,0.735652,0.466658,0.442751,0.540013,0.441875,0.537961,0.573374,0.571255,0.552255,0.550218,0.47192,0.449171,0.567852,0.448283,0.565695,0.659639,0.657202,0.638182,0.635827,0.47487,0.45218,0.595906,0.451286,0.593642,0.687553,0.685013,0.668724,0.666257
687,3,22,7,1.5e+21,0.398107,0.0131037,10.0874,17.291,18.3579,550.738,55.0738,24,0.27771,0.234849,0.391785,0.234375,0.39053,0.462153,0.460705,0.462268,0.460821,48,52.3201,0.507035,0.4858,0.750601,0.48482,0.748197,0.860871,0.858175,0.853815,0.851143,0.487317,0.466316,0.655007,0.465376,0.652908,0.737583,0.735273,0.732585,0.730292,0.49365,0.472772,0.689537,0.471818,0.687328,0.793115,0.790631,0.784899,0.782443,0.489762,0.469161,0.673181,0.468214,0.671024,0.759529,0.75715,0.751332,0.74898
688,3,22,8,1.5e+21,0.398107,0.0167535,7.3701,16.389,17.6449,529.348,52.9348,24,0.295563,0.251196,0.393251,0.250659,0.392091,0.46309,0.461753,0.463153,0.461816,48,50.288,0.546216,0.526899,0.926511,0.525773,0.923777,0.883967,0.881414,0.880614,0.878072,0.517557,0.498063,0.714095,0.496998,0.711988,0.845732,0.84329,0.842064,0.839634,0.528367,0.51034,0.79686,0.509249,0.794509,0.844906,0.842467,0.840971,0.838543,0.521207,0.503234,0.755924,0.502158,0.753694,0.834653,0.832243,0.830715,0.828317
689,3,22,9,1.5e+21,0.398107,0.02142,5.4576,14.74,17.8566,535.698,53.5697,24,0.328574,0.281166,0.408967,0.280491,0.407728,0.482549,0.481124,0.482665,0.48124,48,50.8912,0.586428,0.567844,0.911607,0.566481,0.908844,0.929356,0.926612,0.924961,0.922231,0.555402,0.53649,0.72584,0.535202,0.72364,0.867224,0.864663,0.862381,0.859836,0.568782,0.551692,0.802453,0.550368,0.800022,0.858582,0.856046,0.853455,0.850935,0.561844,0.544823,0.772667,0.543516,0.770325,0.849136,0.846628,0.844044,0.841553
690,3,22,10,1.5e+21,0.398107,0.0273861,4.1923,12.544,19.051,571.531,57.1531,30,0.379712,0.327654,0.485202,0.326716,0.48356,0.522357,0.520599,0.522357,0.520599,54.2955,54.2955,0.647446,0.630026,0.889563,0.628222,0.886552,0.950515,0.947315,0.950515,0.947315,0.623095,0.604169,0.748622,0.602439,0.746087,0.774534,0.771927,0.774534,0.771927,0.631203,0.614099,0.79885,0.612341,0.796146,0.858217,0.855327,0.858217,0.855327,0.642537,0.627183,0.82567,0.625387,0.822875,0.882459,0.879488,0.882459,0.879488
691,3,22,11,1.5e+21,0.398107,0.0350141,3.3016,10.046,21.2808,638.425,63.8425,30,0.45298,0.394589,0.530093,0.393143,0.527848,0.576454,0.574037,0.576388,0.573972,60,60.6504,0.724366,0.706487,0.838865,0.703898,0.835313,0.920912,0.917052,0.920125,0.916269,0.745039,0.732582,1.01502,0.729898,1.01072,1.03471,1.03037,1.03395,1.02961,0.741476,0.72811,0.904179,0.725442,0.90035,0.953854,0.949856,0.953135,0.949141,0.734293,0.721406,0.873684,0.718763,0.869985,0.928588,0.924696,0.927852,0.923963
692,3,22,12,1.5e+21,0.398107,0.0447667,2.6463,7.592,24.7257,741.769,74.177,36,0.549514,0.483963,0.616976,0.481526,0.613457,0.645085,0.641432,0.645085,0.641432,70.4681,70.4681,0.883659,0.879136,0.859554,0.874708,0.854653,0.854336,0.849498,0.854336,0.849498,0.884604,0.88306,0.893777,0.878612,0.88868,0.948762,0.94339,0.948762,0.94339,0.969557,0.983243,0.921686,0.978291,0.91643,1.01036,1.00464,1.01036,1.00464,0.890073,0.890664,0.929795,0.886178,0.924493,0.97124,0.96574,0.97124,0.96574
693,3,22,13,1.5e+21,0.398107,0.0572357,2.1565,5.521,29.6014,888.042,88.8043,48,0.662517,0.591698,0.714426,0.587342,0.708609,0.7144,0.708618,0.7144,0.708618,84.3641,84.3641,1.4061,1.51106,1.0095,1.49994,1.00128,0.959727,0.951959,0.959727,0.951959,1.3897,1.49155,0.934375,1.48057,0.926767,0.895402,0.888155,0.895402,0.888155,1.3641,1.46308,0.827576,1.45231,0.820838,0.838648,0.83186,0.838648,0.83186,1.37308,1.47318,0.864431,1.46233,0.857392,0.871791,0.864735,0.871791,0.864735
694,3,22,14,1.5e+21,0.398107,0.0731778,1.7805,3.955,36.2942,1088.82,108.882,60,0.770143,0.698162,0.788661,0.690298,0.779003,0.778029,0.768586,0.778029,0.768586,103.438,103.438,1.38368,1.52797,1.07346,1.51076,1.06031,1.12597,1.11231,1.12597,1.11231,1.3672,1.50772,1.0007,1.49074,0.988444,1.00378,0.991601,1.00378,0.991601,1.36264,1.50146,1.00709,1.48455,0.994762,1.00321,0.99103,1.00321,0.99103,1.37937,1.52979,1.09662,1.51256,1.08319,1.09917,1.08582,1.09917,1.08582
695,3,22,15,1.5e+21,0.398107,0.0935603,1.4986,2.874,45.2301,1356.9,135.69,72,0.853711,0.784689,0.844457,0.770735,0.828402,0.823446,0.808008,0.823446,0.808008,128.906,128.906,1.02508,1.05631,1.02388,1.03752,1.00441,1.0613,1.04141,1.0613,1.04141,1.04094,1.08015,1.17875,1.06094,1.15634,1.12461,1.10352,1.12461,1.10352,1.02777,1.05956,1.03498,1.04071,1.0153,0.994766,0.976116,0.994766,0.976116,1.03782,1.07442,1.06273,1.05531,1.04253,1.00677,0.987896,1.00677,0.987896
696,3,22,16,1.5e+21,0.398107,0.11962,1.3054,2.17,56.9312,1707.94,170.794,96,0.911559,0.850575,0.878957,0.826338,0.852523,0.845209,0.820334,0.845209,0.820334,162.254,162.254,0.992767,1.0097,0.989474,0.98093,0.959717,0.971256,0.942672,0.971256,0.942672,0.994614,1.01162,1.04745,0.982792,1.01595,1.01845,0.988475,1.01845,0.988475,1.00206,1.0249,1.13011,0.995697,1.09613,1.01618,0.986274,1.01618,0.986274,1.03022,1.07698,1.0896,1.04629,1.05683,0.985334,0.956336,0.985334,0.956336
697,3,22,17,1.5e+21,0.398107,0.152938,1.14,1.723,72.0436,2161.31,216.131,120,0.944799,0.892456,0.896078,0.85129,0.853002,0.840702,0.801659,0.840702,0.801659,205.324,205.324,0.987479,1.00067,0.937433,0.954508,0.89237,0.845212,0.80596,0.845212,0.80596,0.982511,0.987917,0.998151,0.942347,0.950168,0.89017,0.848829,0.89017,0.848829,0.987876,1.00032,1.03939,0.954181,0.989428,0.901167,0.859316,0.901167,0.859316,0.993979,1.01414,1.05152,0.967357,1.00097,0.898518,0.856789,0.898518,0.856789
698,3,22,18,1.5e+21,0.398107,0.195537,1.0013,1.45,90.9082,2727.24,272.724,156,0.961344,0.91446,0.890843,0.846698,0.822889,0.806101,0.747804,0.806101,0.747804,259.088,259.088,0.984117,0.992004,0.892007,0.918496,0.823963,0.701057,0.650357,0.701057,0.650357,0.980508,0.979608,0.950345,0.907018,0.877852,0.746209,0.692244,0.746209,0.692244,0.983263,0.988568,0.955172,0.915315,0.88231,0.750703,0.696413,0.750703,0.696413,0.986719,0.999383,0.954275,0.925328,0.881482,0.747821,0.693739,0.747821,0.693739
699,3,22,19,1.5e+21,0.398107,0.25,0.8765,1.274,116.083,3482.49,348.249,198,0.96991,0.92418,0.864951,0.811609,0.757872,0.727778,0.645055,0.727778,0.645055,330.836,330.836,0.970767,0.926137,0.806356,0.813328,0.706531,0.545811,0.483771,0.545811,0.483771,0.978639,0.965848,0.827499,0.848201,0.725057,0.556309,0.493076,0.556309,0.493076,0.98129,0.979117,0.824823,0.859854,0.722712,0.553965,0.490998,0.553965,0.490998,0.98391,0.991983,0.804136,0.871153,0.704586,0.537,0.475961,0.537,0.475961
700,3,23,4,1.5e+21,0.590784,0.00626986,56.0253,17.023,41.1848,1235.54,123.554,24,0.274337,0.23182,0.481617,0.231357,0.478487,0.602298,0.595909,0.610659,0.604206,48,72,0.650055,0.630626,0.78621,0.629366,0.781101,0.860913,0.851781,0.879625,0.870329,0.655433,0.636795,0.811097,0.635523,0.805826,0.959408,0.949232,0.980214,0.969856,0.653288,0.635286,0.797708,0.634017,0.792524,0.893506,0.884029,0.993369,0.982871,0.654419,0.636429,0.798586,0.635157,0.793396,0.900687,0.891134,0.932871,0.923013
701,3,23,5,1.5e+21,0.590784,0.00801622,38.4577,17.9,37.7466,1132.4,113.24,24,0.276442,0.235511,0.468795,0.235057,0.465975,0.582484,0.577279,0.587028,0.581793,48,72,0.674824,0.657769,0.783472,0.6565,0.77876,0.860653,0.852963,0.920427,0.912218,0.671928,0.655925,0.776338,0.654659,0.771669,0.824648,0.817279,0.849888,0.842308,0.686119,0.670938,0.845809,0.669643,0.840722,0.914143,0.905974,0.960263,0.951699,0.676867,0.661051,0.784728,0.659775,0.780008,0.866487,0.858745,0.9148,0.906641
702,3,23,6,1.5e+21,0.590784,0.010249,24.9669,18.485,33.3158,999.473,99.9473,24,0.28066,0.241114,0.452975,0.240661,0.450523,0.556459,0.552593,0.558338,0.554465,48,72,0.722545,0.709361,0.783426,0.708029,0.779185,0.844618,0.838749,0.98605,0.979209,0.72058,0.708416,0.774269,0.707086,0.770078,0.807373,0.801763,0.93981,0.933289,0.720625,0.70842,0.775873,0.70709,0.771672,0.831046,0.825271,0.888662,0.882496,0.72097,0.709341,0.777383,0.70801,0.773175,0.822269,0.816556,0.88603,0.879883
703,3,23,7,1.5e+21,0.590784,0.0131037,17.5257,18.516,29.8597,895.791,89.5791,24,0.288375,0.249262,0.441295,0.248794,0.439114,0.536926,0.533935,0.537976,0.534985,48,72,0.746884,0.735838,0.802587,0.734457,0.798621,0.999209,0.993644,0.946161,0.940901,0.741006,0.730659,0.786431,0.729287,0.782545,0.920513,0.915386,0.904372,0.899344,0.732343,0.721455,0.751203,0.720101,0.747491,0.788702,0.784309,0.829749,0.825136,0.736131,0.726365,0.769479,0.725002,0.765677,0.853538,0.848784,0.881774,0.876872
704,3,23,8,1.5e+21,0.590784,0.0167535,11.5103,17.849,26.5822,797.467,79.7467,24,0.305894,0.266187,0.432512,0.265666,0.430595,0.522175,0.519864,0.523017,0.520708,48,72,0.704435,0.691459,0.725387,0.690107,0.722171,0.702954,0.699843,0.679539,0.676539,0.710422,0.69898,0.738876,0.697613,0.735601,0.753274,0.749941,0.753349,0.750023,0.717273,0.707249,0.771879,0.705866,0.768457,0.857613,0.853818,0.847141,0.843401,0.718052,0.707799,0.766115,0.706415,0.762718,0.82746,0.823798,0.836463,0.832771
705,3,23,9,1.5e+21,0.590784,0.02142,8.1986,16.528,25.0217,750.651,75.0651,30,0.331221,0.289662,0.476593,0.289046,0.474689,0.523867,0.521808,0.523042,0.520989,60,71.3118,0.724732,0.713365,0.738036,0.711849,0.735088,0.752485,0.749526,0.730868,0.728,0.731492,0.722674,0.76454,0.721138,0.761486,0.847158,0.843828,0.82807,0.82482,0.749025,0.741043,0.838054,0.739467,0.834706,0.892476,0.888967,0.86764,0.864234,0.799449,0.795613,0.78699,0.793921,0.783847,0.876133,0.872689,0.851164,0.847824
706,3,23,10,1.5e+21,0.590784,0.0273861,6.043,14.541,24.8177,744.531,74.4532,30,0.369715,0.324769,0.489152,0.323976,0.487228,0.539169,0.537086,0.538429,0.536352,60,70.7305,0.809284,0.802862,0.726085,0.800901,0.72323,0.76097,0.758029,0.739755,0.7369,0.817662,0.814357,0.755099,0.812367,0.752129,0.8816,0.878194,0.861131,0.857809,0.841799,0.839944,0.8205,0.837892,0.817273,0.885016,0.881596,0.861263,0.85794,0.819262,0.816793,0.770032,0.814797,0.767003,0.855503,0.852197,0.831712,0.828503
707,3,23,11,1.5e+21,0.590784,0.0350141,4.6476,12.178,25.91,777.301,77.7301,36,0.423077,0.373246,0.542084,0.372139,0.539789,0.569293,0.566897,0.569048,0.566655,72,73.8436,0.280233,0.224065,0.541049,0.223401,0.538759,0.51432,0.512156,0.512271,0.510116,0.304062,0.252711,0.561338,0.251962,0.558961,0.615212,0.612623,0.613566,0.610986,0.368975,0.3242,0.65724,0.323238,0.654457,0.66894,0.666125,0.666483,0.66368,0.358384,0.313975,0.586413,0.313043,0.583931,0.660662,0.657882,0.65822,0.655452
