! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE additional/01              22.97261
       0.8625     1.32428       124
       0.8875     1.34111       144
       0.9125     1.36727       156
       0.9375     1.39579       176
       0.9625     1.42754       208
       0.9875     1.45928       228
       1.0125     1.49470       292
       1.0375     1.53324       348
       1.0625     1.57328       412
       1.0875     1.61767       484
       1.1125     1.66115       213
NODE i07j16k05                  21.73536
       0.0125     1.19351        60
       0.0375     1.22759        24
       0.0625     1.24347        16
       0.0875     1.24650        12
       0.1125     1.26211        32
       0.1375     1.27846        36
       0.1625     1.28895        40
       0.1875     1.29929        44
       0.2125     1.30956        56
       0.2375     1.34801       100
       0.2625     1.36757       124
       0.2875     1.39578       140
       0.3125     1.42484       288
       0.3375     1.45453       548
       0.3625     1.52174       744
       0.3875     1.58398       768
       0.4125     1.63738       680
       0.4375     1.67722         9
NODE i07j16k06                  22.05794
       0.0125     1.34275       256
       0.0375     1.45676       544
       0.0625     1.54658      1568
       0.0875     1.62528      1224
       0.1125     1.66661       129
NODE i07j16k07                  22.11213
       0.0125     1.55031      1684
       0.0375     1.62633      1948
       0.0625     1.66682        89
NODE i07j16k08                  22.13192
       0.0125     1.61578      3240
       0.0375     1.65464       481
NODE i07j16k09                  22.14351
       0.0125     1.63279      3721
NODE i07j16k10                  22.15075
       0.0125     1.64003      3721
NODE i07j16k11                  22.15567
       0.0125     1.64342      3721
NODE i07j17k01                  20.53613
       0.0125     1.05455        60
       0.1125     1.06811        16
       0.1375     1.07012         8
       0.2125     1.07235         8
       0.2375     1.07767        20
       0.3125     1.07792         8
       0.3375     1.08256         8
       0.3625     1.08764        16
       0.4125     1.08289         8
       0.4375     1.08905         8
       0.4625     1.09799        20
       0.4875     1.08821         8
       0.5375     1.09814        16
       0.5625     1.10791        16
       0.5875     1.09386         8
       0.6125     1.10134         8
       0.6375     1.11160        16
       0.6625     1.11818        20
       0.6875     1.10810         8
       0.7125     1.11024        16
       0.7375     1.12798        24
       0.7625     1.11415         8
       0.7875     1.11669        16
       0.8125     1.13181        24
       0.8375     1.13090        28
       0.8625     1.14102         8
       0.8875     1.12739        24
       0.9125     1.15356        24
       0.9375     1.13430        24
       0.9625     1.15796        24
       0.9875     1.15913        36
       1.0125     1.15093        32
       1.0375     1.17664        40
       1.0625     1.16241        24
       1.0875     1.17381        48
       1.1125     1.16551        44
       1.1375     1.18218        48
       1.1625     1.19564        72
       1.1875     1.19203        72
       1.2125     1.21298        64
       1.2375     1.22633        80
       1.2625     1.21487        84
       1.2875     1.25080        76
       1.3125     1.24817       100
       1.3375     1.27664        80
       1.3625     1.29203       104
       1.3875     1.30908       124
       1.4125     1.33283       108
       1.4375     1.35460       132
       1.4625     1.38163       160
       1.4875     1.41859       204
       1.5125     1.45408       200
       1.5375     1.50049       292
       1.5625     1.55361       324
       1.5875     1.60154       380
       1.6125     1.65396       293
NODE i07j17k02                  20.73079
       0.0125     1.06458        60
       0.0875     1.07940         8
       0.1125     1.08263        16
       0.1875     1.08593         8
       0.2125     1.09168        16
       0.2875     1.09139         8
       0.3125     1.10032        16
       0.3375     1.10411         8
       0.3625     1.09767         8
       0.3875     1.10462         8
       0.4125     1.11309        16
       0.4625     1.10344         8
       0.4875     1.11529        16
       0.5125     1.12481        24
       0.5625     1.12291        16
       0.5875     1.13368        28
       0.6125     1.12644         8
       0.6375     1.13513         8
       0.6625     1.14352        24
       0.6875     1.14338        16
       0.7125     1.13609        16
       0.7375     1.16038        36
       0.7625     1.14358        16
       0.7875     1.15566        16
       0.8125     1.17114        40
       0.8375     1.15606        24
       0.8625     1.18270        24
       0.8875     1.18313        36
       0.9125     1.17881        40
       0.9375     1.19008        48
       0.9625     1.20455        32
       0.9875     1.21686        52
       1.0125     1.20421        56
       1.0375     1.21804        80
       1.0625     1.21975        92
       1.0875     1.24250        60
       1.1125     1.25118       104
       1.1375     1.27015       104
       1.1625     1.29227       124
       1.1875     1.30897        88
       1.2125     1.32841       136
       1.2375     1.35401       144
       1.2625     1.38031       164
       1.2875     1.41585       200
       1.3125     1.45346       220
       1.3375     1.49750       288
       1.3625     1.54328       340
       1.3875     1.59143       408
       1.4125     1.64589       384
       1.4375     1.69249        21
NODE i07j17k03                  21.12368
       0.0125     1.08633        60
       0.0625     1.10623         8
       0.0875     1.10885        16
       0.1625     1.11935        24
       0.2125     1.12208         8
       0.2375     1.12793         8
       0.2625     1.13570        16
       0.2875     1.12912         8
       0.3125     1.14113        16
       0.3375     1.15065        12
       0.3625     1.14162        16
       0.3875     1.16159        24
       0.4125     1.14568         8
       0.4375     1.16014        16
       0.4625     1.17356        28
       0.4875     1.17026        16
       0.5125     1.18470        40
       0.5375     1.17902        16
       0.5625     1.20547        36
       0.5875     1.19724        24
       0.6125     1.21392        48
       0.6375     1.21250        32
       0.6625     1.23410        52
       0.6875     1.24627        64
       0.7125     1.23696        48
       0.7375     1.27114        76
       0.7625     1.27203       104
       0.7875     1.27628       120
       0.8125     1.31411       136
       0.8375     1.33817       160
       0.8625     1.36831       212
       0.8875     1.40367       204
       0.9125     1.44182       272
       0.9375     1.48486       308
       0.9625     1.52880       364
       0.9875     1.57149       452
       1.0125     1.62297       504
       1.0375     1.67386       161
NODE i07j17k04                  21.58077
       0.0125     1.14320        60
       0.0375     1.17254         8
       0.0625     1.17320        16
       0.0875     1.18337         8
       0.1125     1.19039        20
       0.1375     1.19729        16
       0.1625     1.20892        16
       0.1875     1.22041        36
       0.2125     1.21844        16
       0.2375     1.23774        32
       0.2625     1.24468        44
       0.2875     1.26326        48
       0.3125     1.28307        52
       0.3375     1.29668        56
       0.3625     1.30459        84
       0.3875     1.33650        96
       0.4125     1.36441       148
       0.4375     1.38493       220
       0.4625     1.40866       364
       0.4875     1.47310       496
       0.5125     1.52620       524
       0.5375     1.57514       620
       0.5625     1.63010       644
       0.5875     1.67982        97
NODE i07j17k05                  21.93693
       0.0125     1.23968        84
       0.0375     1.28167        44
       0.0625     1.31467        68
       0.0875     1.33177        92
       0.1125     1.38689       184
       0.1375     1.42640       320
       0.1625     1.48567      1048
       0.1875     1.57505      1036
       0.2125     1.63496       800
       0.2375     1.68341        45
NODE i07j17k06                  22.08705
       0.0125     1.44098       620
       0.0375     1.55425      1764
       0.0625     1.63052      1248
       0.0875     1.67769        89
NODE i07j17k07                  22.11788
       0.0125     1.57246      2116
       0.0375     1.63701      1584
       0.0625     1.67905        21
NODE i07j17k08                  22.13369
       0.0125     1.62076      3372
       0.0375     1.66154       349
NODE i07j17k09                  22.14403
       0.0125     1.63577      3684
       0.0375     1.67096        37
NODE i07j17k10                  22.15076
       0.0125     1.64274      3721
NODE i07j17k11                  22.15511
       0.0125     1.64614      3721
NODE i07j17k12                  22.15760
       0.0125     1.64738      3969
NODE i07j18k01                  21.98381
       0.0125     1.20254        84
       0.0375     1.24834        72
       0.0625     1.29937       108
       0.0875     1.35621       216
       0.1125     1.42804       576
       0.1375     1.51770      1464
       0.1625     1.61033      1024
       0.1875     1.67970       177
NODE i07j18k02                  21.92753
       0.0125     1.20398        84
       0.0375     1.24178        28
       0.0625     1.26508        52
       0.0875     1.28561        76
       0.1125     1.33497       132
       0.1375     1.37923       240
       0.1625     1.43723       508
       0.1875     1.51238      1288
       0.2125     1.60259      1020
       0.2375     1.66564       293
NODE i07j18k03                  21.94533
       0.0125     1.21650        84
       0.0375     1.25737        44
       0.0625     1.29076        68
       0.0875     1.32836       104
       0.1125     1.36647       188
       0.1375     1.42342       396
       0.1625     1.49337      1212
       0.1875     1.58957      1080
       0.2125     1.65089       545
NODE i07j18k04                  22.01916
       0.0125     1.25653       128
       0.0375     1.33457       136
       0.0625     1.40767       332
       0.0875     1.48422      1184
       0.1125     1.58553      1276
       0.1375     1.64693       660
       0.1625     1.70589         5
NODE i07j18k05                  22.08322
       0.0125     1.41158       532
       0.0375     1.53607      1648
       0.0625     1.62145      1328
       0.0875     1.67794       213
NODE i07j18k06                  22.10875
       0.0125     1.53265      1512
       0.0375     1.61880      1968
       0.0625     1.67533       241
NODE i07j18k07                  22.12499
       0.0125     1.59770      2680
       0.0375     1.64875      1041
NODE i07j18k08                  22.13681
       0.0125     1.62646      3460
       0.0375     1.67051       261
NODE i07j18k09                  22.14514
       0.0125     1.63904      3640
       0.0375     1.67787        81
NODE i07j18k10                  22.15087
       0.0125     1.64518      3721
NODE i07j18k11                  22.15485
       0.0125     1.64890      3721
NODE i07j18k12                  22.15716
       0.0125     1.64987      3969
NODE i07j18k13                  22.15910
       0.0125     1.65056      3969
NODE i07j19k01                  22.13720
       0.0125     1.59580      3348
       0.0375     1.66327       373
NODE i07j19k02                  22.12931
       0.0125     1.58183      2916
       0.0375     1.64503       796
       0.0625     1.72001         9
NODE i07j19k03                  22.12310
       0.0125     1.56806      2492
       0.0375     1.63616      1168
       0.0625     1.71131        61
NODE i07j19k04                  22.12013
       0.0125     1.56414      2300
       0.0375     1.63420      1324
       0.0625     1.70522        97
NODE i07j19k05                  22.12178
       0.0125     1.57767      2432
       0.0375     1.64034      1220
       0.0625     1.71096        69
NODE i07j19k06                  22.12720
       0.0125     1.60056      2884
       0.0375     1.65316       812
       0.0625     1.71479        25
NODE i07j19k07                  22.13417
       0.0125     1.62055      3328
       0.0375     1.67147       393
NODE i07j19k08                  22.14113
       0.0125     1.63312      3508
       0.0375     1.68291       213
NODE i07j19k09                  22.14700
       0.0125     1.64183      3600
       0.0375     1.68775       121
NODE i07j19k10                  22.15159
       0.0125     1.64747      3652
       0.0375     1.68566        69
NODE i07j19k11                  22.15479
       0.0125     1.65096      3708
       0.0375     1.68235        13
NODE i07j19k12                  22.15690
       0.0125     1.65220      3969
NODE i07j19k13                  22.15864
       0.0125     1.65294      3969
NODE i07j19k14                  22.15989
       0.0125     1.65247      4225
NODE i07j20k01                  22.15662
       0.0125     1.62232      3612
       0.0375     1.70228       109
NODE i07j20k02                  22.15270
       0.0125     1.62449      3584
       0.0375     1.70581       137
NODE i07j20k03                  22.14911
       0.0125     1.62506      3544
       0.0375     1.70374       177
NODE i07j20k04                  22.14523
       0.0125     1.62491      3508
       0.0375     1.69901       213
NODE i07j20k05                  22.14267
       0.0125     1.62587      3480
       0.0375     1.69794       241
NODE i07j20k06                  22.14216
       0.0125     1.62947      3480
       0.0375     1.69832       241
NODE i07j20k07                  22.14378
       0.0125     1.63440      3500
       0.0375     1.69736       221
NODE i07j20k08                  22.14648
       0.0125     1.64045      3536
       0.0375     1.69967       185
NODE i07j20k09                  22.14970
       0.0125     1.64549      3560
       0.0375     1.69774       161
NODE i07j20k10                  22.15262
       0.0125     1.65007      3584
       0.0375     1.69524       137
NODE i07j20k11                  22.15521
       0.0125     1.65267      3624
       0.0375     1.68948        97
NODE i07j20k12                  22.15682
       0.0125     1.65431      3908
       0.0375     1.68301        61
NODE i07j20k13                  22.15835
       0.0125     1.65492      3969
NODE i07j20k14                  22.15935
       0.0125     1.65490      4225
NODE i07j20k15                  22.16025
       0.0125     1.65412      4489
NODE i07j21k01                  22.16411
       0.0125     1.62394      3832
       0.0375     1.70300       137
NODE i07j21k02                  22.16225
       0.0125     1.62942      3584
       0.0375     1.71136       137
NODE i07j21k03                  22.16015
       0.0125     1.63312      3576
       0.0375     1.71166       145
NODE i07j21k04                  22.15761
       0.0125     1.63654      3552
       0.0375     1.71672       169
NODE i07j21k05                  22.15499
       0.0125     1.63901      3544
       0.0375     1.71751       168
       0.0625     1.76128         9
NODE i07j21k06                  22.15304
       0.0125     1.64113      3528
       0.0375     1.71387       172
       0.0625     1.75696        21
NODE i07j21k07                  22.15203
       0.0125     1.64335      3524
       0.0375     1.71234       176
       0.0625     1.75419        21
NODE i07j21k08                  22.15208
       0.0125     1.64626      3508
       0.0375     1.70852       192
       0.0625     1.74860        21
NODE i07j21k09                  22.15306
       0.0125     1.64934      3528
       0.0375     1.70673       172
       0.0625     1.73943        21
NODE i07j21k10                  22.15449
       0.0125     1.65214      3536
       0.0375     1.70365       176
       0.0625     1.73121         9
NODE i07j21k11                  22.15561
       0.0125     1.65401      3792
       0.0375     1.69935       177
NODE i07j21k12                  22.15703
       0.0125     1.65574      3808
       0.0375     1.69057       161
NODE i07j21k13                  22.15824
       0.0125     1.65646      3856
       0.0375     1.68288       113
NODE i07j21k14                  22.15901
       0.0125     1.65680      4224
NODE i07j21k15                  22.15979
       0.0125     1.65617      4489
NODE i07j22k02                  22.16639
       0.0125     1.62660      3776
       0.0375     1.69763       172
       0.0625     1.74019        21
NODE i07j22k03                  22.16549
       0.0125     1.62934      3772
       0.0375     1.69962       172
       0.0625     1.74554        25
NODE i07j22k04                  22.16342
       0.0125     1.63503      3756
       0.0375     1.70382       176
       0.0625     1.75492        37
NODE i07j22k05                  22.16122
       0.0125     1.64001      3748
       0.0375     1.71056       172
       0.0625     1.75915        49
NODE i07j22k06                  22.15946
       0.0125     1.64356      3736
       0.0375     1.70670       172
       0.0625     1.76051        61
NODE i07j22k07                  22.15772
       0.0125     1.64668      3728
       0.0375     1.70887       172
       0.0625     1.76246        69
NODE i07j22k08                  22.15695
       0.0125     1.64951      3480
       0.0375     1.70938       172
       0.0625     1.76022        69
NODE i07j22k09                  22.15610
       0.0125     1.65179      3708
       0.0375     1.70571       180
       0.0625     1.74985        81
NODE i07j22k10                  22.15634
       0.0125     1.65359      3708
       0.0375     1.70344       192
       0.0625     1.74409        69
NODE i07j22k11                  22.15683
       0.0125     1.65566      3708
       0.0375     1.69844       192
       0.0625     1.73019        69
NODE i07j22k12                  22.15761
       0.0125     1.65679      3716
       0.0375     1.69313       208
       0.0625     1.71604        45
NODE i07j22k13                  22.15815
       0.0125     1.65777      3984
       0.0375     1.68950       241
NODE i07j22k14                  22.15895
       0.0125     1.65792      4040
       0.0375     1.68015       185
NODE i07j22k15                  22.15941
       0.0125     1.65782      4761
NODE i07j22k16                  22.15989
       0.0125     1.65720      5329
NODE i07j23k04                  22.16680
       0.0125     1.62934      4204
       0.0375     1.68587       204
       0.0625     1.73997        81
NODE i07j23k05                  22.16501
       0.0125     1.63516      4196
       0.0375     1.68904       196
       0.0625     1.74572        97
NODE i07j23k06                  22.16353
       0.0125     1.63995      3932
       0.0375     1.69479       184
       0.0625     1.75185       108
NODE i07j23k07                  22.16191
       0.0125     1.64453      3920
       0.0375     1.69939       184
       0.0625     1.74602       100
       0.0875     1.78090        21
NODE i07j23k08                  22.16050
       0.0125     1.64861      3644
       0.0375     1.69897       188
       0.0625     1.74849       112
       0.0875     1.78256        25
NODE i07j23k09                  22.15937
       0.0125     1.65171      3628
       0.0375     1.69626       196
       0.0625     1.74320       108
       0.0875     1.77712        37
NODE i07j23k10                  22.15869
       0.0125     1.65404      3620
       0.0375     1.69694       204
       0.0625     1.73876       108
       0.0875     1.76855        37
NODE i07j23k11                  22.15840
       0.0125     1.65605      3620
       0.0375     1.69533       204
       0.0625     1.73260       124
       0.0875     1.75441        21
NODE i07j23k12                  22.15835
       0.0125     1.65728      3860
       0.0375     1.69172       228
       0.0625     1.72442       137
NODE i07j23k13                  22.15864
       0.0125     1.65832      3852
       0.0375     1.68934       272
       0.0625     1.70967       101
NODE i07j23k14                  22.15893
       0.0125     1.65879      4132
       0.0375     1.68492       336
       0.0625     1.69628        21
NODE i07j23k15                  22.15925
       0.0125     1.65901      4468
       0.0375     1.67684       293
NODE i07j23k16                  22.15965
       0.0125     1.65847      5329
NODE i07j23k17                  22.15990
       0.0125     1.65818      6241
NODE i07j24k05                  22.16749
       0.0125     1.62901      4964
       0.0375     1.67474       228
       0.0625     1.73003       128
       0.0875     1.77053         9
NODE i07j24k06                  22.16662
       0.0125     1.63209      4956
       0.0375     1.67876       228
       0.0625     1.73441       124
       0.0875     1.77116        21
NODE i07j24k07                  22.16486
       0.0125     1.63832      4640
       0.0375     1.68211       224
       0.0625     1.72994       132
       0.0875     1.77228        45
NODE i07j24k08                  22.16329
       0.0125     1.64365      4340
       0.0375     1.68388       228
       0.0625     1.73037       124
       0.0875     1.77351        69
NODE i07j24k09                  22.16195
       0.0125     1.64818      4052
       0.0375     1.68741       224
       0.0625     1.72765       136
       0.0875     1.76937        77
NODE i07j24k10                  22.16075
       0.0125     1.65193      4024
       0.0375     1.68880       244
       0.0625     1.72602       132
       0.0875     1.76512        89
NODE i07j24k11                  22.15995
       0.0125     1.65462      4000
       0.0375     1.68786       248
       0.0625     1.72147       152
       0.0875     1.75474        89
NODE i07j24k12                  22.15940
       0.0125     1.65696      3992
       0.0375     1.68863       256
       0.0625     1.71677       172
       0.0875     1.74288        69
NODE i07j24k13                  22.15930
       0.0125     1.65820      3944
       0.0375     1.67956       304
       0.0625     1.69332       172
       0.0875     1.70292        69
NODE i07j24k14                  22.15918
       0.0125     1.65911      4208
       0.0375     1.68402       376
       0.0625     1.70243       177
NODE i07j24k15                  22.15933
       0.0125     1.65937      4520
       0.0375     1.68125       508
       0.0625     1.69010        13
NODE i07j24k16                  22.15947
       0.0125     1.65950      5252
       0.0375     1.67414       373
NODE i07j24k17                  22.15970
       0.0125     1.65907      6889
NODE i07j24k18                  22.15998
       0.0125     1.65844      8281
NODE i07j25k07                  22.16759
       0.0125     1.62961      6776
       0.0375     1.67033       264
       0.0625     1.72306       136
       0.0875     1.76718        49
NODE i07j25k08                  22.16561
       0.0125     1.63691      6064
       0.0375     1.67316       276
       0.0625     1.71828       140
       0.0875     1.76712        81
NODE i07j25k09                  22.16426
       0.0125     1.64174      5696
       0.0375     1.67609       292
       0.0625     1.71827       152
       0.0875     1.76285       100
NODE i07j25k10                  22.16293
       0.0125     1.64647      5344
       0.0375     1.67832       300
       0.0625     1.71478       164
       0.0875     1.75866       108
       0.1125     1.78330        13
NODE i07j25k11                  22.16171
       0.0125     1.65075      4992
       0.0375     1.68040       328
       0.0625     1.71260       168
       0.0875     1.74664       116
       0.1125     1.76827        21
NODE i07j25k12                  22.16079
       0.0125     1.65408      4656
       0.0375     1.68118       340
       0.0625     1.70957       196
       0.0875     1.73829       132
       0.1125     1.75733         5
NODE i07j25k13                  22.16018
       0.0125     1.65635      4612
       0.0375     1.68161       376
       0.0625     1.70566       228
       0.0875     1.73003       113
NODE i07j25k14                  22.15975
       0.0125     1.65823      4572
       0.0375     1.68179       452
       0.0625     1.70308       260
       0.0875     1.71633        45
NODE i07j25k15                  22.15958
       0.0125     1.65902      5144
       0.0375     1.68005       564
       0.0625     1.69437       221
NODE i07j25k16                  22.15953
       0.0125     1.65958      5828
       0.0375     1.67738       733
NODE i07j25k17                  22.15961
       0.0125     1.65969      7212
       0.0375     1.67180       357
NODE i07j25k18                  22.15969
       0.0125     1.65982      9025
NODE i07j25k19                  22.15995
       0.0125     1.65881     11881
NODE i07j26k08                  22.16774
       0.0125     1.62926     10896
       0.0375     1.66497       312
       0.0625     1.71233       144
       0.0875     1.75927        97
NODE i07j26k09                  22.16684
       0.0125     1.63260     10432
       0.0375     1.66558       324
       0.0625     1.70877       160
       0.0875     1.75988       104
       0.1125     1.78701         5
NODE i07j26k10                  22.16520
       0.0125     1.63881      9144
       0.0375     1.66958       352
       0.0625     1.70812       168
       0.0875     1.75105       116
       0.1125     1.77995        21
NODE i07j26k11                  22.16370
       0.0125     1.64447      7900
       0.0375     1.67140       400
       0.0625     1.70429       188
       0.0875     1.74373       132
       0.1125     1.76967        29
NODE i07j26k12                  22.16251
       0.0125     1.64891      7116
       0.0375     1.67378       420
       0.0625     1.70299       208
       0.0875     1.73522       152
       0.1125     1.75945        25
NODE i07j26k13                  22.16150
       0.0125     1.65267      6340
       0.0375     1.67626       464
       0.0625     1.69935       252
       0.0875     1.72938       169
NODE i07j26k14                  22.16071
       0.0125     1.65554      6252
       0.0375     1.67725       552
       0.0625     1.69866       300
       0.0875     1.71873       121
NODE i07j26k15                  22.16018
       0.0125     1.65762      6176
       0.0375     1.67737       676
       0.0625     1.69612       373
NODE i07j26k16                  22.15987
       0.0125     1.65885      6872
       0.0375     1.67682       864
       0.0625     1.68874       185
NODE i07j26k17                  22.15970
       0.0125     1.65964      8148
       0.0375     1.67424       877
NODE i07j26k18                  22.15972
       0.0125     1.65998     10432
       0.0375     1.67015       177
NODE i07j26k19                  22.15977
       0.0125     1.65981     13225
NODE i07j27k10                  22.16786
       0.0125     1.62881     19208
       0.0375     1.66046       368
       0.0625     1.70189       168
       0.0875     1.74841       116
       0.1125     1.77885        21
NODE i07j27k11                  22.16582
       0.0125     1.63650     16896
       0.0375     1.66437       420
       0.0625     1.69961       196
       0.0875     1.73846       140
       0.1125     1.77103        37
NODE i07j27k12                  22.16458
       0.0125     1.64122     14740
       0.0375     1.66673       464
       0.0625     1.69672       236
       0.0875     1.73289       148
       0.1125     1.76052        37
NODE i07j27k13                  22.16326
       0.0125     1.64628     12692
       0.0375     1.66959       540
       0.0625     1.69700       272
       0.0875     1.72764       164
       0.1125     1.74756        21
NODE i07j27k14                  22.16209
       0.0125     1.65078     11184
       0.0375     1.67172       648
       0.0625     1.69458       320
       0.0875     1.71893       169
NODE i07j27k15                  22.16117
       0.0125     1.65436     10204
       0.0375     1.67384       764
       0.0625     1.69416       412
       0.0875     1.71054        69
NODE i07j27k16                  22.16058
       0.0125     1.65663     10136
       0.0375     1.67478       956
       0.0625     1.68990       357
NODE i07j27k17                  22.16010
       0.0125     1.65851     11072
       0.0375     1.67502      1224
       0.0625     1.68426        25
NODE i07j27k18                  22.15992
       0.0125     1.65935     12836
       0.0375     1.67165       853
NODE i07j27k19                  22.15978
       0.0125     1.65993     16641
NODE i07j28k11                  22.16785
       0.0125     1.62859     37964
       0.0375     1.65646       460
       0.0625     1.69354       208
       0.0875     1.73513       140
       0.1125     1.76821        37
NODE i07j28k12                  22.16702
       0.0125     1.63178     35596
       0.0375     1.65970       464
       0.0625     1.69203       236
       0.0875     1.73193       148
       0.1125     1.76268        37
NODE i07j28k13                  22.16543
       0.0125     1.63789     30992
       0.0375     1.66262       568
       0.0625     1.69220       288
       0.0875     1.72703       172
       0.1125     1.74880        21
NODE i07j28k14                  22.16394
       0.0125     1.64366     26008
       0.0375     1.66653       700
       0.0625     1.69194       340
       0.0875     1.72034       177
NODE i07j28k15                  22.16279
       0.0125     1.64807     22664
       0.0375     1.66889       840
       0.0625     1.69162       400
       0.0875     1.71191       121
NODE i07j28k16                  22.16177
       0.0125     1.65204     20120
       0.0375     1.67083      1016
       0.0625     1.68950       473
NODE i07j28k17                  22.16098
       0.0125     1.65508     19484
       0.0375     1.67233      1320
       0.0625     1.68449       221
NODE i07j28k18                  22.16044
       0.0125     1.65716     20296
       0.0375     1.67184      1313
NODE i07j28k19                  22.16010
       0.0125     1.65847     23508
       0.0375     1.66936       517
NODE i07j29k13                  22.16761
       0.0125     1.62874     77876
       0.0375     1.65566       604
       0.0625     1.68802       288
       0.0875     1.72525       172
       0.1125     1.74872        21
NODE i07j29k14                  22.16611
       0.0125     1.63461     68988
       0.0375     1.65966       720
       0.0625     1.68765       332
       0.0875     1.71903       185
NODE i07j29k15                  22.16475
       0.0125     1.64010     59576
       0.0375     1.66270       880
       0.0625     1.68705       416
       0.0875     1.71020       137
NODE i07j29k16                  22.16348
       0.0125     1.64526     51764
       0.0375     1.66581      1080
       0.0625     1.68786       516
NODE i07j29k17                  22.16230
       0.0125     1.64984     44532
       0.0375     1.66857      1360
       0.0625     1.68279       333
NODE i07j29k18                  22.16134
       0.0125     1.65359     40420
       0.0375     1.66992      1605
NODE i07j29k19                  22.16080
       0.0125     1.65574     40932
       0.0375     1.66850      1093
NODE i07j30k14                  22.16796
       0.0125     1.62680    167616
       0.0375     1.65419       768
       0.0625     1.68208       352
       0.0875     1.71421       185
NODE i07j30k15                  22.16696
       0.0125     1.63071    157768
       0.0375     1.65699       880
       0.0625     1.68329       408
       0.0875     1.70789       145
NODE i07j30k16                  22.16539
       0.0125     1.63687    137480
       0.0375     1.66062      1132
       0.0625     1.68374       516
NODE i07j30k17                  22.16419
       0.0125     1.64174    120020
       0.0375     1.66334      1396
       0.0625     1.68005       385
NODE i07j30k18                  22.16300
       0.0125     1.64667    105148
       0.0375     1.66621      1712
       0.0625     1.67703        69
NODE i07j30k19                  22.16197
       0.0125     1.65095     92808
       0.0375     1.66575      1441
NODE i07j31k16                  22.16738
       0.0125     1.62875    352376
       0.0375     1.65504      1132
       0.0625     1.67923       517
NODE i07j31k17                  22.16649
       0.0125     1.63219    331172
       0.0375     1.65723      1308
       0.0625     1.67612       449
NODE i07j31k18                  22.16498
       0.0125     1.63814    286540
       0.0375     1.66095      1728
       0.0625     1.67255       101
NODE i07j31k19                  22.16367
       0.0125     1.64337    247404
       0.0375     1.66140      1597
NODE i07j32k18                  22.16700
       0.0125     1.62999    749828
       0.0375     1.65308      1788
       0.0625     1.67142        73
NODE i07j32k19                  22.16577
       0.0125     1.63475    685548
       0.0375     1.65470      1693
NODE i08j15k01                  17.49296
       0.0125     1.10938        60
       0.2125     1.12249         8
       0.2375     1.12448         8
       0.2625     1.12237         8
       0.4125     1.12673         8
       0.4625     1.13080         8
       0.4875     1.13091         8
       0.6375     1.13253         8
       0.6875     1.13555         8
       0.7125     1.13792         8
       0.7375     1.13965         8
       0.8375     1.13863         8
       0.8875     1.14192         8
       0.9375     1.14323         8
       0.9625     1.14735        12
       1.0125     1.14322         8
       1.0875     1.14866         8
       1.1375     1.15027         8
       1.1625     1.15331         8
       1.1875     1.15267        16
       1.2625     1.15380         8
       1.3375     1.15763         8
       1.3625     1.15363         8
       1.3875     1.16102         8
       1.4125     1.16426        12
       1.4375     1.15895         8
       1.5125     1.16141        16
       1.5625     1.16906         8
       1.5875     1.17266         8
       1.6125     1.16965        16
       1.6625     1.16371         8
       1.6875     1.16934         8
       1.7375     1.17563         8
       1.7625     1.17194         8
       1.7875     1.18144         8
       1.8125     1.18178        20
       1.8375     1.17665         8
       1.9125     1.17964        16
       1.9375     1.17403         8
       1.9625     1.18883         8
       1.9875     1.18812        16
       2.0125     1.19164         8
       2.0375     1.18076        16
       2.0625     1.19035         8
       2.1125     1.19624         8
       2.1375     1.18962         8
       2.1625     1.18874        24
       2.1875     1.20193        12
NODE i08j15k02                  18.53051
       0.0125     1.11294        60
       0.1875     1.12640         8
       0.2125     1.13048        16
       0.3625     1.13206         8
       0.4125     1.13681         8
       0.4375     1.13979        12
       0.5625     1.13763         8
       0.5875     1.14313         8
       0.6125     1.14795         8
       0.6375     1.14994         8
       0.7125     1.14361         8
       0.7625     1.14937         8
       0.8125     1.15493         8
       0.8375     1.15895        12
       0.8875     1.15011         8
       0.9375     1.15611         8
       0.9875     1.16194         8
       1.0125     1.16671         8
       1.0375     1.16319        16
       1.0875     1.16332         8
       1.1375     1.16945         8
       1.1875     1.16894        16
       1.2125     1.17806        12
       1.2375     1.17092         8
       1.3125     1.17343        16
       1.3375     1.18294         8
       1.3625     1.18679         8
       1.3875     1.18370        16
       1.4375     1.18044        16
       1.4875     1.19187         8
       1.5125     1.18494         8
       1.5375     1.19609        24
       1.5875     1.19401         8
       1.6375     1.19631        16
       1.6625     1.19598        16
       1.6875     1.20920         8
       1.7125     1.20589        16
       1.7375     1.19777         8
       1.7625     1.20087        16
       1.8125     1.21271        16
       1.8375     1.20411        24
       1.8625     1.22128        12
       1.8875     1.21894         8
       1.9125     1.20286         8
       1.9375     1.21640        24
       1.9625     1.23149         8
       1.9875     1.21770        16
       2.0125     1.23346        16
       2.0375     1.22039        16
       2.0625     1.22444        16
       2.0875     1.24262         8
       2.1125     1.22732        32
       2.1375     1.24608        16
       2.1625     1.24566        12
       2.1875     1.22948        24
