! harvest_calib3.py -- the correction factor against the three quantities the reconstruction reports
!
! 2089 nodes measured, 0 not measured, 26072617 pixels
! 26072617 pixels in the histogram; pixels outside the range of each axis (below, above):
!   x from   20.0000 to   24.5000: 0 below, 0 above
!   y from    3.0000 to   50.0000: 0 below, 0 above
!   z from   -1.0000 to    1.0000: 0 below, 0 above
!   f from    0.5000 to    8.0428: 0 below, 0 above
! x = log10 of the surface density of the finest image, cm^-2
! y = the temperature fitted at that resolution, K
! z = log10 of the ratio of the finest to the coarsest surface density
! f = the factor that restores the true surface density; f16 and f84 bracket its spread in the cell
!
!        x         y         z     pixels       f16         f       f84
    20.875     19.70    0.0350         76    0.9912    1.0185    1.0185
    20.875     19.70    0.0750         28    1.0185    1.0324    1.0324
    20.875     19.90   -0.0350        252    1.0048    1.0185    1.0185
    20.875     19.90   -0.0100      31220    1.0048    1.0185    1.0185
    20.875     19.90    0.0100      27512    1.0185    1.0185    1.0185
    20.875     19.90    0.0350       1417    1.0185    1.0185    1.0185
    20.875     19.90    0.0750        152    1.0185    1.0185    1.0324
    20.875     20.10   -0.0100      23236    1.0048    1.0048    1.0185
    20.875     20.10    0.0100      35850    1.0185    1.0185    1.0185
    20.875     20.10    0.0350       1316    1.0048    1.0185    1.0185
    20.875     20.10    0.0750         56    1.0185    1.0185    1.0185
    20.925     17.70   -0.1500         52    0.6601    0.6783    0.6875
    20.925     17.70   -0.0350         64    0.7662    0.7767    0.7980
    20.925     17.70   -0.0100         20    0.8540    0.8774    0.9015
    20.925     17.70    0.0350         56    1.2147    1.2312    1.2998
    20.925     17.70    0.0750         20    1.5293    1.7751    1.8740
    20.925     17.90   -0.1500        116    0.6601    0.6783    0.6969
    20.925     17.90   -0.0750         72    0.7064    0.7160    0.7357
    20.925     17.90   -0.0350         36    0.7258    0.7767    0.7980
    20.925     17.90    0.0350         68    1.0464    1.0752    1.1663
    20.925     17.90    0.0750         40    1.4884    1.5713    2.1171
    20.925     17.90    0.1500         40    1.9518    2.9707    4.8387
    20.925     18.10   -0.6000         32    0.7258    0.7258    0.7357
    20.925     18.10   -0.1500        196    0.6875    0.7258    0.7559
    20.925     18.10   -0.0750         32    0.7258    0.7662    0.7662
    20.925     18.10   -0.0100         28    0.8540    0.8656    0.8894
    20.925     18.10    0.0350         20    1.0464    1.0607    1.0607
    20.925     18.10    0.0750         28    1.2998    1.5928    2.1753
    20.925     18.10    0.1500         44    2.1460    2.4909    4.0026
    20.925     18.30   -0.1500        188    0.7357    0.8089    0.8311
    20.925     18.30   -0.0750         20    0.8199    0.8311    0.8311
    20.925     18.50   -0.1500        220    0.8089    0.8425    0.8774
    20.925     18.50   -0.0750         36    0.7980    0.8425    0.8656
    20.925     18.70   -0.1500        276    0.8656    0.8774    0.9015
    20.925     18.70   -0.0750        208    0.8540    0.8540    0.8774
    20.925     18.70   -0.0350        108    0.8540    0.8656    0.9015
    20.925     18.70   -0.0100         72    0.8656    0.8774    0.8894
    20.925     18.70    0.0100         52    0.9015    0.9138    0.9389
    20.925     18.70    0.0350         32    0.9912    1.0185    1.2480
    20.925     18.90   -0.1500       2240    0.8894    0.9015    0.9263
    20.925     18.90   -0.0750       2576    0.8774    0.9015    0.9389
    20.925     18.90   -0.0350        896    0.8656    0.8894    0.9263
    20.925     18.90   -0.0100        544    0.8774    0.8894    0.9263
