ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_peak_scale,R_exc_scale,R_int_scale
1584,6,27,11,1.2e+22,2.86512,0.0350141,35.713,2.733,157.703,4731.08,473.108,36,0.474046,0.328636,0.466748,0.814167,0.884044,0.579593
1585,6,27,12,1.2e+22,2.86512,0.0447667,24.4192,2.468,142.727,4281.81,428.181,42,0.511275,0.366319,0.486708,0.831748,0.940026,0.968552
1586,6,27,13,1.2e+22,2.86512,0.0572357,17.5712,2.236,130.721,3921.63,392.163,48,0.544512,0.400916,0.501666,0.834733,0.967274,1.00495
1587,6,27,14,1.2e+22,2.86512,0.0731778,11.841,1.959,119.769,3593.08,359.308,60,0.583598,0.441913,0.519461,0.833337,1.00449,1.09674
1588,6,27,15,1.2e+22,2.86512,0.0935603,8.7451,1.748,115.674,3470.23,347.023,78,0.613593,0.475105,0.53323,0.823476,1.03131,1.22855
1589,6,27,16,1.2e+22,2.86512,0.11962,6.6616,1.562,116.896,3506.88,350.688,96,0.640573,0.508148,0.545404,0.805901,1.05496,1.09064
1590,6,27,17,1.2e+22,2.86512,0.152938,5.2331,1.408,123.698,3710.95,371.095,120,0.661462,0.535213,0.552378,0.780712,1.06445,0.968094
1591,6,27,18,1.2e+22,2.86512,0.195537,4.2106,1.285,136.602,4098.07,409.807,150,0.677435,0.557723,0.557317,0.747315,1.04074,0.886479
1592,6,27,19,1.2e+22,2.86512,0.25,3.4806,1.195,155.571,4667.13,466.713,186,0.68773,0.57417,0.552658,0.729424,1.07508,1.00148
1593,6,28,11,1.2e+22,4.25179,0.0350141,53.9839,2.711,247.511,7425.34,525.3,36,0.484665,0.34319,0.47648,0.806784,0.878302,0.908167
1594,6,28,12,1.2e+22,4.25179,0.0447667,41.7503,2.519,234.866,7045.98,525.3,42,0.511322,0.37025,0.49379,0.816718,0.903835,0.772459
1595,6,28,13,1.2e+22,4.25179,0.0572357,28.9967,2.256,215.083,6452.5,525.3,48,0.548602,0.408819,0.508016,0.820537,0.929336,0.85984
1596,6,28,14,1.2e+22,4.25179,0.0731778,20.5891,2.028,196.69,5900.71,525.3,60,0.580836,0.443314,0.525574,0.812423,0.936499,0.893446
1597,6,28,15,1.2e+22,4.25179,0.0935603,14.0404,1.797,179.44,5383.22,525.3,78,0.613829,0.480007,0.539879,0.795897,0.957492,0.934226
1598,6,28,16,1.2e+22,4.25179,0.11962,10.4028,1.628,170.684,5120.52,512.052,96,0.636439,0.506031,0.547066,0.780329,0.959981,0.915012
1599,6,28,17,1.2e+22,4.25179,0.152938,7.7545,1.472,168.498,5054.94,505.494,120,0.656923,0.531821,0.555073,0.749341,0.922454,0.905544
1600,6,28,18,1.2e+22,4.25179,0.195537,5.9441,1.342,174.632,5238.96,523.896,150,0.672913,0.553191,0.561631,0.728003,0.906163,0.865939
1601,6,28,19,1.2e+22,4.25179,0.25,4.7348,1.242,188.976,5669.27,525.3,186,0.684572,0.571243,0.564341,0.708867,0.898322,0.81878
1602,6,29,13,1.2e+22,6.30957,0.0572357,47.2188,2.274,346.89,10406.7,525.3,48,0.55387,0.419231,0.517556,0.801032,0.897287,0.914904
1603,6,29,14,1.2e+22,6.30957,0.0731778,34.8248,2.06,324.83,9744.91,525.3,60,0.584267,0.452825,0.533262,0.798613,0.912609,0.860731
1604,6,29,15,1.2e+22,6.30957,0.0935603,24.3373,1.844,297.432,8922.97,525.3,78,0.614227,0.487029,0.550476,0.789106,0.922662,0.851804
1605,6,29,16,1.2e+22,6.30957,0.11962,17.6824,1.678,274.727,8241.81,525.3,90,0.635685,0.512023,0.558708,0.770979,0.910233,0.845922
1606,6,29,17,1.2e+22,6.30957,0.152938,12.1415,1.508,254.334,7630.03,525.3,120,0.65687,0.537532,0.568454,0.748836,0.892683,0.778199
1607,6,29,18,1.2e+22,6.30957,0.195537,9.0439,1.388,246.595,7397.85,525.3,144,0.670238,0.554529,0.573441,0.733807,0.881098,0.724625
1608,6,29,19,1.2e+22,6.30957,0.25,6.7997,1.282,249.84,7495.21,525.3,186,0.682152,0.57239,0.580985,0.715895,0.859243,0.667885
1609,6,30,14,1.2e+22,9.36329,0.0731778,53.421,2.043,512.27,15368.1,525.3,60,0.587982,0.455937,0.544407,0.779989,0.876799,0.883008
1610,6,30,15,1.2e+22,9.36329,0.0935603,42.4122,1.892,490.856,14725.7,525.3,72,0.610576,0.483073,0.554062,0.772733,0.879446,0.86043
1611,6,30,16,1.2e+22,9.36329,0.11962,29.4353,1.693,452.78,13583.4,525.3,90,0.6377,0.516216,0.566208,0.756303,0.873711,0.814645
1612,6,30,17,1.2e+22,9.36329,0.152938,20.802,1.542,416.26,12487.8,525.3,114,0.6562,0.539284,0.575769,0.74264,0.870435,0.805196
1613,6,30,18,1.2e+22,9.36329,0.195537,14.2852,1.407,382.817,11484.5,525.3,150,0.672172,0.561373,0.58587,0.725797,0.857932,0.734842
1614,6,30,19,1.2e+22,9.36329,0.25,10.6764,1.317,366.008,10980.2,525.3,180,0.681051,0.57323,0.589831,0.709963,0.828255,0.687226
1615,6,31,16,1.2e+22,13.895,0.11962,47.785,1.703,728.869,21866.1,525.3,90,0.634595,0.519565,0.606452,0.733831,0.823663,0.785791
1616,6,31,17,1.2e+22,13.895,0.152938,35.7143,1.567,688.845,20665.4,525.3,114,0.654222,0.548834,0.622048,0.725014,0.822713,0.814984
1617,6,31,18,1.2e+22,13.895,0.195537,24.9489,1.435,635.212,19056.4,525.3,144,0.671467,0.576563,0.635962,0.716363,0.828209,0.794162
1618,6,31,19,1.2e+22,13.895,0.25,18.2418,1.344,590.624,17718.7,525.3,174,0.68101,0.589638,0.642709,0.692571,0.763816,0.75906
1619,6,32,17,1.2e+22,20.6199,0.152938,54.0886,1.55,1083.07,32492.2,525.3,120,0.65184,0.537344,0.639485,0.699629,0.750682,0.812537
1620,6,32,18,1.2e+22,20.6199,0.195537,39.823,1.432,1028.51,30855.3,525.3,144,0.67017,0.571755,0.657322,0.701301,0.774508,0.808535
1621,6,32,19,1.2e+22,20.6199,0.25,31.7271,1.363,982.103,29463.1,525.3,174,0.679404,0.591009,0.675575,0.697612,0.776455,0.703449
1622,6,33,19,1.2e+22,30.5995,0.25,51.0822,1.366,1570.62,47118.6,525.3,174,0.672594,0.557168,0.676536,0.688704,0.735231,0.805128
1648,7,13,1,2.4e+22,0.0114062,0.003,2.0248,1.062,1.53388,46.0166,27,18,0.393909,-2.42675,-4.06134,0.352093,-2.3982,-4.03417
1649,7,13,2,2.4e+22,0.0114062,0.0038356,1.7113,1.062,1.88769,56.6307,27,18,0.42962,-1.94705,-3.23211,0.371442,-2.06636,-3.35836
1650,7,13,3,2.4e+22,0.0114062,0.00490394,1.4537,1.061,2.36058,70.817,27,18,0.46406,-1.50103,-2.53357,0.397735,-1.7233,-2.8446
1651,7,13,4,2.4e+22,0.0114062,0.00626986,1.2478,1.06,2.96788,89.0368,27,18,0.491214,-1.05011,-1.83866,0.418175,-1.41401,-2.32616
1652,7,13,5,2.4e+22,0.0114062,0.00801622,1.0829,1.058,3.72869,111.861,27,18,0.497164,-0.0944244,-0.446362,0.42592,-0.297364,-0.937268
1653,7,13,6,2.4e+22,0.0114062,0.010249,0.9415,1.056,4.733,141.99,27,18,0.510169,0.135832,0.118428,0.399305,-0.225572,-0.630623
1654,7,13,7,2.4e+22,0.0114062,0.0131037,0.825,1.052,5.98754,179.626,27,18,0.524154,0.255675,0.440979,0.414347,-0.247593,-0.366755
1658,7,14,1,2.4e+22,0.0169267,0.003,2.6586,1.092,1.65904,49.7715,27,18,0.3915,-1.34137,-2.92812,0.340986,-1.3877,-2.94269
1659,7,14,2,2.4e+22,0.0169267,0.0038356,2.2124,1.092,1.99819,59.9459,27,18,0.42992,-1.13617,-2.45165,0.370139,-1.26351,-2.63704
1660,7,14,3,2.4e+22,0.0169267,0.00490394,1.8566,1.091,2.45527,73.6586,27,18,0.464907,-0.91363,-1.99639,0.39235,-1.16768,-2.29023
1661,7,14,4,2.4e+22,0.0169267,0.00626986,1.5764,1.089,3.05104,91.5317,27,18,0.484082,-0.404969,-1.11469,0.415227,-0.579918,-1.5134
1662,7,14,5,2.4e+22,0.0169267,0.00801622,1.3517,1.086,3.82269,114.681,27,18,0.4933,-0.031694,-0.288926,0.417839,-0.258455,-0.667589
1663,7,14,6,2.4e+22,0.0169267,0.010249,1.167,1.082,4.82669,144.801,27,18,0.503998,0.112057,0.10662,0.400945,-0.0804827,-0.411354
1664,7,14,7,2.4e+22,0.0169267,0.0131037,1.014,1.076,6.11896,183.568,27,18,0.518768,0.186522,0.319352,0.419338,-0.0342972,-0.192056
1665,7,14,8,2.4e+22,0.0169267,0.0167535,0.8832,1.067,7.80985,234.295,27,18,0.527673,0.232709,0.400417,0.393705,-0.0975152,-0.174032
1666,7,14,9,2.4e+22,0.0169267,0.02142,0.7782,1.057,9.84069,295.221,29.5221,24,0.537464,0.291996,0.536847,0.422576,0.0565054,-0.225223
1669,7,15,1,2.4e+22,0.0251189,0.003,3.5608,1.137,1.89715,56.9147,27,18,0.393266,-0.654318,-1.80369,0.339524,-0.713056,-1.88237
1670,7,15,2,2.4e+22,0.0251189,0.0038356,2.9187,1.136,2.19938,65.9811,27,18,0.430697,-0.601678,-1.63708,0.365614,-0.721599,-1.79627
1671,7,15,3,2.4e+22,0.0251189,0.00490394,2.4149,1.134,2.62338,78.7017,27,18,0.464547,-0.523954,-1.43371,0.402651,-0.584051,-1.58513
1672,7,15,4,2.4e+22,0.0251189,0.00626986,2.0179,1.132,3.20296,96.0884,27,18,0.472399,-0.158328,-0.601008,0.403733,-0.287304,-0.87123
1673,7,15,5,2.4e+22,0.0251189,0.00801622,1.7141,1.128,3.94577,118.374,27,18,0.485135,0.00627046,-0.163853,0.418111,-0.102998,-0.399974
1674,7,15,6,2.4e+22,0.0251189,0.010249,1.4652,1.122,4.93654,148.096,27,18,0.493927,0.103156,0.113432,0.398608,-0.0116099,-0.251035
1675,7,15,7,2.4e+22,0.0251189,0.0131037,1.2625,1.113,6.22542,186.763,27,18,0.509008,0.149382,0.245799,0.412476,-0.0272741,-0.0441377
1676,7,15,8,2.4e+22,0.0251189,0.0167535,1.1015,1.1,7.81077,234.324,27,18,0.51861,0.187864,0.314879,0.397716,0.0411202,-0.0318081
1677,7,15,9,2.4e+22,0.0251189,0.02142,0.9621,1.084,9.88988,296.696,29.6697,24,0.530641,0.231466,0.400366,0.418676,0.0138164,-0.0881542
1678,7,15,10,2.4e+22,0.0251189,0.0273861,0.8433,1.066,12.5503,376.509,37.6509,24,0.540411,0.308693,0.568265,0.397829,-0.0620824,-0.123214
1682,7,16,1,2.4e+22,0.0372759,0.003,4.9285,1.201,2.33227,69.9678,27,18,0.400863,-0.266438,-0.907778,0.354444,-0.288338,-1.02805
1683,7,16,2,2.4e+22,0.0372759,0.0038356,3.9429,1.2,2.57327,77.1978,27,18,0.433893,-0.279844,-0.938707,0.372454,-0.350032,-1.04614
1684,7,16,3,2.4e+22,0.0372759,0.00490394,3.2161,1.198,2.93235,87.9707,27,18,0.46415,-0.261753,-0.878531,0.403881,-0.31486,-1.02667
1685,7,16,4,2.4e+22,0.0372759,0.00626986,2.6418,1.194,3.46146,103.844,27,18,0.458257,-0.040788,-0.275479,0.396309,-0.105335,-0.423847
1686,7,16,5,2.4e+22,0.0372759,0.00801622,2.2069,1.188,4.173,125.19,27,18,0.473801,0.0334587,-0.0569273,0.41267,-0.0243978,-0.211007
1687,7,16,6,2.4e+22,0.0372759,0.010249,1.8619,1.179,5.13596,154.079,27,18,0.479925,0.099074,0.129779,0.38864,-0.00332142,-0.132561
1688,7,16,7,2.4e+22,0.0372759,0.0131037,1.5914,1.166,6.38138,191.441,27,18,0.496175,0.13511,0.219663,0.408934,0.0360902,-0.0326052
1689,7,16,8,2.4e+22,0.0372759,0.0167535,1.3705,1.147,8.01062,240.318,27,18,0.50662,0.165206,0.26969,0.39263,0.055323,0.00203835
1690,7,16,9,2.4e+22,0.0372759,0.02142,1.1909,1.124,10.0771,302.313,30.2313,24,0.519934,0.202925,0.350859,0.409084,0.0160653,0.143494
1691,7,16,10,2.4e+22,0.0372759,0.0273861,1.0386,1.096,12.7532,382.597,38.2597,24,0.533018,0.259378,0.4344,0.400111,0.0156993,0.0975508
1692,7,16,11,2.4e+22,0.0372759,0.0350141,0.9065,1.068,16.268,488.04,48.804,30,0.545309,0.356352,0.639046,0.424443,-0.0427403,-0.0523195
1697,7,17,1,2.4e+22,0.0553168,0.003,7.2001,1.295,3.1375,94.1252,27,18,0.399164,-0.0548444,-0.272485,0.349418,-0.0836979,-0.340619
1698,7,17,2,2.4e+22,0.0553168,0.0038356,5.5763,1.293,3.25031,97.5093,27,18,0.41805,-0.0469255,-0.260599,0.364145,-0.0890041,-0.353677
1699,7,17,3,2.4e+22,0.0553168,0.00490394,4.3941,1.289,3.51519,105.456,27,18,0.431346,-0.0160035,-0.175265,0.376852,-0.0595157,-0.278134
1700,7,17,4,2.4e+22,0.0553168,0.00626986,3.5413,1.284,3.94869,118.46,27,18,0.443821,0.0210562,-0.0672079,0.382921,-0.0498222,-0.204701
1701,7,17,5,2.4e+22,0.0553168,0.00801622,2.9012,1.275,4.58835,137.65,27,18,0.447565,0.0684455,0.0671172,0.361258,-0.00761913,-0.106048
1702,7,17,6,2.4e+22,0.0553168,0.010249,2.4118,1.262,5.48073,164.422,27,18,0.461634,0.0956001,0.142812,0.372426,0.000270652,-0.0183679
1703,7,17,7,2.4e+22,0.0553168,0.0131037,2.0272,1.242,6.702,201.06,27,18,0.478401,0.123831,0.20307,0.388242,-0.00315824,0.0251131
1704,7,17,8,2.4e+22,0.0553168,0.0167535,1.733,1.216,8.258,247.74,27,18,0.489615,0.152139,0.241971,0.38203,0.0579249,0.00186609
1705,7,17,9,2.4e+22,0.0553168,0.02142,1.4884,1.18,10.3404,310.212,31.0212,24,0.505443,0.18679,0.317912,0.404364,0.0601495,-0.000772874
1706,7,17,10,2.4e+22,0.0553168,0.0273861,1.2871,1.14,13.0467,391.402,39.1402,24,0.523266,0.237655,0.381896,0.396167,0.0172299,-0.0283307
1707,7,17,11,2.4e+22,0.0553168,0.0350141,1.1241,1.101,16.4085,492.255,49.2255,30,0.538538,0.304104,0.49316,0.417502,-0.0069066,0.0439272
1708,7,17,12,2.4e+22,0.0553168,0.0447667,0.9847,1.068,20.7274,621.823,62.1823,36,0.54947,0.404942,0.655648,0.448596,0.0542998,0.254339
1713,7,18,1,2.4e+22,0.0820891,0.003,11.4642,1.423,4.68573,140.572,27,18,0.383918,0.0390573,0.0370463,0.32143,0.00422113,-0.0579455
1714,7,18,2,2.4e+22,0.0820891,0.0038356,8.388,1.421,4.53288,135.986,27,18,0.399665,0.0419436,0.0332217,0.327916,-0.00864249,-0.0700457
1715,7,18,3,2.4e+22,0.0820891,0.00490394,6.2554,1.417,4.58862,137.659,27,18,0.410552,0.0516873,0.0511726,0.339764,0.0125296,-0.0620381
1716,7,18,4,2.4e+22,0.0820891,0.00626986,4.8964,1.409,4.85508,145.653,27,18,0.417602,0.0659247,0.0845171,0.338316,-0.00230804,-0.0481008
1717,7,18,5,2.4e+22,0.0820891,0.00801622,3.9112,1.397,5.35919,160.776,27,18,0.426626,0.0804606,0.120529,0.342676,-0.00988836,-0.0372675
1718,7,18,6,2.4e+22,0.0820891,0.010249,3.2003,1.379,6.11615,183.485,27,18,0.439498,0.0977522,0.160042,0.355253,0.00381436,0.0219384
1719,7,18,7,2.4e+22,0.0820891,0.0131037,2.6426,1.351,7.23485,217.046,27,18,0.448907,0.124296,0.201408,0.338851,0.012507,0.038279
1720,7,18,8,2.4e+22,0.0820891,0.0167535,2.2206,1.312,8.73823,262.147,27,18,0.467464,0.144124,0.22449,0.3624,0.0223367,0.0537277
1721,7,18,9,2.4e+22,0.0820891,0.02142,1.883,1.261,10.7768,323.303,32.3303,24,0.487611,0.181102,0.311576,0.380905,0.0199266,0.110643
1722,7,18,10,2.4e+22,0.0820891,0.0273861,1.6191,1.204,13.3713,401.14,40.114,24,0.509023,0.224546,0.3547,0.387246,0.048253,-0.0727473
1723,7,18,11,2.4e+22,0.0820891,0.0350141,1.3966,1.146,16.8347,505.041,50.5041,30,0.529457,0.279877,0.430344,0.416642,0.0335032,-0.042861
1724,7,18,12,2.4e+22,0.0820891,0.0447667,1.2192,1.099,21.0925,632.774,63.2774,36,0.543926,0.347535,0.497555,0.44467,0.0947379,0.177083
1725,7,18,13,2.4e+22,0.0820891,0.0572357,1.0666,1.064,26.6054,798.163,79.8163,42,0.55311,0.456747,0.663696,0.462908,-0.125844,-0.321706
1731,7,19,1,2.4e+22,0.121819,0.003,19.6447,1.576,7.64073,229.221,27,18,0.371288,0.071594,0.130417,0.292152,0.00793287,0.0396974
1732,7,19,2,2.4e+22,0.121819,0.0038356,13.4028,1.582,6.98312,209.494,27,18,0.384837,0.0763381,0.133985,0.316032,0.00649394,0.0337833
1733,7,19,3,2.4e+22,0.121819,0.00490394,9.6966,1.582,6.61573,198.472,27,18,0.393864,0.0774144,0.133417,0.324437,0.0100012,0.0436577
1734,7,19,4,2.4e+22,0.121819,0.00626986,7.1765,1.574,6.53073,195.922,27,18,0.399312,0.0832243,0.142214,0.324487,0.00664686,0.0343988
1735,7,19,5,2.4e+22,0.121819,0.00801622,5.5342,1.559,6.75412,202.623,27,18,0.404306,0.0935551,0.158735,0.32639,0.0104843,0.049995
1736,7,19,6,2.4e+22,0.121819,0.010249,4.3598,1.533,7.31708,219.513,27,18,0.410348,0.10844,0.180328,0.30701,0.0109053,0.0460595
1737,7,19,7,2.4e+22,0.121819,0.0131037,3.5312,1.495,8.23531,247.06,27,18,0.423944,0.121548,0.198579,0.319383,0.0150975,0.0591723
1738,7,19,8,2.4e+22,0.121819,0.0167535,2.908,1.441,9.59596,287.878,28.7879,18,0.442307,0.145892,0.226192,0.340819,0.0218369,0.0309126
1739,7,19,9,2.4e+22,0.121819,0.02142,2.4321,1.371,11.4837,344.51,34.451,24,0.464911,0.178312,0.300108,0.33009,-0.0100501,-0.0554108
1740,7,19,10,2.4e+22,0.121819,0.0273861,2.0557,1.29,14.0569,421.708,42.1708,24,0.491995,0.222122,0.340742,0.369185,0.0224622,0.00216809
1741,7,19,11,2.4e+22,0.121819,0.0350141,1.765,1.211,17.3237,519.71,51.971,30,0.516505,0.269065,0.40626,0.398739,0.0156348,0.06524
1742,7,19,12,2.4e+22,0.121819,0.0447667,1.5192,1.142,21.7212,651.636,65.1636,36,0.536902,0.326358,0.447306,0.434265,0.0329215,0.0765427
1743,7,19,13,2.4e+22,0.121819,0.0572357,1.3211,1.093,27.239,817.17,81.717,42,0.549959,0.396594,0.503957,0.459856,0.0565551,0.237507
1744,7,19,14,2.4e+22,0.121819,0.0731778,1.1495,1.059,34.5342,1036.02,103.602,54,0.556603,0.508031,0.702634,0.473169,-0.19124,-0.49963
1750,7,20,1,2.4e+22,0.180777,0.003,33.8852,1.709,12.6839,380.517,38.0517,18,0.365192,0.0983196,0.188407,0.774669,1.07165,3.34457
1751,7,20,2,2.4e+22,0.180777,0.0038356,22.4851,1.737,11.4589,343.767,34.3767,18,0.375861,0.104166,0.192282,1.72656,3.22241,2.03733
1752,7,20,3,2.4e+22,0.180777,0.00490394,16.3448,1.751,10.5546,316.638,31.6638,18,0.379229,0.106044,0.190891,4.75367,10.1445,0.408737
1753,7,20,4,2.4e+22,0.180777,0.00626986,11.3983,1.755,9.75992,292.798,29.2798,18,0.381058,0.108244,0.189612,0.292009,0.0101188,0.0353234
1754,7,20,5,2.4e+22,0.180777,0.00801622,8.2205,1.744,9.40377,282.113,28.2113,18,0.383753,0.110069,0.187658,0.292608,0.0176463,0.0655429
1755,7,20,6,2.4e+22,0.180777,0.010249,6.21,1.715,9.52392,285.717,28.5718,18,0.389886,0.11825,0.195522,0.299169,0.0198631,0.0104319
1756,7,20,7,2.4e+22,0.180777,0.0131037,4.865,1.667,10.1053,303.161,30.316,18,0.401293,0.133994,0.215665,0.302657,0.0190936,0.0627726
1757,7,20,8,2.4e+22,0.180777,0.0167535,3.9044,1.597,11.1924,335.772,33.5772,18,0.418911,0.154243,0.236779,5.0688,12.8671,0.401009
1758,7,20,9,2.4e+22,0.180777,0.02142,3.2148,1.509,12.8054,384.163,38.4163,24,0.442681,0.181804,0.304764,1.8626,4.71104,2.00337
1759,7,20,10,2.4e+22,0.180777,0.0273861,2.6722,1.403,15.1679,455.036,45.5037,24,0.471857,0.218861,0.329398,1.03608,2.53545,1.51912
1760,7,20,11,2.4e+22,0.180777,0.0350141,2.2542,1.296,18.3636,550.907,55.0907,30,0.502775,0.266736,0.390911,0.71924,1.60581,0.999456
1761,7,20,12,2.4e+22,0.180777,0.0447667,1.9163,1.202,22.6986,680.957,68.0957,36,0.528603,0.322474,0.431437,0.909146,3.36174,1.37506
1762,7,20,13,2.4e+22,0.180777,0.0572357,1.6546,1.134,28.1033,843.098,84.3098,48,0.545295,0.375787,0.470435,0.451638,0.104104,0.232753
1763,7,20,14,2.4e+22,0.180777,0.0731778,1.4336,1.086,35.2137,1056.41,105.641,54,0.553829,0.426491,0.500609,0.473673,0.153407,0.59552
1764,7,20,15,2.4e+22,0.180777,0.0935603,1.2492,1.054,44.3012,1329.04,132.904,72,0.5584,0.530436,0.678889,0.491749,0.378196,0.765782
1769,7,21,1,2.4e+22,0.26827,0.003,55.2385,1.784,20.2361,607.083,60.7083,18,0.367326,0.118526,0.219221,0.601171,0.66427,1.1858
1770,7,21,2,2.4e+22,0.26827,0.0038356,39.1393,1.825,18.987,569.61,56.961,18,0.376675,0.127593,0.227621,0.667217,0.807101,0.482407
1771,7,21,3,2.4e+22,0.26827,0.00490394,28.1023,1.86,17.5427,526.282,52.6282,18,0.379092,0.132628,0.230833,0.802602,1.11498,1.60912
1772,7,21,4,2.4e+22,0.26827,0.00626986,19.6227,1.888,15.9492,478.477,47.8477,18,0.378328,0.136312,0.233005,1.365,2.30848,0.901417
1773,7,21,5,2.4e+22,0.26827,0.00801622,13.3112,1.899,14.4891,434.673,43.4673,18,0.377599,0.139594,0.233537,0.591473,0.68364,2.82076
1774,7,21,6,2.4e+22,0.26827,0.010249,9.6556,1.883,13.7129,411.388,41.1388,18,0.379972,0.144514,0.235079,0.655451,0.84015,1.88174
1775,7,21,7,2.4e+22,0.26827,0.0131037,7.1346,1.837,13.5518,406.553,40.6553,24,0.3885,0.154224,0.284834,0.722046,1.00878,0.849237
1776,7,21,8,2.4e+22,0.26827,0.0167535,5.5096,1.762,14.0668,422.004,42.2004,24,0.403575,0.169678,0.295593,0.660765,0.900134,1.02487
1777,7,21,9,2.4e+22,0.26827,0.02142,4.3638,1.656,15.3,458.999,45.8999,24,0.425965,0.191983,0.30851,0.613034,0.814446,1.52751
1778,7,21,10,2.4e+22,0.26827,0.0273861,3.5519,1.531,17.286,518.581,51.8581,24,0.455262,0.224421,0.321399,0.574405,0.754932,2.59755
1779,7,21,11,2.4e+22,0.26827,0.0350141,2.9482,1.402,20.145,604.351,60.4351,30,0.486729,0.26491,0.374585,1.29369,3.42774,1.97751
1780,7,21,12,2.4e+22,0.26827,0.0447667,2.4753,1.284,24.1466,724.397,72.4397,36,0.516419,0.315123,0.411331,0.897133,2.48963,1.93893
1781,7,21,13,2.4e+22,0.26827,0.0572357,2.1054,1.191,29.4493,883.48,88.348,48,0.53886,0.36821,0.456573,1.63038,8.76458,1.55352
1782,7,21,14,2.4e+22,0.26827,0.0731778,1.8067,1.124,36.4109,1092.33,109.233,60,0.551198,0.412362,0.478946,0.467636,0.134081,0.0123714
1783,7,21,15,2.4e+22,0.26827,0.0935603,1.5597,1.078,45.5147,1365.44,136.544,72,0.557556,0.456341,0.506713,0.479672,-0.0817969,-0.267905
1788,7,22,2,2.4e+22,0.398107,0.0038356,58.9916,1.877,29.633,888.991,88.8991,18,0.381234,0.142135,0.250659,0.711457,0.875121,0.895927
1789,7,22,3,2.4e+22,0.398107,0.00490394,49.8561,1.901,28.8122,864.365,86.4366,18,0.382914,0.146177,0.253031,0.772438,1.00925,0.857855
1790,7,22,4,2.4e+22,0.398107,0.00626986,33.9003,1.949,26.5158,795.474,79.5474,18,0.382955,0.153348,0.255061,0.560927,0.571312,0.726533
1791,7,22,5,2.4e+22,0.398107,0.00801622,22.2346,1.981,23.7508,712.525,71.2525,24,0.381577,0.160249,0.296269,0.595021,0.654447,0.701531
1792,7,22,6,2.4e+22,0.398107,0.010249,16.1061,1.984,21.8152,654.455,65.4455,24,0.382541,0.166417,0.29871,0.623538,0.716906,0.864439
1793,7,22,7,2.4e+22,0.398107,0.0131037,11.1798,1.955,20.1727,605.182,60.5182,24,0.388032,0.175411,0.30003,0.64503,0.785891,1.1195
1794,7,22,8,2.4e+22,0.398107,0.0167535,8.1891,1.889,19.5352,586.057,58.6057,24,0.39997,0.188964,0.30418,0.691115,0.894837,1.11544
1795,7,22,9,2.4e+22,0.398107,0.02142,6.1994,1.784,19.873,596.189,59.6189,24,0.419265,0.208871,0.311403,0.698057,0.954129,1.43255
1796,7,22,10,2.4e+22,0.398107,0.0273861,4.885,1.655,21.1753,635.258,63.5258,30,0.444552,0.234969,0.359057,0.659595,0.915703,0.857724
1797,7,22,11,2.4e+22,0.398107,0.0350141,3.949,1.513,23.5071,705.212,70.5212,30,0.474724,0.270076,0.36465,0.62012,0.857985,1.0943
1798,7,22,12,2.4e+22,0.398107,0.0447667,3.2606,1.379,26.9862,809.585,80.9585,36,0.50464,0.312379,0.393951,0.616911,0.934264,0.9452
1799,7,22,13,2.4e+22,0.398107,0.0572357,2.726,1.263,31.9378,958.135,95.8135,48,0.529844,0.359478,0.436348,0.591582,0.981242,1.2807
1800,7,22,14,2.4e+22,0.398107,0.0731778,2.3015,1.173,38.7547,1162.64,116.264,60,0.546914,0.403155,0.461688,0.671605,1.83113,2.47999
1801,7,22,15,2.4e+22,0.398107,0.0935603,1.9692,1.112,47.58,1427.4,142.74,72,0.556044,0.443649,0.487869,0.47729,0.146617,0.209781
1802,7,22,16,2.4e+22,0.398107,0.11962,1.7019,1.072,58.846,1765.38,176.538,90,0.560109,0.475774,0.514084,0.490072,0.0965987,0.476793
1806,7,23,4,2.4e+22,0.590784,0.00626986,54.9849,1.979,42.2926,1268.78,126.878,24,0.386188,0.161019,0.310878,0.597586,0.642833,0.843942
1807,7,23,5,2.4e+22,0.590784,0.00801622,38.561,2.017,39.3708,1181.12,118.112,24,0.385389,0.168769,0.312113,0.617253,0.680917,0.847254
1808,7,23,6,2.4e+22,0.590784,0.010249,27.3462,2.033,36.1433,1084.3,108.43,24,0.386483,0.177246,0.312438,0.647731,0.743585,0.664665
1809,7,23,7,2.4e+22,0.590784,0.0131037,19.4332,2.021,32.9852,989.556,98.9556,24,0.391111,0.187996,0.314371,0.678634,0.815686,0.985327
1810,7,23,8,2.4e+22,0.590784,0.0167535,13.2043,1.968,30.0297,900.891,90.0891,24,0.401957,0.203442,0.315484,0.721526,0.924202,0.947416
1811,7,23,9,2.4e+22,0.590784,0.02142,9.5723,1.881,28.5283,855.849,85.5849,30,0.41754,0.221397,0.348689,0.752027,1.01181,0.837232
1812,7,23,10,2.4e+22,0.590784,0.0273861,7.1413,1.759,28.3549,850.647,85.0647,30,0.440218,0.246763,0.354494,0.814744,1.21918,0.91348
1813,7,23,11,2.4e+22,0.590784,0.0350141,5.5497,1.619,29.5639,886.918,88.6918,36,0.466978,0.277821,0.382859,0.773912,1.20962,0.81171
1814,7,23,12,2.4e+22,0.590784,0.0447667,4.4301,1.474,32.2214,966.643,96.6643,42,0.495472,0.314078,0.405527,0.712095,1.16134,0.982146
