! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE i01j01k01                  14.19464
       0.2625     1.10657       488
       0.2875     1.11745       428
       0.3125     1.12935       404
       0.3375     1.14219       356
       0.3625     1.15655       340
       0.3875     1.17138       280
       0.4125     1.18755       284
       0.4375     1.20514       252
       0.4625     1.22282       232
       0.4875     1.23561        69
NODE i03j21k18                  21.30786
       0.0125     1.04219      7012
       0.0375     1.04692      1232
       0.0625     1.05211       980
       0.0875     1.05695       892
       0.1125     1.06165       880
       0.1375     1.06646       852
       0.1625     1.07214       864
       0.1875     1.07860       804
       0.2125     1.08588       732
       0.2375     1.09407       688
       0.2625     1.10378       652
       0.2875     1.11390       560
       0.3125     1.12450       512
       0.3375     1.13661       480
       0.3625     1.14992       452
       0.3875     1.16387       400
       0.4125     1.17532       233
NODE i03j22k12                  21.30795
       0.0125     1.04219     48056
       0.0375     1.04478     14688
       0.0625     1.04762      7040
       0.0875     1.05107      3720
       0.1125     1.05520      2140
       0.1375     1.06040      1384
       0.1625     1.06649       900
       0.1875     1.07369       676
       0.2125     1.08182       452
       0.2375     1.09152       380
       0.2625     1.10331       276
       0.2875     1.11690       224
       0.3125     1.13411       188
       0.3375     1.15156       152
       0.3625     1.17467       152
       0.3875     1.20104       124
       0.4125     1.22434        88
       0.4375     1.25197        96
       0.4625     1.27919        84
       0.4875     1.31416        72
       0.5125     1.34195        72
       0.5375     1.37997        64
       0.5625     1.41541        52
       0.5875     1.44326        48
       0.6125     1.47093        52
       0.6375     1.50776        45
NODE i03j22k13                  21.30795
       0.0125     1.04219     42772
       0.0375     1.04485     13440
       0.0625     1.04771      6672
       0.0875     1.05125      3600
       0.1125     1.05546      2144
       0.1375     1.06059      1400
       0.1625     1.06677       932
       0.1875     1.07364       684
       0.2125     1.08193       508
       0.2375     1.09187       384
       0.2625     1.10324       316
       0.2875     1.11689       244
       0.3125     1.13179       224
       0.3375     1.14877       168
       0.3625     1.17057       156
       0.3875     1.19244       136
       0.4125     1.21700       108
       0.4375     1.24121        96
       0.4625     1.26995       108
       0.4875     1.30273        80
       0.5125     1.33007        64
       0.5375     1.35786        72
       0.5625     1.39200        72
       0.5875     1.42384        52
       0.6125     1.45053        52
       0.6375     1.48264        45
NODE i03j22k14                  21.30794
       0.0125     1.04223     30008
       0.0375     1.04513     10152
       0.0625     1.04805      5680
       0.0875     1.05182      3384
       0.1125     1.05628      2112
       0.1375     1.06144      1472
       0.1625     1.06749      1016
       0.1875     1.07441       752
       0.2125     1.08268       588
       0.2375     1.09253       468
       0.2625     1.10296       372
       0.2875     1.11562       320
       0.3125     1.12967       268
       0.3375     1.14484       200
       0.3625     1.16318       196
       0.3875     1.18038       160
       0.4125     1.20149       156
       0.4375     1.22330       120
       0.4625     1.24935       140
       0.4875     1.27568        96
       0.5125     1.29913        96
       0.5375     1.32682        92
       0.5625     1.35550        88
       0.5875     1.38621        76
       0.6125     1.41643        69
NODE i03j22k15                  21.30793
       0.0125     1.04224     22328
       0.0375     1.04541      7200
       0.0625     1.04838      4852
       0.0875     1.05225      3108
       0.1125     1.05686      2128
       0.1375     1.06232      1484
       0.1625     1.06849      1084
       0.1875     1.07551       856
       0.2125     1.08355       652
       0.2375     1.09262       528
       0.2625     1.10282       436
       0.2875     1.11423       356
       0.3125     1.12776       320
       0.3375     1.14209       276
       0.3625     1.15862       232
       0.3875     1.17562       200
       0.4125     1.19492       180
       0.4375     1.21538       168
       0.4625     1.23666       140
       0.4875     1.25948       140
       0.5125     1.28472       128
       0.5375     1.31249       108
       0.5625     1.33650        96
       0.5875     1.36260        89
NODE i03j22k16                  21.30793
       0.0125     1.04223     15984
       0.0375     1.04601      4344
       0.0625     1.04885      3740
       0.0875     1.05273      2744
       0.1125     1.05740      2032
       0.1375     1.06295      1536
       0.1625     1.06924      1156
       0.1875     1.07642       964
       0.2125     1.08437       748
       0.2375     1.09329       620
       0.2625     1.10302       512
       0.2875     1.11370       460
       0.3125     1.12692       384
       0.3375     1.14074       332
       0.3625     1.15513       296
       0.3875     1.17093       260
       0.4125     1.18859       252
       0.4375     1.20793       196
       0.4625     1.22580       184
       0.4875     1.24773       172
       0.5125     1.26747       156
       0.5375     1.29054       152
       0.5625     1.30544        25
NODE i03j22k17                  21.30791
       0.0125     1.04225     13436
       0.0375     1.04656      2928
       0.0625     1.04966      2776
       0.0875     1.05326      2408
       0.1125     1.05783      1948
       0.1375     1.06338      1580
       0.1625     1.06961      1268
       0.1875     1.07669      1016
       0.2125     1.08444       880
       0.2375     1.09337       720
       0.2625     1.10299       620
       0.2875     1.11358       528
       0.3125     1.12526       468
       0.3375     1.13805       404
       0.3625     1.15267       376
       0.3875     1.16727       320
       0.4125     1.18405       292
       0.4375     1.20124       276
       0.4625     1.21866       224
       0.4875     1.23604       224
       0.5125     1.24909        69
NODE i03j22k18                  21.30791
       0.0125     1.04225     11764
       0.0375     1.04671      2368
       0.0625     1.05034      2188
       0.0875     1.05390      2156
       0.1125     1.05826      1904
       0.1375     1.06359      1660
       0.1625     1.06961      1392
       0.1875     1.07650      1188
       0.2125     1.08413      1000
       0.2375     1.09226       856
       0.2625     1.10151       760
       0.2875     1.11157       656
       0.3125     1.12284       588
       0.3375     1.13524       528
       0.3625     1.14797       472
       0.3875     1.16257       420
       0.4125     1.17682       376
       0.4375     1.19184       344
       0.4625     1.19961         5
NODE i03j23k14                  21.30798
       0.0125     1.04224    106348
       0.0375     1.04465     24332
       0.0625     1.04735     10048
       0.0875     1.05059      4972
       0.1125     1.05468      2900
       0.1375     1.05981      1796
       0.1625     1.06538      1208
       0.1875     1.07177       852
       0.2125     1.07908       636
       0.2375     1.08804       500
       0.2625     1.09798       380
       0.2875     1.11024       312
       0.3125     1.12387       260
       0.3375     1.14005       232
       0.3625     1.15894       172
       0.3875     1.17893       192
       0.4125     1.20232       124
       0.4375     1.22396       128
       0.4625     1.25200       116
       0.4875     1.27675        96
       0.5125     1.29968        88
       0.5375     1.33144        92
       0.5625     1.35944        64
       0.5875     1.38693        80
       0.6125     1.41803        68
       0.6375     1.43981        29
NODE i03j23k15                  21.30797
       0.0125     1.04216     81408
       0.0375     1.04478     21364
       0.0625     1.04757      9496
       0.0875     1.05099      4984
       0.1125     1.05507      2984
       0.1375     1.06017      1980
       0.1625     1.06626      1360
       0.1875     1.07294       988
       0.2125     1.08057       748
       0.2375     1.08918       588
       0.2625     1.09848       460
       0.2875     1.10961       392
       0.3125     1.12210       340
       0.3375     1.13574       256
       0.3625     1.15189       244
       0.3875     1.16990       204
       0.4125     1.18894       200
       0.4375     1.20970       144
       0.4625     1.23130       148
       0.4875     1.25649       152
       0.5125     1.28252       100
       0.5375     1.30870       120
       0.5625     1.33807       100
       0.5875     1.36400        92
       0.6125     1.38399        29
NODE i03j23k16                  21.30796
       0.0125     1.04219     56212
       0.0375     1.04485     17256
       0.0625     1.04793      8704
       0.0875     1.05154      5008
       0.1125     1.05582      3172
       0.1375     1.06080      2148
       0.1625     1.06663      1536
       0.1875     1.07343      1204
       0.2125     1.08120       876
       0.2375     1.08977       716
       0.2625     1.09946       596
       0.2875     1.10988       492
       0.3125     1.12170       408
       0.3375     1.13462       368
       0.3625     1.14958       304
       0.3875     1.16469       264
       0.4125     1.18150       236
       0.4375     1.19934       212
       0.4625     1.21827       192
       0.4875     1.24049       180
       0.5125     1.26362       164
       0.5375     1.28765       144
       0.5625     1.30794        97
NODE i03j23k17                  21.30796
       0.0125     1.04219     41232
       0.0375     1.04513     13328
       0.0625     1.04809      8012
       0.0875     1.05192      4964
       0.1125     1.05637      3304
       0.1375     1.06145      2352
       0.1625     1.06725      1736
       0.1875     1.07376      1308
       0.2125     1.08116      1060
       0.2375     1.08979       868
       0.2625     1.09893       684
       0.2875     1.10906       596
       0.3125     1.12097       516
       0.3375     1.13344       424
       0.3625     1.14548       388
       0.3875     1.16155       348
       0.4125     1.17763       300
       0.4375     1.19456       268
       0.4625     1.21280       244
       0.4875     1.23227       216
       0.5125     1.25206       200
       0.5375     1.26355        21
NODE i03j23k18                  21.30796
       0.0125     1.04220     29408
       0.0375     1.04557      9088
       0.0625     1.04841      6984
       0.0875     1.05216      4800
       0.1125     1.05664      3492
       0.1375     1.06190      2592
       0.1625     1.06779      2000
       0.1875     1.07427      1564
       0.2125     1.08149      1252
       0.2375     1.08948      1052
       0.2625     1.09838       904
       0.2875     1.10876       764
       0.3125     1.11957       644
       0.3375     1.13115       568
       0.3625     1.14428       496
       0.3875     1.15749       440
       0.4125     1.17254       404
       0.4375     1.18795       352
       0.4625     1.20346       277
NODE i03j24k16                  21.30800
       0.0125     1.04222    192472
       0.0375     1.04461     34520
       0.0625     1.04726     13676
       0.0875     1.05052      6888
       0.1125     1.05470      4076
       0.1375     1.05956      2640
       0.1625     1.06508      1848
       0.1875     1.07102      1328
       0.2125     1.07778      1012
       0.2375     1.08538       800
       0.2625     1.09457       636
       0.2875     1.10469       540
       0.3125     1.11697       448
       0.3375     1.13039       392
       0.3625     1.14590       328
       0.3875     1.16176       284
       0.4125     1.17852       240
       0.4375     1.19676       236
       0.4625     1.21658       204
       0.4875     1.23717       180
       0.5125     1.25914       160
       0.5375     1.28170       152
       0.5625     1.30533       109
NODE i03j24k17                  21.30799
       0.0125     1.04218    149792
       0.0375     1.04461     31640
       0.0625     1.04740     13496
       0.0875     1.05085      7280
       0.1125     1.05492      4436
       0.1375     1.05994      2952
       0.1625     1.06573      2096
       0.1875     1.07192      1548
       0.2125     1.07875      1224
       0.2375     1.08652       952
       0.2625     1.09517       776
       0.2875     1.10440       644
       0.3125     1.11521       540
       0.3375     1.12787       492
       0.3625     1.14158       400
       0.3875     1.15575       340
       0.4125     1.17275       320
       0.4375     1.18923       284
       0.4625     1.20847       260
       0.4875     1.22765       228
       0.5125     1.24849       204
       0.5375     1.26242        57
NODE i03j24k18                  21.30799
       0.0125     1.04213    109752
       0.0375     1.04480     27772
       0.0625     1.04779     13460
       0.0875     1.05128      7616
       0.1125     1.05540      4876
       0.1375     1.06018      3336
       0.1625     1.06564      2428
       0.1875     1.07219      1880
       0.2125     1.07957      1432
       0.2375     1.08728      1168
       0.2625     1.09566       952
       0.2875     1.10463       792
       0.3125     1.11499       680
       0.3375     1.12611       576
       0.3625     1.13812       524
       0.3875     1.15291       460
       0.4125     1.16750       396
       0.4375     1.18434       372
       0.4625     1.20127       320
       0.4875     1.21455       137
NODE i03j25k17                  21.30802
       0.0125     1.04210    480356
       0.0375     1.04435     49120
       0.0625     1.04680     17860
       0.0875     1.05002      9072
       0.1125     1.05390      5256
       0.1375     1.05856      3360
       0.1625     1.06335      2332
       0.1875     1.06918      1692
       0.2125     1.07607      1280
       0.2375     1.08432      1044
       0.2625     1.09349       816
       0.2875     1.10451       696
       0.3125     1.11640       576
       0.3375     1.12879       460
       0.3625     1.14150       412
       0.3875     1.15629       380
       0.4125     1.17144       300
       0.4375     1.18645       276
       0.4625     1.20084       240
       0.4875     1.21533       228
       0.5125     1.23364       212
       0.5375     1.25034       113
NODE i03j25k18                  21.30802
       0.0125     1.04215    381156
       0.0375     1.04450     49760
       0.0625     1.04709     19332
       0.0875     1.05035      9804
       0.1125     1.05443      5928
       0.1375     1.05895      3888
       0.1625     1.06408      2744
       0.1875     1.06955      2024
       0.2125     1.07568      1604
       0.2375     1.08364      1272
       0.2625     1.09274      1028
       0.2875     1.10267       868
       0.3125     1.11435       724
       0.3375     1.12660       608
       0.3625     1.13909       528
       0.3875     1.15210       452
       0.4125     1.16596       420
       0.4375     1.18028       364
       0.4625     1.19371       308
       0.4875     1.20703       213
NODE i04j01k01                  14.96470
       0.0125     0.87000        60
       0.2375     0.89328         8
       0.2875     0.90742        16
       0.4875     0.93484         8
       0.5375     0.91349         8
       0.5625     0.92093         8
       0.7125     0.97330         8
       0.7875     0.94995         8
       0.8375     0.92964         8
       0.8625     0.93345         8
       0.9375     1.00832         8
       1.0125     1.00835         8
       1.0625     0.98185         8
       1.1125     0.94179         8
       1.1625     1.01397         8
       1.2375     1.01528         8
       1.3125     1.01309         8
       1.3625     1.00339        16
       1.3875     0.96940         8
       1.4625     1.01943         8
       1.5375     1.02089         8
       1.5625     1.01872         8
       1.5875     1.01736         8
       1.6125     1.01466         8
       1.6625     1.02160         8
       1.7625     1.02159        16
       1.8125     1.02357         8
       1.8625     1.02296        16
       1.8875     1.02245         8
       1.9375     1.01987         8
       1.9625     1.02505         8
       2.0375     1.02607         8
       2.0625     1.02369         8
       2.0875     1.02716         8
       2.1125     1.02877        20
       2.1625     1.02625         8
NODE i04j01k02                  16.60193
       0.0125     1.01120        60
       0.1875     1.01505         8
       0.2375     1.01467         8
       0.2625     1.01565         8
       0.4125     1.01495         8
       0.4625     1.01704         8
       0.4875     1.01741        12
       0.6375     1.01611         8
       0.6875     1.01701         8
       0.7125     1.01998         8
       0.7375     1.01988         8
       0.8375     1.01529         8
       0.8875     1.01831         8
       0.9375     1.02007         8
       0.9625     1.02271        12
       1.0125     1.01649         8
       1.0875     1.01768         8
       1.1375     1.02153         8
       1.1625     1.02294         8
       1.1875     1.02025        16
       1.2625     1.01906         8
       1.3375     1.02106         8
       1.3625     1.02059        16
       1.3875     1.02527        12
       1.4375     1.01840         8
       1.5125     1.01926        16
       1.5625     1.02433         8
       1.5875     1.02706         8
       1.6125     1.02389        16
       1.6625     1.01652         8
       1.6875     1.02213         8
       1.7375     1.02599         8
       1.7625     1.02301        16
       1.7875     1.02317        16
       1.8375     1.02338         8
       1.8875     1.01982         8
       1.9125     1.02106        16
       1.9375     1.02884         8
       1.9875     1.03031        24
       2.0375     1.01794        16
       2.0625     1.02718         8
       2.1125     1.02877         8
       2.1375     1.02011        16
       2.1625     1.02616        16
       2.1875     1.03126        12
NODE i04j02k01                  15.11483
       0.0125     0.88252        60
       0.2375     0.90346         8
       0.2625     0.91488         8
       0.2875     0.91893         8
       0.4875     0.94276         8
       0.5375     0.92279         8
       0.5625     0.92952         8
       0.7125     0.97728         8
       0.7875     0.95651         8
       0.8375     0.93938        16
       0.9375     1.01230         8
       0.9875     1.01196         8
       1.0625     0.98778         8
       1.1125     0.94892        12
       1.1375     1.01548         8
       1.2375     1.01811         8
       1.2875     1.01537         8
       1.3375     0.99557         8
       1.3625     0.99770        16
       1.4375     1.02040         8
       1.5125     1.02198         8
       1.5625     1.01888        16
       1.5875     1.02096         8
       1.6625     1.02195         8
       1.7375     1.02093        16
       1.7875     1.02505         8
       1.8375     1.02523         8
       1.8625     1.02384        16
       1.9125     1.01844         8
       1.9375     1.02466         8
       2.0125     1.02604         8
       2.0375     1.02268         8
       2.0625     1.02899         8
       2.0875     1.02899        20
       2.1375     1.02444         8
NODE i04j02k02                  16.72217
       0.0125     1.01042        60
       0.1875     1.01262         8
       0.2375     1.01598         8
       0.2625     1.01400         8
       0.4125     1.01284         8
       0.4625     1.01686         8
       0.4875     1.01752        12
       0.6125     1.01438         8
       0.6625     1.01718         8
       0.7125     1.01902        16
       0.8125     1.01376         8
       0.8625     1.01876         8
       0.9125     1.01910         8
       0.9375     1.02077        12
       1.0125     1.01372         8
       1.0625     1.01835         8
       1.1125     1.02089         8
       1.1375     1.02134         8
       1.1625     1.01976        16
       1.2375     1.01843         8
       1.3125     1.02063         8
       1.3375     1.01877        16
       1.3625     1.02533         8
       1.4125     1.01971         8
       1.4875     1.01757        16
       1.5375     1.02326         8
       1.5625     1.02744         8
       1.5875     1.02312        16
       1.6375     1.01507         8
       1.6625     1.02237         8
       1.7125     1.02372         8
       1.7375     1.02349        16
       1.7625     1.02187        16
       1.8125     1.02211         8
       1.8625     1.02289        16
       1.8875     1.01447         8
       1.9125     1.02823         8
       1.9375     1.02959         8
       1.9625     1.02642        16
       1.9875     1.01995         8
       2.0125     1.02019        16
       2.0875     1.02682        16
       2.1125     1.02009        24
       2.1375     1.03088        12
       2.1625     1.02584         8
NODE i04j02k03                  18.19235
       0.0125     1.00793        60
       0.1625     1.01213         8
       0.1875     1.01255         8
       0.2125     1.01224         8
       0.3375     1.01325         8
       0.3625     1.01562         8
       0.3875     1.01460        12
       0.4875     1.01283         8
       0.5375     1.01686         8
       0.5625     1.01800         8
       0.5875     1.01663         8
       0.6375     1.01220         8
       0.6875     1.01661         8
       0.7375     1.01986        16
       0.7875     1.01225         8
       0.8375     1.01622         8
       0.8875     1.01942         8
       0.9125     1.02262        16
       0.9375     1.01306         8
       0.9875     1.01647         8
       1.0375     1.01927         8
       1.0625     1.01786        16
       1.0875     1.02505        12
       1.1125     1.01751         8
       1.1625     1.01644        16
       1.2125     1.02237         8
       1.2375     1.02562        24
       1.2875     1.01676        16
       1.3375     1.02310         8
       1.3625     1.02197        16
       1.3875     1.02973        20
       1.4125     1.02188         8
       1.4625     1.02110        16
       1.4875     1.01984        16
       1.5125     1.03033         8
       1.5375     1.02697        16
       1.5625     1.01523        16
       1.5875     1.02570         8
       1.6125     1.02868         8
       1.6375     1.02185        24
       1.6625     1.03272        20
       1.6875     1.02607         8
       1.7125     1.01709        16
       1.7375     1.02430        16
       1.7625     1.03342         8
       1.7875     1.03014        32
       1.8125     1.02071        16
       1.8375     1.02132        16
       1.8625     1.03496         8
       1.8875     1.02361        40
       1.9125     1.03551        12
       1.9375     1.01814        24
       1.9625     1.02798        24
       1.9875     1.01845        24
       2.0125     1.03197        24
       2.0375     1.02375        40
       2.0625     1.02351        16
       2.0875     1.02121        48
       2.1125     1.02932        28
       2.1375     1.03765        36
       2.1625     1.02960        24
       2.1875     1.02485        24
NODE i04j03k01                  15.12656
       0.0125     0.88363        60
       0.2375     0.90491         8
       0.2625     0.91491         8
       0.2875     0.91963         8
       0.4625     0.94347         8
       0.5375     0.92245         8
       0.5625     0.93095         8
       0.7125     0.97875         8
       0.7875     0.95545         8
       0.8375     0.93992        16
       0.9375     1.01229         8
       0.9875     1.01173         8
       1.0625     0.98844         8
       1.1125     0.94860        12
       1.1375     1.01684         8
       1.2375     1.01598         8
       1.2875     1.01662         8
       1.3375     0.99460         8
       1.3625     0.99763        16
       1.4375     1.01994         8
       1.5125     1.02140         8
       1.5625     1.01936        16
       1.5875     1.02075         8
       1.6625     1.01966         8
       1.7375     1.02135        16
       1.7875     1.02316         8
       1.8375     1.02331        16
       1.8625     1.02529         8
       1.9125     1.01919         8
       1.9375     1.02395         8
       2.0125     1.02583         8
       2.0375     1.02072         8
       2.0625     1.02789         8
       2.0875     1.02900        20
       2.1375     1.02546         8
NODE i04j03k02                  16.67719
       0.0125     1.00893        60
       0.1875     1.01185         8
       0.2375     1.01485         8
       0.2625     1.01388         8
       0.4125     1.01360         8
       0.4625     1.01528         8
       0.4875     1.01714        12
       0.6125     1.01339         8
       0.6875     1.01709         8
       0.7125     1.01783         8
       0.7375     1.01882         8
       0.8125     1.01346         8
       0.8875     1.01700         8
       0.9125     1.01972         8
       0.9375     1.01978         8
       1.0125     1.01437         8
       1.0625     1.01725         8
       1.1125     1.01984         8
       1.1625     1.02264        16
       1.1875     1.01359         8
       1.2625     1.01829         8
       1.3125     1.02024         8
       1.3375     1.01469         8
       1.3625     1.02214         8
       1.3875     1.02559        12
       1.4375     1.01768         8
       1.4875     1.01784        16
       1.5375     1.02276         8
       1.5625     1.02607         8
       1.5875     1.02284        16
       1.6375     1.01450         8
       1.6625     1.02106         8
       1.7125     1.02413         8
       1.7375     1.01858         8
       1.7625     1.02683         8
       1.7875     1.02744        20
       1.8125     1.02245         8
       1.8875     1.02150        16
       1.9125     1.01426         8
       1.9375     1.02839         8
       1.9625     1.02536        16
       1.9875     1.02996         8
       2.0125     1.01724        16
       2.0375     1.02550         8
       2.0875     1.02837         8
       2.1125     1.01869        16
       2.1375     1.02464        16
       2.1625     1.03103        12
       2.1875     1.02558         8
NODE i04j03k03                  18.32257
       0.0125     1.01031        60
       0.1625     1.01359         8
       0.1875     1.01491        16
       0.3125     1.01405         8
       0.3625     1.01654         8
       0.3875     1.01739        12
       0.4875     1.01402         8
       0.5125     1.01715         8
       0.5375     1.01959         8
       0.5625     1.02017         8
       0.6375     1.01390         8
       0.6875     1.01730         8
       0.7125     1.02034         8
       0.7375     1.02270        12
       0.7625     1.01383         8
       0.8125     1.01745         8
       0.8625     1.02074         8
       0.8875     1.02462        16
       0.9125     1.01367         8
       0.9625     1.01755         8
       1.0125     1.02111         8
       1.0375     1.01891        16
       1.0625     1.02672        12
       1.0875     1.01768         8
       1.1375     1.01740        16
       1.1625     1.02494         8
       1.1875     1.02761         8
       1.2125     1.02364        16
       1.2375     1.01309         8
       1.2625     1.02183         8
       1.3125     1.02164        16
       1.3375     1.02849        24
       1.3875     1.02212         8
       1.4125     1.02197        16
       1.4375     1.01260         8
       1.4625     1.02937         8
       1.4875     1.03183        24
       1.5125     1.01506        16
       1.5375     1.02670         8
       1.5625     1.03021         8
       1.5875     1.02267        24
       1.6125     1.03374        20
       1.6375     1.02727         8
       1.6625     1.01198         8
       1.6875     1.02291        24
       1.7125     1.03406         8
       1.7375     1.03142        32
       1.7625     1.02048        16
       1.7875     1.02172        16
       1.8125     1.03175        16
       1.8375     1.02064        32
       1.8625     1.03683        20
       1.8875     1.01444        16
       1.9125     1.02633        32
       1.9375     1.02764        16
       1.9625     1.03349        40
       1.9875     1.01775        24
       2.0125     1.00996        24
       2.0375     1.02423        60
       2.0625     1.03960        24
       2.0875     1.02442        28
       2.1125     1.03523        24
       2.1375     1.02089        32
       2.1625     1.03357        48
       2.1875     1.01699        36
NODE i04j03k04                  19.85308
       0.0125     1.00191        60
       0.1125     1.00869        16
       0.1375     1.00892         8
       0.2125     1.00942         8
       0.2375     1.01295        20
       0.3125     1.00946         8
       0.3375     1.01350         8
       0.3625     1.01708        16
       0.4125     1.00933         8
       0.4375     1.01386         8
       0.4625     1.02169        20
       0.4875     1.00932         8
       0.5125     1.01413         8
       0.5375     1.01890         8
       0.5625     1.02499        16
       0.5875     1.00926         8
       0.6125     1.01434         8
       0.6375     1.02197        16
       0.6625     1.02854        20
       0.6875     1.01471         8
       0.7125     1.01489        16
       0.7375     1.02996        24
       0.7625     1.01515         8
       0.7875     1.01541        16
       0.8125     1.02635        24
       0.8375     1.03491        20
       0.8625     1.02158         8
       0.8875     1.02198        32
       0.9125     1.03655        24
       0.9375     1.01707        24
       0.9625     1.03393        24
       0.9875     1.02996        36
       1.0125     1.02116        32
       1.0375     1.03994        24
       1.0625     1.02530        40
       1.0875     1.02554        32
       1.1125     1.03882        44
       1.1375     1.02666        40
       1.1625     1.03490        72
       1.1875     1.01525        32
       1.2125     1.03194       104
       1.2375     1.03689        40
       1.2625     1.03791        88
       1.2875     1.03886        68
       1.3125     1.04739        76
       1.3375     1.04863        92
       1.3625     1.05358        80
       1.3875     1.05856        88
       1.4125     1.06074        96
       1.4375     1.06340       112
       1.4625     1.06659        92
       1.4875     1.06927       124
       1.5125     1.07308       116
       1.5375     1.07696       128
       1.5625     1.08090       168
       1.5875     1.08546       172
       1.6125     1.09006       192
       1.6375     1.09550       240
       1.6625     1.10073       256
       1.6875     1.10678       296
       1.7125     1.11566       241
NODE i04j03k05                  20.99135
       0.0125     1.03346        60
       0.0375     1.04345        16
       0.0625     1.04044         8
       0.0875     1.04641        28
       0.1375     1.04885        32
       0.1625     1.04727        24
       0.1875     1.05592        20
       0.2125     1.05132        40
       0.2375     1.05159        44
       0.2625     1.05479        48
       0.2875     1.05816        52
       0.3125     1.05648        64
       0.3375     1.05540        76
       0.3625     1.06163        96
       0.3875     1.06379       156
       0.4125     1.06473       196
       0.4375     1.06502       316
       0.4625     1.07895       340
       0.4875     1.08245       364
       0.5125     1.08826       436
       0.5375     1.09441       500
       0.5625     1.10274       564
       0.5875     1.11230       241
NODE i04j04k01                  15.22320
       0.0125     0.98296        60
       0.2375     0.99024         8
       0.2625     0.99244         8
       0.2875     0.99327         8
       0.4875     1.00031         8
       0.5375     0.99597         8
       0.5625     0.99684         8
       0.7125     1.00794         8
       0.7875     1.00477         8
       0.8375     1.00054        16
       0.9625     1.01408         8
       1.0125     1.01472         8
       1.0875     1.01012         8
       1.1125     1.00433        12
       1.1625     1.01657         8
       1.2375     1.01814         8
       1.3125     1.01728         8
       1.3625     1.01242        16
       1.3875     1.01748         8
       1.4625     1.01993         8
       1.5375     1.02105         8
       1.5625     1.01765         8
       1.5875     1.02041         8
       1.6125     1.02048         8
       1.6625     1.02006         8
       1.7375     1.02213         8
       1.7625     1.01815         8
       1.8125     1.02336         8
       1.8375     1.02446         8
       1.8625     1.02283        16
       1.9375     1.01884         8
       1.9625     1.02240         8
       2.0125     1.02446         8
       2.0375     1.02101         8
       2.0625     1.02648         8
       2.0875     1.02377        16
       2.1375     1.02285         8
NODE i04j04k02                  16.82610
       0.0125     1.00908        60
       0.1875     1.01072         8
       0.2375     1.01419        16
       0.4125     1.01148         8
       0.4625     1.01426         8
       0.4875     1.01638        12
       0.6125     1.01265         8
       0.6625     1.01511         8
       0.6875     1.01769         8
       0.7125     1.01854         8
       0.8125     1.01340         8
       0.8625     1.01639         8
       0.9125     1.01865         8
       0.9375     1.02010        12
       0.9875     1.01332         8
       1.0625     1.01733         8
       1.1125     1.02011         8
       1.1375     1.02121         8
       1.1625     1.01730        16
       1.2375     1.01739         8
       1.2875     1.02118         8
       1.3125     1.01262         8
       1.3375     1.02284         8
       1.3625     1.02301        12
       1.3875     1.01708         8
       1.4625     1.01721        16
       1.5125     1.02410         8
       1.5375     1.02481         8
       1.5625     1.02089        16
       1.6125     1.01377         8
       1.6375     1.02131         8
       1.6875     1.02454         8
       1.7125     1.02189        16
       1.7375     1.02044        16
       1.7875     1.02142         8
       1.8375     1.02157        16
       1.8625     1.01392         8
       1.8875     1.02695         8
       1.9125     1.02842         8
       1.9375     1.02526        16
       1.9625     1.01894         8
       1.9875     1.01924        16
       2.0375     1.02729         8
       2.0625     1.02316         8
       2.0875     1.01891        24
       2.1125     1.03021        12
       2.1375     1.02582         8
       2.1875     1.02383        24
NODE i04j04k03                  18.48134
       0.0125     1.00686        60
       0.1375     1.01105         8
       0.1875     1.01126        16
       0.3125     1.01231         8
       0.3375     1.01435         8
       0.3625     1.01354        12
       0.4625     1.01229         8
       0.5125     1.01572         8
       0.5375     1.01614        16
       0.6125     1.01151         8
       0.6625     1.01589         8
       0.6875     1.01821         8
       0.7125     1.01908        12
       0.7375     1.01127         8
       0.7875     1.01538         8
       0.8375     1.01867         8
       0.8625     1.02157        16
       0.8875     1.01166         8
       0.9375     1.01537         8
       0.9625     1.01843         8
       0.9875     1.01691        16
       1.0125     1.02421        12
       1.0625     1.01600         8
       1.0875     1.01871         8
       1.1125     1.01245         8
       1.1375     1.02165         8
       1.1625     1.02523        24
       1.2125     1.01579        16
       1.2625     1.01968        16
       1.2875     1.02739        16
       1.3125     1.01135        12
       1.3375     1.02063         8
       1.3625     1.02020        16
       1.3875     1.01120         8
       1.4125     1.02808        16
       1.4375     1.02648        16
       1.4625     1.01402        16
       1.4875     1.02464         8
       1.5125     1.02776         8
       1.5375     1.01905        32
       1.5625     1.03240        12
       1.5875     1.02562         8
       1.6125     1.01920        32
       1.6375     1.03244         8
       1.6625     1.02601        24
       1.6875     1.02169        24
       1.7125     1.02057        16
       1.7375     1.03422         8
       1.7625     1.02239        40
       1.7875     1.03549        12
       1.8125     1.01734        24
       1.8375     1.02696        24
       1.8625     1.01716        24
       1.8875     1.03176        40
       1.9125     1.02264        32
       1.9375     1.00907        16
       1.9625     1.02340        60
       1.9875     1.03899        28
       2.0125     1.02954        40
       2.0375     1.02379        24
       2.0625     1.03430        32
