! Date: 14/08/2026  Time: 23:28:33  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.03127520E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   14  1.2862782E+16  1.3212861E-01  8.5982385E+02  4.1684863E-03  3.3070148E+00  1.4055758E-18  3.0230608E+05  1.4055758E-20  3.0230608E+03       Infinity  8.2833371E+00
   15  1.4651279E+16  1.2814258E-01  9.7937749E+02  4.7480908E-03  3.7668365E+00  1.3638983E-18  2.9334225E+05  1.3638983E-20  2.9334225E+03       Infinity  8.3399390E+00
   16  1.6626999E+16  1.2473616E-01  1.1114462E+03  5.3883694E-03  4.2747932E+00  1.3143223E-18  2.8267962E+05  1.3143223E-20  2.8267962E+03       Infinity  8.3863280E+00
   17  1.8809542E+16  1.2180504E-01  1.2573402E+03  6.0956735E-03  4.8359238E+00  1.2562582E-18  2.7019142E+05  1.2562582E-20  2.7019142E+03       Infinity  8.4325362E+00
   18  2.1220557E+16  1.1926800E-01  1.4185066E+03  6.8770195E-03  5.4557946E+00  1.1894082E-18  2.5581355E+05  1.1894082E-20  2.5581355E+03       Infinity  8.4928428E+00
   19  2.3883962E+16  1.1706083E-01  1.5965442E+03  7.7401584E-03  6.1405547E+00  1.1139022E-18  2.3957400E+05  1.1139022E-20  2.3957400E+03       Infinity  8.5760077E+00
   20  2.6826177E+16  1.1513209E-01  1.7932192E+03  8.6936523E-03  6.8969967E+00  1.0303977E-18  2.2161416E+05  1.0303977E-20  2.2161416E+03       Infinity  8.6436364E+00
   21  3.0076388E+16  1.1344014E-01  2.0104824E+03  9.7469597E-03  7.7326246E+00  9.4016593E-19  2.0220744E+05  9.4016593E-21  2.0220744E+03       Infinity  8.7407315E+00
   22  3.3666839E+16  1.1195083E-01  2.2504892E+03  1.0910529E-02  8.6557275E+00  8.4508312E-19  1.8175738E+05  8.4508312E-21  1.8175738E+03       Infinity  8.8704046E+00
   23  3.7633144E+16  1.1063598E-01  2.5156203E+03  1.2195904E-02  9.6754626E+00  7.4756842E-19  1.6078428E+05  7.4756842E-21  1.6078428E+03       Infinity  9.0151641E+00
   24  4.2014649E+16  1.0947209E-01  2.8085058E+03  1.3615833E-02  1.0801946E+01  6.5036344E-19  1.3987779E+05  6.5036344E-21  1.3987779E+03       Infinity  9.1983403E+00
   25  4.6854819E+16  1.0843940E-01  3.1320512E+03  1.5184404E-02  1.2046351E+01  5.5627605E-19  1.1964181E+05  5.5627605E-21  1.1964181E+03       Infinity  9.4285420E+00
   26  5.2201667E+16  1.0752123E-01  3.4894659E+03  1.6917176E-02  1.3421023E+01  4.6787688E-19  1.0062925E+05  4.6787688E-21  1.0062925E+03       Infinity  9.7025374E+00
   27  5.8108234E+16  1.0670338E-01  3.8842955E+03  1.8831337E-02  1.4939598E+01  3.8722355E-19  8.3282621E+04  3.8722355E-21  8.3282621E+02       Infinity  1.0010381E+01
   28  6.4633111E+16  1.0597368E-01  4.3204566E+03  2.0945877E-02  1.6617141E+01  3.1569408E-19  6.7898326E+04  3.1569408E-21  6.7898326E+02       Infinity  1.0387795E+01
   29  7.1841024E+16  1.0532169E-01  4.8022758E+03  2.3281770E-02  1.8470292E+01  2.5391927E-19  5.4612026E+04  2.5391927E-21  5.4612026E+02       Infinity  1.0843527E+01
   30  7.9803475E+16  1.0473836E-01  5.3345328E+03  2.5862190E-02  2.0517434E+01  2.0185503E-19  4.3414241E+04  2.0185503E-21  4.3414241E+02       Infinity  1.1375828E+01
   31  8.8599451E+16  1.0421585E-01  5.9225075E+03  2.8712732E-02  2.2778875E+01  1.5891546E-19  3.4178954E+04  1.5891546E-21  3.4178954E+02       Infinity  1.2020963E+01
   32  9.5504774E+16  4.7926168E-02  6.3840998E+03  3.0950564E-02  2.4554230E+01  1.3320481E-19  2.8649202E+04  1.3320481E-21  2.8649202E+02       Infinity  1.2651518E+01
   33  1.0060480E+17  5.5890636E-02  6.7250152E+03  3.2603346E-02  2.5865443E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3131485E+01
   34  1.0905013E+17  1.0332683E-01  7.2895510E+03  3.5340255E-02  2.8036735E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3360801E+01
   35  1.2090770E+17  1.0294910E-01  8.0821807E+03  3.9182979E-02  3.1085310E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3516453E+01
   36  1.3403053E+17  1.0294910E-01  8.9593877E+03  4.3435740E-02  3.4459184E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3612089E+01
   37  1.5093776E+17  1.3261178E-01  1.0089566E+04  4.8914923E-02  3.8806022E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3685896E+01
   38  1.7559559E+17  1.6685812E-01  1.1737840E+04  5.6905874E-02  4.5145540E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3750669E+01
   39  2.1183821E+17  2.0386161E-01  1.4160509E+04  6.8651144E-02  5.4463498E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3814886E+01
   40  2.6531227E+17  2.4032982E-01  1.7735030E+04  8.5980669E-02  6.8211653E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3860430E+01
   41  3.4391956E+17  2.7172671E-01  2.2989603E+04  1.1145521E-01  8.8421549E+01  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3900872E+01
   42  4.5774197E+17  2.9316231E-01  3.0598161E+04  1.4834203E-01  1.1768524E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.3946428E+01
   43  6.1774585E+17  3.0079532E-01  4.1293760E+04  2.0019504E-01  1.5882215E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.4013242E+01
   44  8.3271349E+17  2.9316231E-01  5.5663459E+04  2.6986035E-01  2.1409023E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.4120501E+01
   45  1.1048873E+18  2.7172671E-01  7.3857153E+04  3.5806466E-01  2.8406597E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.4309228E+01
   46  1.4264048E+18  2.4032982E-01  9.5349271E+04  4.6225995E-01  3.6672796E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.4629956E+01
   47  1.7791598E+18  2.0386161E-01  1.1892949E+05  5.7657849E-01  4.5742110E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.5156390E+01
   48  2.1389626E+18  1.6685812E-01  1.4298082E+05  6.9318104E-01  5.4992622E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.5995818E+01
   49  2.4819844E+18  1.3261178E-01  1.6591041E+05  8.0434531E-01  6.3811696E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.7312217E+01
   50  2.7901777E+18  1.0294910E-01  1.8651186E+05  9.0422259E-01  7.1735331E+02  2.3772125E-21  5.1128214E+02  2.3772125E-23  5.1128214E+00       Infinity  1.9440705E+01
