! Date: 14/08/2026  Time: 17:01:53  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.14219076E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   13  1.1164912E+16  1.3630231E-01  7.4632829E+02  3.6182519E-03  2.8704934E+00  1.4735862E-18  3.1693352E+05  1.4735862E-20  3.1693352E+03       Infinity  8.4586686E+00
   14  1.2765746E+16  1.3159151E-01  8.5333741E+02  4.1370396E-03  3.2820669E+00  1.4390004E-18  3.0949493E+05  1.4390004E-20  3.0949493E+03       Infinity  8.4837365E+00
   15  1.4532848E+16  1.2759653E-01  9.7146091E+02  4.7097106E-03  3.7363881E+00  1.3972799E-18  3.0052184E+05  1.3972799E-20  3.0052184E+03       Infinity  8.5318094E+00
   16  1.6483489E+16  1.2418124E-01  1.1018532E+03  5.3418615E-03  4.2378968E+00  1.3476549E-18  2.8984867E+05  1.3476549E-20  2.8984867E+03       Infinity  8.5744819E+00
   17  1.8636731E+16  1.2124140E-01  1.2457885E+03  6.0396701E-03  4.7914942E+00  1.2895144E-18  2.7734402E+05  1.2895144E-20  2.7734402E+03       Infinity  8.6383630E+00
   18  2.1013617E+16  1.1869582E-01  1.4046735E+03  6.8099557E-03  5.4025904E+00  1.2225359E-18  2.6293853E+05  1.2225359E-20  2.6293853E+03       Infinity  8.6562892E+00
   19  2.3637375E+16  1.1648031E-01  1.5800609E+03  7.6602463E-03  6.0771575E+00  1.1467980E-18  2.4664911E+05  1.1467980E-20  2.4664911E+03       Infinity  8.7106360E+00
   20  2.6533648E+16  1.1454347E-01  1.7736648E+03  8.5988514E-03  6.8217877E+00  1.0629065E-18  2.2860603E+05  1.0629065E-20  2.2860603E+03       Infinity  8.8168409E+00
   21  2.9730738E+16  1.1284366E-01  1.9873771E+03  9.6349437E-03  7.6437581E+00  9.7205820E-19  2.0906671E+05  9.7205820E-21  2.0906671E+03       Infinity  8.9521035E+00
   22  3.3259891E+16  1.1134675E-01  2.2232864E+03  1.0778649E-02  8.5511016E+00  8.7606851E-19  1.8842160E+05  8.7606851E-21  1.8842160E+03       Infinity  9.0857178E+00
   23  3.7155596E+16  1.1002457E-01  2.4836982E+03  1.2041143E-02  9.5526854E+00  7.7729781E-19  1.6717837E+05  7.7729781E-21  1.6717837E+03       Infinity  9.3042622E+00
   24  4.1455924E+16  1.0885362E-01  2.7711574E+03  1.3434765E-02  1.0658298E+01  6.7845983E-19  1.4592065E+05  6.7845983E-21  1.4592065E+03       Infinity  9.5369184E+00
   25  4.6202901E+16  1.0781415E-01  3.0884732E+03  1.4973135E-02  1.1878743E+01  5.8237332E-19  1.2525472E+05  5.8237332E-21  1.2525472E+03       Infinity  9.8222537E+00
   26  5.1442917E+16  1.0688948E-01  3.4387466E+03  1.6671285E-02  1.3225949E+01  4.9166265E-19  1.0574500E+05  4.9166265E-21  1.0574500E+03       Infinity  1.0194022E+01
   27  5.7227182E+16  1.0606539E-01  3.8254009E+03  1.8545812E-02  1.4713080E+01  4.0847533E-19  8.7853377E+04  4.0847533E-21  8.7853377E+02       Infinity  1.0669961E+01
   28  6.3612224E+16  1.0532975E-01  4.2522145E+03  2.0615034E-02  1.6354671E+01  3.3430602E-19  7.1901313E+04  3.3430602E-21  7.1901313E+02       Infinity  1.1252499E+01
   29  7.0660441E+16  1.0467207E-01  4.7233587E+03  2.2899174E-02  1.8166764E+01  2.6990698E-19  5.8050605E+04  2.6990698E-21  5.8050605E+02       Infinity  1.1989895E+01
   30  7.8440713E+16  1.0408332E-01  5.2434378E+03  2.5420554E-02  2.0167068E+01  2.1534141E-19  4.6314841E+04  2.1534141E-21  4.6314841E+02       Infinity  1.3012844E+01
   31  8.7029075E+16  1.0355566E-01  5.8175343E+03  2.8203815E-02  2.2375132E+01  1.7010829E-19  3.6586267E+04  1.7010829E-21  3.6586267E+02       Infinity  1.4551475E+01
   32  9.3685953E+16  4.5913002E-02  6.2625192E+03  3.0361132E-02  2.4086612E+01  1.4320911E-19  3.0800890E+04  1.4320911E-21  3.0800890E+02       Infinity  1.6321386E+01
   33  9.8660159E+16  5.7236970E-02  6.5950243E+03  3.1973141E-02  2.5365478E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.7655484E+01
   34  1.0697451E+17  1.0265710E-01  7.1508043E+03  3.4667601E-02  2.7503094E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8021867E+01
   35  1.1852650E+17  1.0227497E-01  7.9230074E+03  3.8411296E-02  3.0473106E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8249883E+01
   36  1.3130211E+17  1.0227497E-01  8.7770040E+03  4.2551531E-02  3.3757708E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8406276E+01
   37  1.4776986E+17  1.3200644E-01  9.8778049E+03  4.7888291E-02  3.7991557E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8519917E+01
   38  1.7181996E+17  1.6641627E-01  1.1485455E+04  5.5682292E-02  4.4174827E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8619607E+01
   39  2.0722049E+17  2.0368358E-01  1.3851834E+04  6.7154663E-02  5.3276284E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8702976E+01
   40  2.5953150E+17  2.4048958E-01  1.7348609E+04  8.4107276E-02  6.6725421E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8767461E+01
   41  3.3654860E+17  2.7223279E-01  2.2496884E+04  1.0906647E-01  8.6526477E+01  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8823668E+01
   42  4.4823346E+17  2.9393199E-01  2.9962556E+04  1.4526057E-01  1.1524060E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8868178E+01
   43  6.0542615E+17  3.0166393E-01  4.0470238E+04  1.9620256E-01  1.5565476E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.8923331E+01
   44  8.1678311E+17  2.9393199E-01  5.4598578E+04  2.6469774E-01  2.0999453E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.9005345E+01
   45  1.0844313E+18  2.7223279E-01  7.2489758E+04  3.5143543E-01  2.7880676E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.9131481E+01
   46  1.4004353E+18  2.4048958E-01  9.3613316E+04  4.5384392E-01  3.6005121E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.9335798E+01
   47  1.7467193E+18  2.0368358E-01  1.1676098E+05  5.6606541E-01  4.4908068E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  1.9627954E+01
   48  2.0992860E+18  1.6641627E-01  1.4032860E+05  6.8032292E-01  5.3972540E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  2.0022343E+01
   49  2.4346591E+18  1.3200644E-01  1.6274691E+05  7.8900842E-01  6.2594964E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  2.0527873E+01
   50  2.7352270E+18  1.0227497E-01  1.8283863E+05  8.8641452E-01  7.0322551E+02  6.0643707E-22  1.3043026E+02  6.0643707E-24  1.3043026E+00       Infinity  2.1192085E+01
