# Real Aquila sources used as the target distribution for the
# injection test.  Written by build_joint_target_v3.py from
#   Aquila-Guoyin/Aquila.sw.sources.ok.cat
#   Aquila-Guoyin/Aquila.sw.sources.ok.add.cat
# Assumed distance 260 pc.  1030 sources.
#
# Columns
#   1 M_reported   reported SED mass of the source          (M_sun)
#   2 Sigma_cloud  background column density, PEAK^BGF      (cm^-2)
#   3 contrast     PEAK^SBF / PEAK^BGF, exceeds unity       (-)
#   4 AFWHM_SD     major axis at half maximum in the        (arcsec)
#                  surface-density image at 13.5 arcsec
#
# M_reported   5th   0.008244  25th     0.0471  median      0.108  75th     0.3517  95th      2.361
# Sigma_cloud  5th  2.633e+21  25th  3.695e+21  median  5.036e+21  75th  8.258e+21  95th  1.925e+22
# contrast     5th      1.107  25th      1.166  median      1.235  75th      1.369  95th      1.799
# AFWHM_SD     5th      16.21  25th       28.6  median      37.78  75th      48.34  95th      75.54
#
#     M_reported    Sigma_cloud     contrast     AFWHM_SD
    8.196195e-03   3.414000e+21      1.20190       34.040
    2.451998e-01   5.845000e+21      1.23541       42.950
    1.537494e-01   7.225000e+21      1.26934       34.040
    3.760832e-02   4.582000e+21      1.08077       75.040
    2.382855e-01   9.732000e+21      1.20212       31.760
    2.111013e-02   4.468000e+21      1.14548       36.300
    2.374382e+00   2.827000e+22      1.40432       32.230
    3.965557e-01   9.512000e+21      1.19123       50.190
    2.534803e-01   1.058000e+22      1.45917       26.480
    3.411437e-02   4.033000e+21      1.20027       34.940
    1.623253e-01   4.051000e+21      1.20057       34.170
    7.317617e-02   4.932000e+21      1.10720       41.950
    2.310464e-02   5.689000e+21      1.20619       28.790
    6.577109e-02   3.513000e+21      1.08312       51.770
    4.903904e+00   6.078000e+22      1.22869       20.290
    7.090514e-01   9.298000e+21      1.16477       34.060
    6.754136e-02   3.997000e+21      1.21719       28.480
    9.219597e-03   4.637000e+21      1.16541       29.660
    2.107493e-02   3.182000e+21      1.07630       81.630
    1.753956e+00   1.762000e+22      1.53008       31.600
    5.611125e-02   7.573000e+21      1.20111       28.680
    2.650027e-02   3.602000e+21      1.09728       39.680
    1.504191e-01   5.324000e+21      1.23573       75.980
    7.798117e-03   4.525000e+21      1.20860       16.070
    1.554288e-01   1.022000e+22      1.17153       62.110
    1.275701e-02   3.460000e+21      1.09991       41.230
    1.256539e-01   4.304000e+21      1.14610       54.810
    2.991691e-01   4.978000e+21      1.35878       82.580
    2.559509e-02   3.867000e+21      1.23887       41.090
    1.877290e-02   3.396000e+21      1.09661       49.160
    3.787674e-01   4.939000e+21      1.24215      111.800
    1.264700e+01   1.743000e+22      1.25146       22.990
    7.902652e-02   6.708000e+21      1.22943       31.120
    1.133244e-01   3.797000e+21      1.15367       39.850
    6.386030e-02   5.655000e+21      1.12025       42.140
    5.335752e-02   3.342000e+21      1.18606       46.510
    3.230646e-01   2.960000e+21      1.22628       28.020
    2.415316e-02   2.982000e+21      1.15734       39.510
    1.380683e-01   9.183000e+21      1.13427       38.500
    5.079467e-01   5.632000e+21      1.23881       40.160
    2.971430e-02   3.804000e+21      1.16709       40.680
    2.739377e-02   3.228000e+21      1.09792       67.650
    1.065690e-01   3.650000e+21      1.18238       23.400
    9.188054e-02   6.499000e+21      1.12696       33.050
    1.437879e-01   4.174000e+21      1.14061       75.180
    3.604715e-01   4.569000e+21      1.26242       33.560
    9.534807e-02   3.998000e+21      1.11766       41.690
    1.988156e-02   3.001000e+21      1.17744       64.550
    1.921578e-02   3.293000e+21      1.06726       48.540
    4.262404e-02   4.664000e+21      1.13355       38.350
    1.003428e-01   4.439000e+21      1.11816       49.710
    2.005240e-01   4.050000e+21      1.16143       55.440
    2.316510e-03   2.306000e+21      1.16392       17.740
    6.391345e-02   5.866000e+21      1.10726       36.990
    1.032700e-01   5.489000e+21      1.10528       48.990
    1.048438e-01   7.555000e+21      1.17604       33.680
    5.840370e-02   5.341000e+21      1.27710       33.240
    3.001090e-01   4.706000e+21      1.28134       91.400
    6.629644e-02   4.004000e+21      1.17622       36.180
    1.887538e-01   3.417000e+21      1.19965      119.000
    3.776949e-02   3.632000e+21      1.10361       47.110
    6.266885e-02   4.768000e+21      1.19056       46.720
    3.028948e-02   3.935000e+21      1.08879       42.030
    1.034414e-02   2.992000e+21      1.17644       43.310
    1.707388e+00   1.407000e+22      1.14222       45.490
    1.177571e-01   4.537000e+21      1.20853       34.200
    1.790830e+00   9.250000e+21      1.39027       40.450
    6.244214e-02   3.297000e+21      1.11744       44.120
    2.373507e-02   1.189000e+22      1.00040       14.810
    1.892394e-03   6.093000e+21      1.09821       22.820
    4.315538e-02   4.592000e+21      1.14164       32.960
    9.123649e-01   6.206000e+21      1.17628       27.790
    2.839838e-01   5.297000e+21      1.23428       78.720
    3.779928e-02   4.253000e+21      1.10910       54.120
    2.389797e-02   3.498000e+21      1.18576       30.990
    1.681254e-01   8.424000e+21      1.40432       56.380
    1.756447e-02   3.204000e+21      1.13155       69.520
    7.717578e-02   4.005000e+21      1.18564       52.920
    3.913511e-02   1.797000e+21      1.16400       39.970
    1.931879e-02   3.847000e+21      1.21812       52.580
    6.853535e-02   3.838000e+21      1.14919       54.240
    4.494812e+01   3.789000e+22      1.28213       27.090
    6.153433e-02   4.012000e+21      1.14048       37.890
    6.518989e-02   4.367000e+21      1.07550       49.570
    2.024793e-01   4.386000e+21      1.19409       65.050
    1.590771e-01   2.902000e+21      1.17519      118.900
    4.064809e-01   1.279000e+22      1.40086       86.120
    4.252336e-01   3.923000e+21      1.31073      110.100
    2.776757e-01   4.057000e+21      1.27607       93.010
    6.065365e-02   3.642000e+21      1.14802       46.020
    3.739040e-01   1.102000e+22      1.17450       71.240
    5.422535e-01   5.166000e+21      1.31533      103.500
    1.454608e-01   5.876000e+21      1.34343       69.620
    2.045291e-01   4.611000e+21      1.21653       73.580
    2.034994e-01   4.213000e+21      1.19727       90.290
    2.717212e-01   9.362000e+21      1.29310       63.010
    1.070793e-01   3.078000e+21      1.16504       85.790
    2.738615e-01   8.173000e+21      1.28105       82.190
    5.848527e-01   6.034000e+21      1.26964      121.100
    1.066533e-02   4.652000e+21      1.02549       15.360
    2.671939e+00   1.462000e+22      1.33653       42.340
    2.604582e-01   4.961000e+21      1.21528       78.670
    2.861677e-01   7.334000e+21      1.22593       66.710
    4.093911e-01   4.715000e+21      1.18814      137.400
    1.092260e-01   4.629000e+21      1.20359       81.430
    2.396071e-01   6.433000e+21      1.28711       66.390
    2.601933e-01   5.865000e+21      1.19062      101.500
