node_key,M_BE_Msun,M_reported_Msun,M_corrected_3axis_Msun,M_corrected_4axis_Msun,theta_BE_arcsec,bounded_3axis,bounded_4axis
317009,7.63286,2.7275752579501704,3.972765950760331,6.463370689680795,321.04,0,0
317010,7.63158,3.6164302659634515,5.327952436086848,8.501844148707844,296.13,0,0
318008,11.7217,4.951543861438365,7.132275864556201,23.98245494827132,631.09,0,0
318009,11.7196,2.6354818397885635,3.7904977618925573,8.732387582686911,555.38,0,0
318010,11.7226,4.053008790196745,5.889018444432121,12.380370475022756,473.22,0,0
404004,0.0289243,0.025257022536362795,0.03317868892689159,0.02680897165050634,6.26,0,0
405004,0.0444027,0.042197244953739485,0.055249320495309735,0.04533526449640776,6.49,0,0
405005,0.0444226,0.0382677913520987,0.04879528664733922,0.04235895463001857,10.19,0,0
406004,0.0682294,0.06530595562150925,0.09198268177084121,0.06986134746049019,6.95,0,0
406005,0.0682534,0.06062386417050414,0.0760304995065972,0.06736327085123138,10.53,0,0
406006,0.0682483,0.05748530582743759,0.08653610610320925,0.06531157574871359,16.62,0,0
407004,0.104824,0.10154195735320895,0.13650900258851045,0.11018949656141848,7.78,0,0
