! Date: 09/09/2026  Time: 00:51:21  Created by RADMC3D compiled on Sep  9 2026 00:16    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 9.93430968E+00
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   13  2.2428055E+16  1.2811717E-01  1.4992229E+03  7.2683377E-03  5.7662418E+00  2.9686168E-19  6.3847922E+04  2.9686168E-21  6.3847922E+02       Infinity  8.9568192E+00
   14  2.5432328E+16  1.2327332E-01  1.7000461E+03  8.2419429E-03  6.5386390E+00  2.9187084E-19  6.2774510E+04  2.9187084E-21  6.2774510E+02       Infinity  8.9578544E+00
   15  2.8710228E+16  1.1914473E-01  1.9191602E+03  9.3042233E-03  7.3813854E+00  2.8589587E-19  6.1489436E+04  2.8589587E-21  6.1489436E+02       Infinity  8.9484578E+00
   16  3.2286676E+16  1.1559642E-01  2.1582310E+03  1.0463255E-02  8.3008885E+00  2.7881699E-19  5.9966936E+04  2.7881699E-21  5.9966936E+02       Infinity  8.9580548E+00
   17  3.6188864E+16  1.1252500E-01  2.4190762E+03  1.1727851E-02  9.3041391E+00  2.7052509E-19  5.8183544E+04  2.7052509E-21  5.8183544E+02       Infinity  9.0049797E+00
   18  4.0446460E+16  1.0984991E-01  2.7036789E+03  1.3107625E-02  1.0398765E+01  2.6092656E-19  5.6119128E+04  2.6092656E-21  5.6119128E+02       Infinity  9.0536135E+00
   19  4.5091835E+16  1.0750746E-01  3.0142030E+03  1.4613067E-02  1.1593088E+01  2.4995862E-19  5.3760183E+04  2.4995862E-21  5.3760183E+02       Infinity  9.1057757E+00
   20  5.0160306E+16  1.0544660E-01  3.3530093E+03  1.6255624E-02  1.2896190E+01  2.3760248E-19  5.1102670E+04  2.3760248E-21  5.1102670E+02       Infinity  9.1590115E+00
   21  5.5690409E+16  1.0362597E-01  3.7226739E+03  1.8047784E-02  1.4317976E+01  2.2389451E-19  4.8154410E+04  2.2389451E-21  4.8154410E+02       Infinity  9.2211540E+00
   22  6.1724189E+16  1.0201167E-01  4.1260072E+03  2.0003172E-02  1.5869258E+01  2.0894129E-19  4.4938327E+04  2.0894129E-21  4.4938327E+02       Infinity  9.2898109E+00
   23  6.8307520E+16  1.0057568E-01  4.5660757E+03  2.2136655E-02  1.7561830E+01  1.9292304E-19  4.1493181E+04  1.9292304E-21  4.1493181E+02       Infinity  9.3565801E+00
   24  7.5490456E+16  9.9294621E-02  5.0462253E+03  2.4464454E-02  1.9408559E+01  1.7609649E-19  3.7874187E+04  1.7609649E-21  3.7874187E+02       Infinity  9.4621759E+00
   25  8.3327608E+16  9.8148827E-02  5.5701065E+03  2.7004267E-02  2.1423487E+01  1.5878509E-19  3.4150916E+04  1.5878509E-21  3.4150916E+02       Infinity  9.5733937E+00
   26  9.1878561E+16  9.7121662E-02  6.1417024E+03  2.9775404E-02  2.3621932E+01  1.4135986E-19  3.0403160E+04  1.4135986E-21  3.0403160E+02       Infinity  9.6985719E+00
   27  1.0120833E+17  9.6198943E-02  6.7653588E+03  3.2798934E-02  2.6020611E+01  1.2421248E-19  2.6715165E+04  1.2421248E-21  2.6715165E+02       Infinity  9.8324957E+00
   28  1.1138784E+17  9.5368514E-02  7.4458172E+03  3.6097844E-02  2.8637759E+01  1.0772206E-19  2.3168467E+04  1.0772206E-21  2.3168467E+02       Infinity  1.0008315E+01
   29  1.2249450E+17  9.4619900E-02  8.1882512E+03  3.9697217E-02  3.1493274E+01  9.2226075E-20  1.9835646E+04  9.2226075E-22  1.9835646E+02       Infinity  1.0201965E+01
   30  1.3461273E+17  9.3944026E-02  8.9983055E+03  4.3624417E-02  3.4608867E+01  7.7989016E-20  1.6773592E+04  7.7989016E-22  1.6773592E+02       Infinity  1.0418478E+01
   31  1.4783469E+17  9.3332996E-02  9.8821389E+03  4.7909303E-02  3.8008226E+01  6.5192125E-20  1.4021283E+04  6.5192125E-22  1.4021283E+02       Infinity  1.0672032E+01
   32  1.5588051E+17  1.4715018E-02  1.0419969E+04  5.0516739E-02  4.0076803E+01  5.8663813E-20  1.2617198E+04  5.8663813E-22  1.2617198E+02       Infinity  1.0859901E+01
   33  1.6340779E+17  7.8091548E-02  1.0923136E+04  5.2956130E-02  4.2012062E+01  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.0996780E+01
   34  1.7800103E+17  9.2278724E-02  1.1898634E+04  5.7685411E-02  4.5763976E+01  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1114980E+01
   35  1.9517475E+17  9.1824105E-02  1.3046626E+04  6.3250960E-02  5.0179332E+01  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1185003E+01
   36  2.1395892E+17  9.1824105E-02  1.4302270E+04  6.9338410E-02  5.5008732E+01  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1241138E+01
   37  2.3836694E+17  1.2237204E-01  1.5933846E+04  7.7248401E-02  6.1284021E+01  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1285802E+01
   38  2.7481906E+17  1.5914032E-01  1.8370519E+04  8.9061566E-02  7.0655843E+01  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1333021E+01
   39  3.2974280E+17  2.0049778E-01  2.2041945E+04  1.0686090E-01  8.4776712E+01  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1373793E+01
   40  4.1292300E+17  2.4277576E-01  2.7602198E+04  1.3381739E-01  1.0616230E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1405816E+01
   41  5.3852072E+17  2.8030071E-01  3.5997887E+04  1.7452028E-01  1.3845341E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1437387E+01
   42  7.2511382E+17  3.0648767E-01  4.8470865E+04  2.3499015E-01  1.8642640E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1473309E+01
   43  9.9310375E+17  3.1592008E-01  6.6384885E+04  3.2183858E-01  2.5532648E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1535582E+01
   44  1.3580940E+18  3.0648767E-01  9.0782976E+04  4.4012224E-01  3.4916529E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1637418E+01
   45  1.8214970E+18  2.8030071E-01  1.2175955E+05  5.9029885E-01  4.6830597E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.1823554E+01
   46  2.3637056E+18  2.4277576E-01  1.5800396E+05  7.6601430E-01  6.0770755E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.2143538E+01
   47  2.9459601E+18  2.0049778E-01  1.9692527E+05  9.5470752E-01  7.5740488E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.2678377E+01
   48  3.5214953E+18  1.5914032E-01  2.3539742E+05  1.1412232E+00  9.0537469E+02  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.3570489E+01
   49  4.0494723E+18  1.2237204E-01  2.7069050E+05  1.3123266E+00  1.0411173E+03  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.5143207E+01
   50  4.5040328E+18  9.1824105E-02  3.0107599E+05  1.4596375E+00  1.1579846E+03  2.9609558E-21  6.3683151E+02  2.9609558E-23  6.3683151E+00       Infinity  1.8293716E+01
